DATE,CHFR,CHFR_peak,FRCH,CHFR_peak
2020-03-15 19:55:00,3.0161832260e+10,3.0161832260e+10,3.5574613426e+10,3.5574613426e+10
2020-03-15 20:00:00,2.4198484505e+10,2.4198484505e+10,3.1590762209e+10,3.1590762209e+10
2020-03-15 20:05:00,1.6112081348e+10,1.6112081348e+10,3.2783908130e+10,3.2783908130e+10
2020-03-15 20:10:00,2.1917500477e+10,2.1917500477e+10,3.4371317250e+10,3.4371317250e+10
2020-03-15 20:15:00,2.4162370460e+10,2.4162370460e+10,3.0048217226e+10,3.0048217226e+10
2020-03-15 20:20:00,2.4903407654e+10,2.4903407654e+10,2.8793931239e+10,2.8793931239e+10
2020-03-15 20:25:00,1.4473791961e+10,1.4473791961e+10,3.7881684479e+10,3.7881684479e+10
2020-03-15 20:30:00,2.4553894379e+10,2.4553894379e+10,3.6405040954e+10,3.6405040954e+10
2020-03-15 20:35:00,2.5584848832e+10,2.5584848832e+10,3.6890122050e+10,3.6890122050e+10
2020-03-15 20:40:00,2.1054540821e+10,2.1054540821e+10,3.1083289703e+10,3.1083289703e+10
2020-03-15 20:45:00,2.1217951444e+10,2.1217951444e+10,3.4529984157e+10,3.4529984157e+10
2020-03-15 20:50:00,2.3420061845e+10,2.3420061845e+10,2.7934025066e+10,2.7934025066e+10
2020-03-15 20:55:00,2.6861092444e+10,2.6861092444e+10,2.6231489618e+10,2.6231489618e+10
2020-03-15 21:00:00,2.3665483392e+10,2.3665483392e+10,2.8992365627e+10,2.8992365627e+10
2020-03-15 21:05:00,2.0597210765e+10,2.0597210765e+10,3.3930590786e+10,3.3930590786e+10
2020-03-15 21:10:00,2.5349828464e+10,2.5349828464e+10,3.8073944158e+10,3.8073944158e+10
2020-03-15 21:15:00,2.5997220483e+10,2.5997220483e+10,3.1375880204e+10,3.1375880204e+10
2020-03-15 21:20:00,2.4267937181e+10,2.4267937181e+10,2.9075250466e+10,2.9075250466e+10
2020-03-15 21:25:00,2.3306340184e+10,2.3306340184e+10,3.3113863700e+10,3.3113863700e+10
2020-03-15 21:30:00,2.1586017768e+10,2.1586017768e+10,2.9600827845e+10,2.9600827845e+10
2020-03-15 21:35:00,2.0779221723e+10,2.0779221723e+10,3.0811750935e+10,3.0811750935e+10
2020-03-15 21:40:00,2.7620853636e+10,2.7620853636e+10,2.8683261820e+10,2.8683261820e+10
2020-03-15 21:45:00,2.8511673087e+10,2.8511673087e+10,3.0614736562e+10,3.0614736562e+10
2020-03-15 21:50:00,2.2141832107e+10,2.2141832107e+10,2.4717779485e+10,2.4717779485e+10
2020-03-15 21:55:00,2.5596477475e+10,2.5596477475e+10,2.5621097848e+10,2.5621097848e+10
2020-03-15 22:00:00,2.6191333871e+10,2.6191333871e+10,2.6093339075e+10,2.6093339075e+10
2020-03-15 22:05:00,2.2505215169e+10,2.2505215169e+10,2.9779316667e+10,2.9779316667e+10
2020-03-15 22:10:00,2.9346410694e+10,2.9346410694e+10,2.6775594412e+10,2.6775594412e+10
2020-03-15 22:15:00,3.9144366482e+10,3.9144366482e+10,3.3674853710e+10,3.3674853710e+10
2020-03-15 22:20:00,3.2893811939e+10,3.2893811939e+10,2.7230715734e+10,2.7230715734e+10
2020-03-15 22:25:00,3.0510518670e+10,3.0510518670e+10,3.2315473939e+10,3.2315473939e+10
2020-03-15 22:30:00,3.9644910043e+10,3.9644910043e+10,3.2507294654e+10,3.2507294654e+10
2020-03-15 22:35:00,3.2333000632e+10,3.2333000632e+10,3.1624316714e+10,3.1624316714e+10
2020-03-15 22:40:00,2.7991756799e+10,2.7991756799e+10,3.8324073054e+10,3.8324073054e+10
2020-03-15 22:45:00,3.1186064000e+10,3.1186064000e+10,3.3272137352e+10,3.3272137352e+10
2020-03-15 22:50:00,3.2482572651e+10,3.2482572651e+10,2.9859215514e+10,2.9859215514e+10
2020-03-15 22:55:00,3.3019001121e+10,3.3019001121e+10,2.9884857400e+10,2.9884857400e+10
2020-03-15 23:00:00,3.3781900644e+10,3.3781900644e+10,3.9332560673e+10,3.9332560673e+10
2020-03-15 23:05:00,3.9690451539e+10,3.9690451539e+10,3.4334506006e+10,3.4334506006e+10
2020-03-15 23:10:00,3.8189866724e+10,3.8189866724e+10,3.6534691402e+10,3.6534691402e+10
2020-03-15 23:15:00,3.8627278506e+10,3.8627278506e+10,3.7681262899e+10,3.7681262899e+10
2020-03-15 23:20:00,4.4028913984e+10,4.4028913984e+10,3.4240065992e+10,3.4240065992e+10
2020-03-15 23:25:00,3.6984021571e+10,3.6984021571e+10,3.5442551146e+10,3.5442551146e+10
2020-03-15 23:30:00,3.0474631698e+10,3.0474631698e+10,3.5061463435e+10,3.5061463435e+10
2020-03-15 23:35:00,3.4087824606e+10,3.4087824606e+10,3.4410160833e+10,3.4410160833e+10
2020-03-15 23:40:00,2.6552931272e+10,2.6552931272e+10,2.8058747811e+10,2.8058747811e+10
2020-03-15 23:45:00,2.6480397847e+10,2.6480397847e+10,3.1022832880e+10,3.1022832880e+10
2020-03-15 23:50:00,3.5386598091e+10,3.5386598091e+10,2.9111369732e+10,2.9111369732e+10
2020-03-15 23:55:00,3.1034589537e+10,3.1034589537e+10,2.9078872107e+10,2.9078872107e+10
2020-03-16 00:00:00,3.2056582611e+10,3.2056582611e+10,2.8958438675e+10,2.8958438675e+10
