DATE,FNIT,FNIT_peak,ITFN,ITFN_peak
2020-03-22 05:00:00,1.1612472524e+09,1.1612472524e+09,1.1372861783e+09,1.1372861783e+09
2020-03-22 05:05:00,7.5126650985e+08,7.5126650985e+08,9.2122189172e+08,9.2122189172e+08
2020-03-22 05:10:00,6.8493749942e+08,6.8493749942e+08,9.5855569576e+08,9.5855569576e+08
2020-03-22 05:15:00,8.6057866156e+08,8.6057866156e+08,1.1638796036e+09,1.1638796036e+09
2020-03-22 05:20:00,5.8069995963e+08,5.8069995963e+08,9.0858166226e+08,9.0858166226e+08
2020-03-22 05:25:00,5.9540876842e+08,5.9540876842e+08,1.0780106515e+09,1.0780106515e+09
2020-03-22 05:30:00,6.2310543780e+08,6.2310543780e+08,1.2335071286e+09,1.2335071286e+09
2020-03-22 05:35:00,7.6216487086e+08,7.6216487086e+08,1.2005564643e+09,1.2005564643e+09
2020-03-22 05:40:00,6.6053190196e+08,6.6053190196e+08,1.1127005435e+09,1.1127005435e+09
2020-03-22 05:45:00,4.6629011683e+08,4.6629011683e+08,9.5645972709e+08,9.5645972709e+08
2020-03-22 05:50:00,8.1410583561e+08,8.1410583561e+08,4.0975383263e+08,4.0975383263e+08
2020-03-22 05:55:00,5.8586844141e+08,5.8586844141e+08,4.5141292051e+08,4.5141292051e+08
2020-03-22 06:00:00,8.1894374715e+08,8.1894374715e+08,4.1362601004e+08,4.1362601004e+08
2020-03-22 06:05:00,5.9330389132e+08,5.9330389132e+08,6.6941752818e+08,6.6941752818e+08
2020-03-22 06:10:00,4.9264560247e+08,4.9264560247e+08,1.2528157268e+09,1.2528157268e+09
2020-03-22 06:15:00,4.8193200967e+08,4.8193200967e+08,1.1745301941e+09,1.1745301941e+09
2020-03-22 06:20:00,5.6022852698e+08,5.6022852698e+08,9.2814725059e+08,9.2814725059e+08
2020-03-22 06:25:00,5.5757540239e+08,5.5757540239e+08,7.4299073999e+08,7.4299073999e+08
2020-03-22 06:30:00,1.1418605512e+09,1.1418605512e+09,4.2439741041e+08,4.2439741041e+08
2020-03-22 06:35:00,8.1375505233e+08,8.1375505233e+08,5.2560129846e+08,5.2560129846e+08
2020-03-22 06:40:00,5.0491485775e+08,5.0491485775e+08,5.6077047516e+08,5.6077047516e+08
2020-03-22 06:45:00,3.8308699740e+08,3.8308699740e+08,1.0527006683e+09,1.0527006683e+09
2020-03-22 06:50:00,3.6208487532e+08,3.6208487532e+08,4.6484113387e+08,4.6484113387e+08
2020-03-22 06:55:00,3.0380087410e+09,3.0380087410e+09,6.4980180710e+08,6.4980180710e+08
2020-03-22 07:00:00,7.8796034427e+08,7.8796034427e+08,4.6644161903e+08,4.6644161903e+08
2020-03-22 07:05:00,4.4497319974e+08,4.4497319974e+08,8.5037406890e+08,8.5037406890e+08
2020-03-22 07:10:00,4.3905893212e+08,4.3905893212e+08,8.4659894995e+08,8.4659894995e+08
2020-03-22 07:15:00,4.8429132458e+08,4.8429132458e+08,1.0869148583e+09,1.0869148583e+09
2020-03-22 07:20:00,4.8465156774e+08,4.8465156774e+08,4.1781491032e+08,4.1781491032e+08
2020-03-22 07:25:00,1.5524010345e+09,1.5524010345e+09,8.4473160649e+08,8.4473160649e+08
2020-03-22 07:30:00,6.6105323424e+08,6.6105323424e+08,9.4432407652e+08,9.4432407652e+08
2020-03-22 07:35:00,5.3186066964e+08,5.3186066964e+08,1.3936142456e+09,1.3936142456e+09
2020-03-22 07:40:00,6.9684181868e+08,6.9684181868e+08,6.9538382394e+08,6.9538382394e+08
2020-03-22 07:45:00,6.3903456718e+08,6.3903456718e+08,1.1294351319e+09,1.1294351319e+09
2020-03-22 07:50:00,5.5568037064e+08,5.5568037064e+08,6.2630014212e+08,6.2630014212e+08
2020-03-22 07:55:00,5.4876998173e+08,5.4876998173e+08,1.0369389487e+09,1.0369389487e+09
2020-03-22 08:00:00,1.1448101789e+09,1.1448101789e+09,8.7399618770e+08,8.7399618770e+08
2020-03-22 08:05:00,1.1848512122e+09,1.1848512122e+09,8.1333651556e+08,8.1333651556e+08
2020-03-22 08:10:00,7.0539644797e+08,7.0539644797e+08,3.8754281033e+08,3.8754281033e+08
2020-03-22 08:15:00,9.9511318981e+08,9.9511318981e+08,6.7045589388e+08,6.7045589388e+08
2020-03-22 08:20:00,1.5393688886e+09,1.5393688886e+09,8.5062125828e+08,8.5062125828e+08
2020-03-22 08:25:00,1.4964500168e+09,1.4964500168e+09,1.1346331903e+09,1.1346331903e+09
2020-03-22 08:30:00,1.7594078087e+09,1.7594078087e+09,1.1083521107e+09,1.1083521107e+09
2020-03-22 08:35:00,1.7002856101e+09,1.7002856101e+09,4.4817388370e+08,4.4817388370e+08
2020-03-22 08:40:00,1.3518045066e+09,1.3518045066e+09,9.0914216927e+08,9.0914216927e+08
2020-03-22 08:45:00,1.9839426223e+09,1.9839426223e+09,1.1452141385e+09,1.1452141385e+09
2020-03-22 08:50:00,1.7551688689e+09,1.7551688689e+09,1.2998718801e+09,1.2998718801e+09
2020-03-22 08:55:00,1.9161489345e+09,1.9161489345e+09,7.4607586261e+08,7.4607586261e+08
2020-03-22 09:00:00,1.4180152254e+09,1.4180152254e+09,6.0888770417e+08,6.0888770417e+08
2020-03-22 09:05:00,1.5103108365e+09,1.5103108365e+09,1.0366717263e+09,1.0366717263e+09
2020-03-22 09:10:00,1.1250582217e+09,1.1250582217e+09,6.6799736210e+08,6.6799736210e+08
2020-03-22 09:15:00,1.0103623986e+09,1.0103623986e+09,5.8599790420e+08,5.8599790420e+08
2020-03-22 09:20:00,8.9374382831e+08,8.9374382831e+08,8.3650324506e+08,8.3650324506e+08
2020-03-22 09:25:00,1.2173878945e+09,1.2173878945e+09,4.1296466868e+08,4.1296466868e+08
2020-03-22 09:30:00,1.3259677259e+09,1.3259677259e+09,5.5819065788e+08,5.5819065788e+08
2020-03-22 09:35:00,1.2806000395e+09,1.2806000395e+09,8.8955587502e+08,8.8955587502e+08
2020-03-22 09:40:00,1.1752654866e+09,1.1752654866e+09,8.7298527693e+08,8.7298527693e+08
2020-03-22 09:45:00,1.0948083199e+09,1.0948083199e+09,1.2898031355e+09,1.2898031355e+09
2020-03-22 09:50:00,1.1008413942e+09,1.1008413942e+09,5.6695312588e+08,5.6695312588e+08
2020-03-22 09:55:00,1.6825488048e+09,1.6825488048e+09,7.2433913037e+08,7.2433913037e+08
2020-03-22 10:00:00,1.3564761206e+09,1.3564761206e+09,4.8100241647e+08,4.8100241647e+08
2020-03-22 10:05:00,1.2122667780e+09,1.2122667780e+09,8.7261441008e+08,8.7261441008e+08
2020-03-22 10:10:00,1.3853641095e+09,1.3853641095e+09,6.8723668064e+08,6.8723668064e+08
2020-03-22 10:15:00,1.8432711450e+09,1.8432711450e+09,7.9913001732e+08,7.9913001732e+08
2020-03-22 10:20:00,1.6363643936e+09,1.6363643936e+09,1.1770315989e+09,1.1770315989e+09
2020-03-22 10:25:00,9.7820997958e+08,9.7820997958e+08,8.3739965268e+08,8.3739965268e+08
2020-03-22 10:30:00,1.2619068364e+09,1.2619068364e+09,1.0164182036e+09,1.0164182036e+09
2020-03-22 10:35:00,8.1460964462e+08,8.1460964462e+08,9.1091742017e+08,9.1091742017e+08
2020-03-22 10:40:00,9.0950741675e+08,9.0950741675e+08,9.5888101459e+08,9.5888101459e+08
2020-03-22 10:45:00,1.0789811674e+09,1.0789811674e+09,1.2117573787e+09,1.2117573787e+09
2020-03-22 10:50:00,9.1808597735e+08,9.1808597735e+08,1.4789069500e+09,1.4789069500e+09
2020-03-22 10:55:00,8.7811589654e+08,8.7811589654e+08,1.0251845333e+09,1.0251845333e+09
2020-03-22 11:00:00,9.2813718604e+08,9.2813718604e+08,1.2717752880e+09,1.2717752880e+09
2020-03-22 11:05:00,1.0525537144e+09,1.0525537144e+09,9.9141211753e+08,9.9141211753e+08
2020-03-22 11:10:00,9.5530938770e+08,9.5530938770e+08,1.3106523287e+09,1.3106523287e+09
2020-03-22 11:15:00,1.0093228327e+09,1.0093228327e+09,1.5595768982e+09,1.5595768982e+09
2020-03-22 11:20:00,8.0602714238e+08,8.0602714238e+08,1.0796254463e+09,1.0796254463e+09
2020-03-22 11:25:00,8.1634607447e+08,8.1634607447e+08,1.0006174550e+09,1.0006174550e+09
2020-03-22 11:30:00,1.1079657426e+09,1.1079657426e+09,1.2212100426e+09,1.2212100426e+09
