DATE,DECZ,DECZ_peak,CZDE,CZDE_peak
2020-03-22 07:25:00,1.5734195817e+10,1.5734195817e+10,1.5238604093e+10,1.5238604093e+10
2020-03-22 07:30:00,1.6292863298e+10,1.6292863298e+10,7.5441717888e+09,7.5441717888e+09
2020-03-22 07:35:00,2.5692617656e+10,2.5692617656e+10,7.7462146081e+09,7.7462146081e+09
2020-03-22 07:40:00,2.4807933665e+10,2.4807933665e+10,7.0041739864e+09,7.0041739864e+09
2020-03-22 07:45:00,2.1048128477e+10,2.1048128477e+10,4.6968875560e+09,4.6968875560e+09
2020-03-22 07:50:00,2.6128441004e+10,2.6128441004e+10,4.3813340659e+09,4.3813340659e+09
2020-03-22 07:55:00,2.8190219992e+10,2.8190219992e+10,1.0192935348e+10,1.0192935348e+10
2020-03-22 08:00:00,2.9539121042e+10,2.9539121042e+10,1.6471561047e+10,1.6471561047e+10
2020-03-22 08:05:00,3.5535321753e+10,3.5535321753e+10,1.5653298972e+10,1.5653298972e+10
2020-03-22 08:10:00,2.9637940187e+10,2.9637940187e+10,1.3589118543e+10,1.3589118543e+10
2020-03-22 08:15:00,3.2079775703e+10,3.2079775703e+10,8.5820699723e+09,8.5820699723e+09
2020-03-22 08:20:00,2.8811449963e+10,2.8811449963e+10,8.4738987155e+09,8.4738987155e+09
2020-03-22 08:25:00,3.3285667936e+10,3.3285667936e+10,5.7755940389e+09,5.7755940389e+09
2020-03-22 08:30:00,2.8492114185e+10,2.8492114185e+10,6.4296977601e+09,6.4296977601e+09
2020-03-22 08:35:00,3.7845737822e+10,3.7845737822e+10,7.2053554579e+09,7.2053554579e+09
2020-03-22 08:40:00,2.9547475627e+10,2.9547475627e+10,6.2967480908e+09,6.2967480908e+09
2020-03-22 08:45:00,2.9664343444e+10,2.9664343444e+10,5.3063877408e+09,5.3063877408e+09
2020-03-22 08:50:00,2.6176776871e+10,2.6176776871e+10,5.5330914493e+09,5.5330914493e+09
2020-03-22 08:55:00,2.8299030336e+10,2.8299030336e+10,2.4966936878e+10,2.4966936878e+10
2020-03-22 09:00:00,2.3905197867e+10,2.3905197867e+10,2.5325032205e+10,2.5325032205e+10
2020-03-22 09:05:00,2.0159217946e+10,2.0159217946e+10,1.3118553680e+10,1.3118553680e+10
2020-03-22 09:10:00,2.0644933244e+10,2.0644933244e+10,1.3961324684e+10,1.3961324684e+10
2020-03-22 09:15:00,2.2063031732e+10,2.2063031732e+10,8.8007616398e+09,8.8007616398e+09
2020-03-22 09:20:00,2.0064068538e+10,2.0064068538e+10,6.9398667968e+09,6.9398667968e+09
2020-03-22 09:25:00,2.2545936061e+10,2.2545936061e+10,8.2662287349e+09,8.2662287349e+09
2020-03-22 09:30:00,2.7422257586e+10,2.7422257586e+10,7.9584674731e+09,7.9584674731e+09
2020-03-22 09:35:00,3.3000753128e+10,3.3000753128e+10,8.1028773862e+09,8.1028773862e+09
2020-03-22 09:40:00,2.9612329881e+10,2.9612329881e+10,6.4909421159e+09,6.4909421159e+09
2020-03-22 09:45:00,2.0073131551e+10,2.0073131551e+10,8.0673248042e+09,8.0673248042e+09
2020-03-22 09:50:00,1.7638346424e+10,1.7638346424e+10,9.5739369761e+09,9.5739369761e+09
2020-03-22 09:55:00,2.0296773861e+10,2.0296773861e+10,9.4691357655e+09,9.4691357655e+09
2020-03-22 10:00:00,3.6560558839e+10,3.6560558839e+10,1.6008133571e+10,1.6008133571e+10
2020-03-22 10:05:00,3.2469221918e+10,3.2469221918e+10,2.0232686936e+10,2.0232686936e+10
2020-03-22 10:10:00,1.7824232304e+10,1.7824232304e+10,2.4179457831e+10,2.4179457831e+10
2020-03-22 10:15:00,1.7475182605e+10,1.7475182605e+10,1.4734382396e+10,1.4734382396e+10
2020-03-22 10:20:00,2.4639838279e+10,2.4639838279e+10,1.0906715889e+10,1.0906715889e+10
2020-03-22 10:25:00,2.7848503455e+10,2.7848503455e+10,7.1242957505e+09,7.1242957505e+09
2020-03-22 10:30:00,3.7604127143e+10,3.7604127143e+10,7.0913251741e+09,7.0913251741e+09
2020-03-22 10:35:00,4.6872732067e+10,4.6872732067e+10,6.4902060937e+09,6.4902060937e+09
2020-03-22 10:40:00,3.3569602069e+10,3.3569602069e+10,5.7605718419e+09,5.7605718419e+09
2020-03-22 10:45:00,4.4620382454e+10,4.4620382454e+10,1.8720214049e+10,1.8720214049e+10
2020-03-22 10:50:00,4.8194634947e+10,4.8194634947e+10,2.6599077187e+10,2.6599077187e+10
2020-03-22 10:55:00,4.6213172763e+10,4.6213172763e+10,2.7492255312e+10,2.7492255312e+10
2020-03-22 11:00:00,4.6002794089e+10,4.6002794089e+10,4.1216086264e+10,4.1216086264e+10
2020-03-22 11:05:00,4.1035776589e+10,4.1035776589e+10,4.6232082242e+10,4.6232082242e+10
2020-03-22 11:10:00,2.8980296016e+10,2.8980296016e+10,3.3980371720e+10,3.3980371720e+10
2020-03-22 11:15:00,2.7590466695e+10,2.7590466695e+10,2.1258853422e+10,2.1258853422e+10
2020-03-22 11:20:00,2.0471631872e+10,2.0471631872e+10,1.2710837155e+10,1.2710837155e+10
2020-03-22 11:25:00,2.0092089764e+10,2.0092089764e+10,9.8725060588e+09,9.8725060588e+09
2020-03-22 11:30:00,2.1011340265e+10,2.1011340265e+10,1.9573476567e+10,1.9573476567e+10
2020-03-22 11:35:00,2.5192867764e+10,2.5192867764e+10,8.7578207296e+09,8.7578207296e+09
2020-03-22 11:40:00,2.0554304822e+10,2.0554304822e+10,8.5663890939e+09,8.5663890939e+09
2020-03-22 11:45:00,1.8580113985e+10,1.8580113985e+10,7.7322955786e+09,7.7322955786e+09
2020-03-22 11:50:00,2.0224908501e+10,2.0224908501e+10,6.5188707334e+09,6.5188707334e+09
2020-03-22 11:55:00,1.8463056760e+10,1.8463056760e+10,8.8318295689e+09,8.8318295689e+09
2020-03-22 12:00:00,1.9269936884e+10,1.9269936884e+10,9.1675892963e+09,9.1675892963e+09
2020-03-22 12:05:00,2.4277222488e+10,2.4277222488e+10,7.1764429533e+09,7.1764429533e+09
2020-03-22 12:10:00,2.1144444689e+10,2.1144444689e+10,6.2798959282e+09,6.2798959282e+09
2020-03-22 12:15:00,2.0689742298e+10,2.0689742298e+10,5.7346235865e+09,5.7346235865e+09
2020-03-22 12:20:00,2.1933789278e+10,2.1933789278e+10,6.6212382672e+09,6.6212382672e+09
2020-03-22 12:25:00,2.3781091665e+10,2.3781091665e+10,4.7341313732e+09,4.7341313732e+09
2020-03-22 12:30:00,2.0344310008e+10,2.0344310008e+10,6.8777425467e+09,6.8777425467e+09
2020-03-22 12:35:00,2.4465596072e+10,2.4465596072e+10,6.9862370816e+09,6.9862370816e+09
2020-03-22 12:40:00,2.0678090005e+10,2.0678090005e+10,5.7062887986e+09,5.7062887986e+09
2020-03-22 12:45:00,1.7117690616e+10,1.7117690616e+10,5.9834199324e+09,5.9834199324e+09
2020-03-22 12:50:00,2.0612217529e+10,2.0612217529e+10,6.6312621986e+09,6.6312621986e+09
2020-03-22 12:55:00,1.9940119224e+10,1.9940119224e+10,6.6915587272e+09,6.6915587272e+09
2020-03-22 13:00:00,2.1923952559e+10,2.1923952559e+10,4.8368984080e+09,4.8368984080e+09
2020-03-22 13:05:00,2.0938223321e+10,2.0938223321e+10,7.9717900520e+09,7.9717900520e+09
2020-03-22 13:10:00,1.9344812714e+10,1.9344812714e+10,1.8655089688e+10,1.8655089688e+10
2020-03-22 13:15:00,2.1278211335e+10,2.1278211335e+10,6.8362901195e+09,6.8362901195e+09
2020-03-22 13:20:00,2.2754551113e+10,2.2754551113e+10,7.2643286529e+09,7.2643286529e+09
2020-03-22 13:25:00,2.2868307974e+10,2.2868307974e+10,6.1169203573e+09,6.1169203573e+09
2020-03-22 13:30:00,2.8414059198e+10,2.8414059198e+10,1.1213074177e+10,1.1213074177e+10
2020-03-22 13:35:00,3.5267333562e+10,3.5267333562e+10,1.6046744849e+10,1.6046744849e+10
2020-03-22 13:40:00,3.1950494236e+10,3.1950494236e+10,2.0175522255e+10,2.0175522255e+10
2020-03-22 13:45:00,3.5402146446e+10,3.5402146446e+10,1.2766951725e+10,1.2766951725e+10
2020-03-22 13:50:00,3.9324918187e+10,3.9324918187e+10,1.3198106603e+10,1.3198106603e+10
2020-03-22 13:55:00,3.7340414204e+10,3.7340414204e+10,9.7447062395e+09,9.7447062395e+09
2020-03-22 14:00:00,3.5419711680e+10,3.5419711680e+10,1.1175982856e+10,1.1175982856e+10
2020-03-22 14:05:00,4.4790803063e+10,4.4790803063e+10,1.9435151956e+10,1.9435151956e+10
2020-03-22 14:10:00,3.7788372552e+10,3.7788372552e+10,3.2541593484e+10,3.2541593484e+10
2020-03-22 14:15:00,4.2077492822e+10,4.2077492822e+10,1.6865818270e+10,1.6865818270e+10
2020-03-22 14:20:00,3.9330895213e+10,3.9330895213e+10,1.7528341477e+10,1.7528341477e+10
2020-03-22 14:25:00,3.6857914903e+10,3.6857914903e+10,1.0953496025e+10,1.0953496025e+10
2020-03-22 14:30:00,3.3124698305e+10,3.3124698305e+10,5.7250121341e+09,5.7250121341e+09
2020-03-22 14:35:00,4.5540574974e+10,4.5540574974e+10,6.8346908483e+09,6.8346908483e+09
2020-03-22 14:40:00,5.1878574528e+10,5.1878574528e+10,6.4096190471e+09,6.4096190471e+09
2020-03-22 14:45:00,3.3122304209e+10,3.3122304209e+10,5.5675980878e+09,5.5675980878e+09
2020-03-22 14:50:00,3.0342792046e+10,3.0342792046e+10,6.2447139644e+09,6.2447139644e+09
2020-03-22 14:55:00,3.2818873870e+10,3.2818873870e+10,5.9858658477e+09,5.9858658477e+09
2020-03-22 15:00:00,2.7387658230e+10,2.7387658230e+10,1.0777727355e+10,1.0777727355e+10
2020-03-22 15:05:00,2.8707826335e+10,2.8707826335e+10,1.4400802441e+10,1.4400802441e+10
2020-03-22 15:10:00,2.7416017811e+10,2.7416017811e+10,2.4189734792e+10,2.4189734792e+10
2020-03-22 15:15:00,2.8239768152e+10,2.8239768152e+10,2.3602662425e+10,2.3602662425e+10
2020-03-22 15:20:00,3.1325756629e+10,3.1325756629e+10,2.3093524778e+10,2.3093524778e+10
2020-03-22 15:25:00,3.3876515609e+10,3.3876515609e+10,2.7078201170e+10,2.7078201170e+10
2020-03-22 15:30:00,2.7536043121e+10,2.7536043121e+10,1.6374450528e+10,1.6374450528e+10
2020-03-22 15:35:00,2.7952432699e+10,2.7952432699e+10,8.5699637173e+09,8.5699637173e+09
2020-03-22 15:40:00,2.3766375957e+10,2.3766375957e+10,7.9825349963e+09,7.9825349963e+09
2020-03-22 15:45:00,2.7624051010e+10,2.7624051010e+10,8.3060922147e+09,8.3060922147e+09
2020-03-22 15:50:00,2.8437343040e+10,2.8437343040e+10,8.3218275795e+09,8.3218275795e+09
2020-03-22 15:55:00,2.9934169585e+10,2.9934169585e+10,1.0559803271e+10,1.0559803271e+10
2020-03-22 16:00:00,2.9581079739e+10,2.9581079739e+10,1.0685696833e+10,1.0685696833e+10
2020-03-22 16:05:00,3.1238232180e+10,3.1238232180e+10,1.0303854468e+10,1.0303854468e+10
2020-03-22 16:10:00,2.7763994738e+10,2.7763994738e+10,1.7218181028e+10,1.7218181028e+10
2020-03-22 16:15:00,2.5552785118e+10,2.5552785118e+10,1.4462762971e+10,1.4462762971e+10
2020-03-22 16:20:00,2.4425387154e+10,2.4425387154e+10,1.2994401740e+10,1.2994401740e+10
2020-03-22 16:25:00,2.4465147271e+10,2.4465147271e+10,1.4237916984e+10,1.4237916984e+10
2020-03-22 16:30:00,2.4323453408e+10,2.4323453408e+10,1.2941004436e+10,1.2941004436e+10
2020-03-22 16:35:00,3.0318512582e+10,3.0318512582e+10,9.0377130376e+09,9.0377130376e+09
2020-03-22 16:40:00,4.1678504303e+10,4.1678504303e+10,1.0132335013e+10,1.0132335013e+10
2020-03-22 16:45:00,4.5265174588e+10,4.5265174588e+10,2.9212861074e+10,2.9212861074e+10
2020-03-22 16:50:00,4.6918741856e+10,4.6918741856e+10,1.7335644112e+10,1.7335644112e+10
2020-03-22 16:55:00,4.3386981811e+10,4.3386981811e+10,1.9835616523e+10,1.9835616523e+10
2020-03-22 17:00:00,4.1435687564e+10,4.1435687564e+10,1.0347770499e+10,1.0347770499e+10
2020-03-22 17:05:00,4.2067565291e+10,4.2067565291e+10,1.0064540194e+10,1.0064540194e+10
2020-03-22 17:10:00,3.8049267030e+10,3.8049267030e+10,3.3146254515e+10,3.3146254515e+10
2020-03-22 17:15:00,3.4364515153e+10,3.4364515153e+10,2.9773134174e+10,2.9773134174e+10
2020-03-22 17:20:00,3.3826548577e+10,3.3826548577e+10,1.1292388754e+10,1.1292388754e+10
2020-03-22 17:25:00,3.3100976088e+10,3.3100976088e+10,6.7364243006e+09,6.7364243006e+09
2020-03-22 17:30:00,3.0212582610e+10,3.0212582610e+10,6.1909683581e+09,6.1909683581e+09
2020-03-22 17:35:00,3.0848961169e+10,3.0848961169e+10,5.4879384692e+09,5.4879384692e+09
2020-03-22 17:40:00,2.6324117268e+10,2.6324117268e+10,1.2695717558e+10,1.2695717558e+10
2020-03-22 17:45:00,3.1130531652e+10,3.1130531652e+10,2.6663319604e+10,2.6663319604e+10
2020-03-22 17:50:00,2.9751927854e+10,2.9751927854e+10,2.9463381055e+10,2.9463381055e+10
2020-03-22 17:55:00,3.2192344544e+10,3.2192344544e+10,2.6112499324e+10,2.6112499324e+10
2020-03-22 18:00:00,3.1133990899e+10,3.1133990899e+10,1.8176729992e+10,1.8176729992e+10
2020-03-22 18:05:00,3.2520317285e+10,3.2520317285e+10,1.1692192929e+10,1.1692192929e+10
2020-03-22 18:10:00,2.3324685643e+10,2.3324685643e+10,8.6050689259e+09,8.6050689259e+09
2020-03-22 18:15:00,2.3298987586e+10,2.3298987586e+10,5.4566214970e+09,5.4566214970e+09
2020-03-22 18:20:00,2.2756713326e+10,2.2756713326e+10,7.7559261328e+09,7.7559261328e+09
2020-03-22 18:25:00,2.1332156094e+10,2.1332156094e+10,1.2582069092e+10,1.2582069092e+10
2020-03-22 18:30:00,2.2505718298e+10,2.2505718298e+10,1.2409566307e+10,1.2409566307e+10
2020-03-22 18:35:00,2.7208534470e+10,2.7208534470e+10,7.7878226005e+09,7.7878226005e+09
2020-03-22 18:40:00,2.0893920117e+10,2.0893920117e+10,8.2890754422e+09,8.2890754422e+09
2020-03-22 18:45:00,3.7356479557e+10,3.7356479557e+10,8.9781028012e+09,8.9781028012e+09
2020-03-22 18:50:00,4.3771164753e+10,4.3771164753e+10,1.8056645745e+10,1.8056645745e+10
2020-03-22 18:55:00,3.3648050838e+10,3.3648050838e+10,1.5480187903e+10,1.5480187903e+10
2020-03-22 19:00:00,2.9258310781e+10,2.9258310781e+10,1.5925615860e+10,1.5925615860e+10
2020-03-22 19:05:00,3.0082951716e+10,3.0082951716e+10,1.1223285841e+10,1.1223285841e+10
2020-03-22 19:10:00,2.6266930149e+10,2.6266930149e+10,1.2258973046e+10,1.2258973046e+10
2020-03-22 19:15:00,3.8533429805e+10,3.8533429805e+10,1.0947511037e+10,1.0947511037e+10
2020-03-22 19:20:00,4.4526128488e+10,4.4526128488e+10,2.2624217685e+10,2.2624217685e+10
2020-03-22 19:25:00,3.7874962123e+10,3.7874962123e+10,1.4479627997e+10,1.4479627997e+10
