DATE,NLDE,NLDE_peak,DENL,DENL_peak
2020-03-15 20:00:00,2.7373783061e+10,2.7373783061e+10,3.6742808540e+10,3.6742808540e+10
2020-03-15 20:05:00,3.1591561551e+10,3.1591561551e+10,4.0219203244e+10,4.0219203244e+10
2020-03-15 20:10:00,2.7067409313e+10,2.7067409313e+10,5.6715740443e+10,5.6715740443e+10
2020-03-15 20:15:00,4.2739427526e+10,4.2739427526e+10,7.3900730129e+10,7.3900730129e+10
2020-03-15 20:20:00,3.0297397332e+10,3.0297397332e+10,8.4163878063e+10,8.4163878063e+10
2020-03-15 20:25:00,2.7073849309e+10,2.7073849309e+10,7.3769406613e+10,7.3769406613e+10
2020-03-15 20:30:00,3.2094520602e+10,3.2094520602e+10,5.3887861334e+10,5.3887861334e+10
2020-03-15 20:35:00,4.4596751654e+10,4.4596751654e+10,7.3351943886e+10,7.3351943886e+10
2020-03-15 20:40:00,4.2451542009e+10,4.2451542009e+10,4.8693933649e+10,4.8693933649e+10
2020-03-15 20:45:00,5.2463980000e+10,5.2463980000e+10,5.5510238036e+10,5.5510238036e+10
2020-03-15 20:50:00,5.5767552527e+10,5.5767552527e+10,5.7417727661e+10,5.7417727661e+10
2020-03-15 20:55:00,4.7856693316e+10,4.7856693316e+10,6.5094569655e+10,6.5094569655e+10
2020-03-15 21:00:00,2.6681347848e+10,2.6681347848e+10,5.2584997897e+10,5.2584997897e+10
2020-03-15 21:05:00,2.5489587947e+10,2.5489587947e+10,6.0776510757e+10,6.0776510757e+10
2020-03-15 21:10:00,2.8963206447e+10,2.8963206447e+10,5.6267542783e+10,5.6267542783e+10
2020-03-15 21:15:00,2.4413159662e+10,2.4413159662e+10,4.8362202665e+10,4.8362202665e+10
2020-03-15 21:20:00,2.3050946026e+10,2.3050946026e+10,5.2436520193e+10,5.2436520193e+10
2020-03-15 21:25:00,2.2843014749e+10,2.2843014749e+10,4.7430149027e+10,4.7430149027e+10
2020-03-15 21:30:00,2.7790378105e+10,2.7790378105e+10,4.1094203349e+10,4.1094203349e+10
2020-03-15 21:35:00,2.6032196627e+10,2.6032196627e+10,5.0587155568e+10,5.0587155568e+10
2020-03-15 21:40:00,2.6463028234e+10,2.6463028234e+10,5.7269844755e+10,5.7269844755e+10
2020-03-15 21:45:00,4.3340139361e+10,4.3340139361e+10,7.7243601789e+10,7.7243601789e+10
2020-03-15 21:50:00,4.5066460269e+10,4.5066460269e+10,6.3071382085e+10,6.3071382085e+10
2020-03-15 21:55:00,4.7384085793e+10,4.7384085793e+10,5.5596984827e+10,5.5596984827e+10
2020-03-15 22:00:00,4.3413508138e+10,4.3413508138e+10,4.7627673171e+10,4.7627673171e+10
2020-03-15 22:05:00,3.5209561301e+10,3.5209561301e+10,4.7924101449e+10,4.7924101449e+10
2020-03-15 22:10:00,2.9845994095e+10,2.9845994095e+10,4.1886191426e+10,4.1886191426e+10
2020-03-15 22:15:00,3.4915522211e+10,3.4915522211e+10,6.8879427560e+10,6.8879427560e+10
2020-03-15 22:20:00,3.7770770803e+10,3.7770770803e+10,6.9332009158e+10,6.9332009158e+10
2020-03-15 22:25:00,3.0756041165e+10,3.0756041165e+10,6.7098288646e+10,6.7098288646e+10
2020-03-15 22:30:00,3.3690714921e+10,3.3690714921e+10,6.8465493868e+10,6.8465493868e+10
2020-03-15 22:35:00,3.1213439810e+10,3.1213439810e+10,6.3912071166e+10,6.3912071166e+10
2020-03-15 22:40:00,3.2788703847e+10,3.2788703847e+10,5.3840827162e+10,5.3840827162e+10
2020-03-15 22:45:00,3.9434922836e+10,3.9434922836e+10,5.8393883850e+10,5.8393883850e+10
2020-03-15 22:50:00,5.8298747989e+10,5.8298747989e+10,5.7579368576e+10,5.7579368576e+10
2020-03-15 22:55:00,5.3800937587e+10,5.3800937587e+10,5.2413136223e+10,5.2413136223e+10
2020-03-15 23:00:00,4.1656274323e+10,4.1656274323e+10,6.0333357897e+10,6.0333357897e+10
2020-03-15 23:05:00,4.0900741705e+10,4.0900741705e+10,5.0780394556e+10,5.0780394556e+10
2020-03-15 23:10:00,4.2570907623e+10,4.2570907623e+10,5.2292411695e+10,5.2292411695e+10
2020-03-15 23:15:00,3.9828415202e+10,3.9828415202e+10,4.3150127298e+10,4.3150127298e+10
2020-03-15 23:20:00,3.4955185831e+10,3.4955185831e+10,4.3942982439e+10,4.3942982439e+10
2020-03-15 23:25:00,3.3555745057e+10,3.3555745057e+10,5.1206102439e+10,5.1206102439e+10
2020-03-15 23:30:00,3.2748028872e+10,3.2748028872e+10,5.0128667572e+10,5.0128667572e+10
2020-03-15 23:35:00,2.8177694356e+10,2.8177694356e+10,4.5431432913e+10,4.5431432913e+10
2020-03-15 23:40:00,2.8459844666e+10,2.8459844666e+10,4.8737294886e+10,4.8737294886e+10
2020-03-15 23:45:00,2.9990649160e+10,2.9990649160e+10,4.6192674709e+10,4.6192674709e+10
2020-03-15 23:50:00,3.6298454652e+10,3.6298454652e+10,5.4897171832e+10,5.4897171832e+10
2020-03-15 23:55:00,2.8910736952e+10,2.8910736952e+10,4.3278443482e+10,4.3278443482e+10
2020-03-16 00:00:00,2.6771629884e+10,2.6771629884e+10,4.2868445488e+10,4.2868445488e+10
