DATE,SKHU,SKHU_peak,HUSK,HUSK_peak
2020-03-23 17:40:00,1.8224196043e+07,1.8224196043e+07,3.7031187358e+08,3.7031187358e+08
2020-03-23 17:45:00,2.1665410462e+07,2.1665410462e+07,3.7008483594e+08,3.7008483594e+08
2020-03-23 17:50:00,1.2867872089e+07,1.2867872089e+07,3.5864671544e+08,3.5864671544e+08
2020-03-23 17:55:00,1.5597149518e+07,1.5597149518e+07,3.1825109707e+08,3.1825109707e+08
2020-03-23 18:00:00,1.6218250158e+08,1.6218250158e+08,3.4225302542e+08,3.4225302542e+08
2020-03-23 18:05:00,2.3036771503e+07,2.3036771503e+07,3.4739077294e+08,3.4739077294e+08
2020-03-23 18:10:00,1.7767050916e+08,1.7767050916e+08,5.2720930320e+08,5.2720930320e+08
2020-03-23 18:15:00,2.7261490671e+07,2.7261490671e+07,4.6543975320e+08,4.6543975320e+08
2020-03-23 18:20:00,3.0613082411e+07,3.0613082411e+07,4.1938066071e+08,4.1938066071e+08
2020-03-23 18:25:00,2.7306769140e+07,2.7306769140e+07,4.2076846204e+08,4.2076846204e+08
2020-03-23 18:30:00,1.7991776448e+07,1.7991776448e+07,3.7869008102e+08,3.7869008102e+08
2020-03-23 18:35:00,1.5182345587e+07,1.5182345587e+07,3.7133462941e+08,3.7133462941e+08
2020-03-23 18:40:00,1.6844422480e+08,1.6844422480e+08,3.0812379935e+08,3.0812379935e+08
2020-03-23 18:45:00,3.0679277222e+08,3.0679277222e+08,3.3365963554e+08,3.3365963554e+08
2020-03-23 18:50:00,1.0768512191e+07,1.0768512191e+07,3.1721888958e+08,3.1721888958e+08
2020-03-23 18:55:00,3.5088299533e+08,3.5088299533e+08,3.3784130552e+08,3.3784130552e+08
2020-03-23 19:00:00,2.4053263987e+08,2.4053263987e+08,3.3452729118e+08,3.3452729118e+08
2020-03-23 19:05:00,1.8005888438e+07,1.8005888438e+07,2.6968008660e+08,2.6968008660e+08
2020-03-23 19:10:00,1.2728923693e+07,1.2728923693e+07,2.8990125423e+08,2.8990125423e+08
