DATE,IRUI,IRUI_peak,UIIR,IRUI_peak
2020-03-22 12:35:00,1.0098654986e+07,1.0098654986e+07,8.5316284784e+07,8.5316284784e+07
2020-03-22 12:40:00,1.0495051264e+07,1.0495051264e+07,7.9224896483e+07,7.9224896483e+07
2020-03-22 12:45:00,1.1441339919e+07,1.1441339919e+07,8.3214992585e+07,8.3214992585e+07
2020-03-22 12:50:00,9.1289683190e+06,9.1289683190e+06,7.3030820181e+07,7.3030820181e+07
2020-03-22 12:55:00,7.8033460787e+06,7.8033460787e+06,6.9749846999e+07,6.9749846999e+07
2020-03-22 13:00:00,1.3791500676e+07,1.3791500676e+07,7.2322333154e+07,7.2322333154e+07
2020-03-22 13:05:00,2.0260296231e+07,2.0260296231e+07,8.1522684436e+07,8.1522684436e+07
2020-03-22 13:10:00,1.8234542873e+07,1.8234542873e+07,7.6330953403e+07,7.6330953403e+07
2020-03-22 13:15:00,1.1806411326e+07,1.1806411326e+07,8.3861851815e+07,8.3861851815e+07
2020-03-22 13:20:00,1.1317057264e+07,1.1317057264e+07,7.7288591198e+07,7.7288591198e+07
2020-03-22 13:25:00,1.2257150555e+07,1.2257150555e+07,8.0430049461e+07,8.0430049461e+07
2020-03-22 13:30:00,1.6077910473e+07,1.6077910473e+07,8.4383337016e+07,8.4383337016e+07
2020-03-22 13:35:00,1.3148432415e+07,1.3148432415e+07,7.3092685613e+07,7.3092685613e+07
2020-03-22 13:40:00,8.9284228922e+06,8.9284228922e+06,8.9141378380e+07,8.9141378380e+07
2020-03-22 13:45:00,1.0753851127e+07,1.0753851127e+07,7.9416978360e+07,7.9416978360e+07
2020-03-22 13:50:00,1.1055238523e+07,1.1055238523e+07,7.7146421710e+07,7.7146421710e+07
2020-03-22 13:55:00,4.1543717427e+07,4.1543717427e+07,8.7327204218e+07,8.7327204218e+07
2020-03-22 14:00:00,1.2189050135e+07,1.2189050135e+07,8.3937760853e+07,8.3937760853e+07
2020-03-22 14:05:00,9.6526333916e+06,9.6526333916e+06,8.7547554278e+07,8.7547554278e+07
2020-03-22 14:10:00,1.0391362138e+07,1.0391362138e+07,9.0380956702e+07,9.0380956702e+07
2020-03-22 14:15:00,3.8817541415e+07,3.8817541415e+07,7.1672092123e+07,7.1672092123e+07
2020-03-22 14:20:00,1.2328757447e+07,1.2328757447e+07,6.7838251515e+07,6.7838251515e+07
2020-03-22 14:25:00,1.1562153243e+07,1.1562153243e+07,7.4768634959e+07,7.4768634959e+07
2020-03-22 14:30:00,1.1173595005e+07,1.1173595005e+07,7.4914433351e+07,7.4914433351e+07
2020-03-22 14:35:00,1.0589197917e+07,1.0589197917e+07,7.3646143381e+07,7.3646143381e+07
2020-03-22 14:40:00,1.0008227989e+07,1.0008227989e+07,6.8026764074e+07,6.8026764074e+07
2020-03-22 14:45:00,1.0325169116e+07,1.0325169116e+07,6.9041927416e+07,6.9041927416e+07
2020-03-22 14:50:00,1.0962459330e+07,1.0962459330e+07,8.7797047569e+07,8.7797047569e+07
2020-03-22 14:55:00,1.1386897767e+07,1.1386897767e+07,7.0778267957e+07,7.0778267957e+07
2020-03-22 15:00:00,1.1524654545e+07,1.1524654545e+07,8.5408418170e+07,8.5408418170e+07
2020-03-22 15:05:00,3.2849397210e+07,3.2849397210e+07,7.4588527497e+07,7.4588527497e+07
2020-03-22 15:10:00,1.4821712954e+07,1.4821712954e+07,6.0864992266e+07,6.0864992266e+07
2020-03-22 15:15:00,1.5179606942e+07,1.5179606942e+07,6.8227839066e+07,6.8227839066e+07
2020-03-22 15:20:00,1.3077611446e+07,1.3077611446e+07,7.1689269866e+07,7.1689269866e+07
2020-03-22 15:25:00,4.3909525440e+07,4.3909525440e+07,7.7329944336e+07,7.7329944336e+07
2020-03-22 15:30:00,1.2804334793e+07,1.2804334793e+07,8.2536399356e+07,8.2536399356e+07
2020-03-22 15:35:00,9.0342673759e+07,9.0342673759e+07,7.1042917039e+07,7.1042917039e+07
2020-03-22 15:40:00,1.5294179170e+07,1.5294179170e+07,7.6440107319e+07,7.6440107319e+07
