DATE,PTPR,PTPR_peak,PRPT,PRPT_peak
2020-03-15 19:50:00,2.4379906024e+08,2.4379906024e+08,8.6606863941e+08,8.6606863941e+08
2020-03-15 19:55:00,1.9572073296e+08,1.9572073296e+08,8.2339482196e+08,8.2339482196e+08
2020-03-15 20:00:00,1.8542997447e+08,1.8542997447e+08,8.9198163048e+08,8.9198163048e+08
2020-03-15 20:05:00,1.9535187295e+08,1.9535187295e+08,1.9605699937e+09,1.9605699937e+09
2020-03-15 20:10:00,1.9548607815e+08,1.9548607815e+08,2.4805222813e+09,2.4805222813e+09
2020-03-15 20:15:00,1.8358676872e+08,1.8358676872e+08,9.1222271974e+08,9.1222271974e+08
2020-03-15 20:20:00,1.6318152846e+08,1.6318152846e+08,1.0517596992e+09,1.0517596992e+09
2020-03-15 20:25:00,1.6125665863e+08,1.6125665863e+08,6.8623644394e+08,6.8623644394e+08
2020-03-15 20:30:00,2.0130434530e+08,2.0130434530e+08,6.5552117946e+08,6.5552117946e+08
2020-03-15 20:35:00,2.0599244544e+08,2.0599244544e+08,8.7553358714e+08,8.7553358714e+08
2020-03-15 20:40:00,1.8899337933e+08,1.8899337933e+08,2.6340923799e+09,2.6340923799e+09
2020-03-15 20:45:00,1.8992213163e+08,1.8992213163e+08,2.4283886631e+09,2.4283886631e+09
2020-03-15 20:50:00,2.1609226451e+08,2.1609226451e+08,7.2669276778e+08,7.2669276778e+08
2020-03-15 20:55:00,2.3739049569e+08,2.3739049569e+08,7.0593966229e+08,7.0593966229e+08
2020-03-15 21:00:00,3.0738121759e+08,3.0738121759e+08,1.8557464789e+09,1.8557464789e+09
2020-03-15 21:05:00,2.2768374316e+08,2.2768374316e+08,3.9213719437e+09,3.9213719437e+09
2020-03-15 21:10:00,2.0149781356e+08,2.0149781356e+08,3.7554567619e+09,3.7554567619e+09
2020-03-15 21:15:00,2.3819438730e+08,2.3819438730e+08,8.0888064718e+08,8.0888064718e+08
2020-03-15 21:20:00,3.1153903820e+08,3.1153903820e+08,9.6760616572e+08,9.6760616572e+08
2020-03-15 21:25:00,2.4591715004e+08,2.4591715004e+08,7.2304404241e+08,7.2304404241e+08
2020-03-15 21:30:00,2.9472869676e+08,2.9472869676e+08,6.5679408235e+08,6.5679408235e+08
2020-03-15 21:35:00,3.0503611244e+08,3.0503611244e+08,9.3743612596e+08,9.3743612596e+08
2020-03-15 21:40:00,2.4192810604e+08,2.4192810604e+08,9.4281268559e+08,9.4281268559e+08
2020-03-15 21:45:00,2.5123330231e+08,2.5123330231e+08,8.8894382118e+08,8.8894382118e+08
2020-03-15 21:50:00,3.4636962298e+08,3.4636962298e+08,7.4274196393e+08,7.4274196393e+08
2020-03-15 21:55:00,2.0171570721e+08,2.0171570721e+08,1.4056357771e+09,1.4056357771e+09
2020-03-15 22:00:00,2.9495310493e+08,2.9495310493e+08,7.0969264128e+08,7.0969264128e+08
2020-03-15 22:05:00,3.0511441031e+08,3.0511441031e+08,1.2521426353e+09,1.2521426353e+09
2020-03-15 22:10:00,2.8645881158e+08,2.8645881158e+08,1.2875461788e+09,1.2875461788e+09
2020-03-15 22:15:00,3.7899184806e+08,3.7899184806e+08,8.2925416999e+08,8.2925416999e+08
2020-03-15 22:20:00,5.4180749209e+08,5.4180749209e+08,1.0901533123e+09,1.0901533123e+09
2020-03-15 22:25:00,3.3967879025e+08,3.3967879025e+08,3.0783341431e+09,3.0783341431e+09
2020-03-15 22:30:00,5.4229226856e+08,5.4229226856e+08,1.8540251244e+09,1.8540251244e+09
2020-03-15 22:35:00,5.9070068418e+08,5.9070068418e+08,1.0530861124e+09,1.0530861124e+09
2020-03-15 22:40:00,5.3330121949e+08,5.3330121949e+08,7.7928486492e+08,7.7928486492e+08
2020-03-15 22:45:00,4.7053889415e+08,4.7053889415e+08,9.3510182288e+08,9.3510182288e+08
2020-03-15 22:50:00,5.5745288939e+08,5.5745288939e+08,8.2832936912e+08,8.2832936912e+08
2020-03-15 22:55:00,9.7743569099e+08,9.7743569099e+08,8.3813707623e+08,8.3813707623e+08
2020-03-15 23:00:00,1.4367125551e+09,1.4367125551e+09,8.9070334200e+08,8.9070334200e+08
2020-03-15 23:05:00,1.6016774201e+09,1.6016774201e+09,9.0049559299e+08,9.0049559299e+08
2020-03-15 23:10:00,1.5908029548e+09,1.5908029548e+09,1.4834004301e+09,1.4834004301e+09
2020-03-15 23:15:00,1.3756428645e+09,1.3756428645e+09,4.5468837498e+09,4.5468837498e+09
2020-03-15 23:20:00,1.4398247663e+09,1.4398247663e+09,4.4052524028e+09,4.4052524028e+09
2020-03-15 23:25:00,1.5039786174e+09,1.5039786174e+09,3.8033569518e+09,3.8033569518e+09
2020-03-15 23:30:00,1.7754634430e+09,1.7754634430e+09,1.8322826104e+09,1.8322826104e+09
2020-03-15 23:35:00,2.1147320715e+09,2.1147320715e+09,1.5290526667e+09,1.5290526667e+09
2020-03-15 23:40:00,2.4281176848e+09,2.4281176848e+09,8.6433976165e+08,8.6433976165e+08
2020-03-15 23:45:00,2.0463921677e+09,2.0463921677e+09,1.0121431726e+09,1.0121431726e+09
2020-03-15 23:50:00,1.8897931775e+09,1.8897931775e+09,7.4785253427e+08,7.4785253427e+08
2020-03-15 23:55:00,2.1576013754e+09,2.1576013754e+09,7.6765413313e+08,7.6765413313e+08
2020-03-16 00:00:00,2.0886497194e+09,2.0886497194e+09,8.2347826814e+08,8.2347826814e+08
