DATE,LTLN,LTLN_peak,LNLT,LNLT_peak
2020-03-15 10:40:00,7.9821887316e+05,7.9821887316e+05,5.7077590780e+06,5.7077590780e+06
2020-03-15 10:45:00,7.9594931346e+05,7.9594931346e+05,6.0444233034e+06,6.0444233034e+06
2020-03-15 10:50:00,8.0883839511e+05,8.0883839511e+05,6.3187271103e+06,6.3187271103e+06
2020-03-15 10:55:00,8.3111875988e+05,8.3111875988e+05,7.7420858681e+06,7.7420858681e+06
2020-03-15 11:00:00,8.0515720951e+05,8.0515720951e+05,6.6689834585e+06,6.6689834585e+06
2020-03-15 11:05:00,9.0975449637e+05,9.0975449637e+05,9.2788995789e+06,9.2788995789e+06
2020-03-15 11:10:00,8.0964778025e+05,8.0964778025e+05,6.5020337205e+06,6.5020337205e+06
2020-03-15 11:15:00,7.9029916438e+05,7.9029916438e+05,5.1428773459e+06,5.1428773459e+06
2020-03-15 11:20:00,7.6564493346e+05,7.6564493346e+05,1.2114516488e+06,1.2114516488e+06
2020-03-15 11:25:00,7.8587454310e+05,7.8587454310e+05,2.2123441225e+06,2.2123441225e+06
2020-03-15 11:30:00,7.3915952012e+05,7.3915952012e+05,8.5508390584e+05,8.5508390584e+05
2020-03-15 11:35:00,7.5683712428e+05,7.5683712428e+05,1.0138663749e+06,1.0138663749e+06
2020-03-15 11:40:00,1.1127108130e+06,1.1127108130e+06,7.9524018301e+05,7.9524018301e+05
2020-03-15 11:45:00,7.8670993224e+05,7.8670993224e+05,8.7232952559e+05,8.7232952559e+05
2020-03-15 11:50:00,7.6309393776e+05,7.6309393776e+05,1.0849415038e+06,1.0849415038e+06
2020-03-15 11:55:00,7.8055671950e+05,7.8055671950e+05,2.0743722590e+06,2.0743722590e+06
2020-03-15 12:00:00,7.4584672942e+05,7.4584672942e+05,7.8235250187e+05,7.8235250187e+05
2020-03-15 12:05:00,8.8227557732e+05,8.8227557732e+05,3.8079391260e+06,3.8079391260e+06
2020-03-15 12:10:00,7.4484113313e+05,7.4484113313e+05,7.9174161266e+05,7.9174161266e+05
2020-03-15 12:15:00,7.7460864435e+05,7.7460864435e+05,8.8158848045e+05,8.8158848045e+05
2020-03-15 12:20:00,7.8033165102e+05,7.8033165102e+05,1.2316901798e+06,1.2316901798e+06
2020-03-15 12:25:00,7.5847211222e+05,7.5847211222e+05,1.8672193470e+06,1.8672193470e+06
2020-03-15 12:30:00,1.0759746667e+06,1.0759746667e+06,8.8212664961e+05,8.8212664961e+05
2020-03-15 12:35:00,7.5272556403e+05,7.5272556403e+05,7.7838834372e+05,7.7838834372e+05
2020-03-15 12:40:00,7.4757329973e+05,7.4757329973e+05,7.7453565297e+05,7.7453565297e+05
2020-03-15 12:45:00,7.4679648019e+05,7.4679648019e+05,7.7116756888e+05,7.7116756888e+05
2020-03-15 12:50:00,7.7978153164e+05,7.7978153164e+05,9.5793451272e+05,9.5793451272e+05
2020-03-15 12:55:00,7.7244089307e+05,7.7244089307e+05,2.1979582415e+06,2.1979582415e+06
2020-03-15 13:00:00,7.4699280589e+05,7.4699280589e+05,8.6474301113e+05,8.6474301113e+05
2020-03-15 13:05:00,8.7189107814e+05,8.7189107814e+05,3.7815938698e+06,3.7815938698e+06
2020-03-15 13:10:00,8.4614450975e+05,8.4614450975e+05,1.1005371889e+07,1.1005371889e+07
2020-03-15 13:15:00,8.5384658121e+05,8.5384658121e+05,1.1334102959e+07,1.1334102959e+07
2020-03-15 13:20:00,8.4317235498e+05,8.4317235498e+05,1.1692757821e+07,1.1692757821e+07
2020-03-15 13:25:00,9.0280164266e+05,9.0280164266e+05,1.2854166492e+07,1.2854166492e+07
2020-03-15 13:30:00,8.5711593842e+05,8.5711593842e+05,1.0973147212e+07,1.0973147212e+07
2020-03-15 13:35:00,8.4456588249e+05,8.4456588249e+05,1.1529708553e+07,1.1529708553e+07
2020-03-15 13:40:00,8.5464437864e+05,8.5464437864e+05,1.2072884120e+07,1.2072884120e+07
2020-03-15 13:45:00,7.6474146578e+05,7.6474146578e+05,1.7321905954e+06,1.7321905954e+06
2020-03-15 13:50:00,7.4663584089e+05,7.4663584089e+05,1.0847315744e+06,1.0847315744e+06
2020-03-15 13:55:00,7.7619984815e+05,7.7619984815e+05,1.9918200022e+06,1.9918200022e+06
2020-03-15 14:00:00,7.5910597558e+05,7.5910597558e+05,9.6269568132e+05,9.6269568132e+05
2020-03-15 14:05:00,8.8594327520e+05,8.8594327520e+05,3.7885790745e+06,3.7885790745e+06
2020-03-15 14:10:00,7.8283641304e+05,7.8283641304e+05,1.4509619892e+06,1.4509619892e+06
2020-03-15 14:15:00,8.0816960458e+05,8.0816960458e+05,1.8557176043e+06,1.8557176043e+06
2020-03-15 14:20:00,8.1004670630e+05,8.1004670630e+05,1.7855264419e+06,1.7855264419e+06
2020-03-15 14:25:00,7.9153043093e+05,7.9153043093e+05,2.3793328306e+06,2.3793328306e+06
2020-03-15 14:30:00,7.6635169689e+05,7.6635169689e+05,9.6819130364e+05,9.6819130364e+05
2020-03-15 14:35:00,7.5541015082e+05,7.5541015082e+05,7.8644201869e+05,7.8644201869e+05
2020-03-15 14:40:00,7.4664515229e+05,7.4664515229e+05,7.7195483158e+05,7.7195483158e+05
2020-03-15 14:45:00,7.8771034006e+05,7.8771034006e+05,8.2815772423e+05,8.2815772423e+05
2020-03-15 14:50:00,7.6223610060e+05,7.6223610060e+05,1.0189853156e+06,1.0189853156e+06
2020-03-15 14:55:00,7.6424910921e+05,7.6424910921e+05,2.2036682057e+06,2.2036682057e+06
2020-03-15 15:00:00,7.3536437252e+05,7.3536437252e+05,8.7790781437e+05,8.7790781437e+05
2020-03-15 15:05:00,8.7828248934e+05,8.7828248934e+05,3.8722693572e+06,3.8722693572e+06
2020-03-15 15:10:00,7.5353254311e+05,7.5353254311e+05,7.9954268267e+05,7.9954268267e+05
2020-03-15 15:15:00,7.4978450560e+05,7.4978450560e+05,7.8202132160e+05,7.8202132160e+05
2020-03-15 15:20:00,7.5150162914e+05,7.5150162914e+05,1.0351172212e+06,1.0351172212e+06
2020-03-15 15:25:00,7.8977568544e+05,7.8977568544e+05,2.2268641980e+06,2.2268641980e+06
2020-03-15 15:30:00,7.5273500320e+05,7.5273500320e+05,7.8969081796e+05,7.8969081796e+05
2020-03-15 15:35:00,7.5485391093e+05,7.5485391093e+05,8.7088084800e+05,8.7088084800e+05
2020-03-15 15:40:00,7.4565502978e+05,7.4565502978e+05,7.8257107659e+05,7.8257107659e+05
2020-03-15 15:45:00,7.5851590542e+05,7.5851590542e+05,8.6680023496e+05,8.6680023496e+05
2020-03-15 15:50:00,7.7367735929e+05,7.7367735929e+05,1.0984615931e+06,1.0984615931e+06
2020-03-15 15:55:00,7.8983216387e+05,7.8983216387e+05,2.0580593066e+06,2.0580593066e+06
2020-03-15 16:00:00,7.7466157809e+05,7.7466157809e+05,1.4907422460e+06,1.4907422460e+06
2020-03-15 16:05:00,5.3110678486e+06,5.3110678486e+06,6.6308896565e+06,6.6308896565e+06
2020-03-15 16:10:00,7.0307229700e+06,7.0307229700e+06,3.5886221227e+06,3.5886221227e+06
2020-03-15 16:15:00,7.0928438299e+06,7.0928438299e+06,3.3312986622e+06,3.3312986622e+06
2020-03-15 16:20:00,7.0187788565e+06,7.0187788565e+06,3.8730961495e+06,3.8730961495e+06
2020-03-15 16:25:00,7.0708290252e+06,7.0708290252e+06,4.8106633584e+06,4.8106633584e+06
2020-03-15 16:30:00,6.3925456974e+06,6.3925456974e+06,3.3307684604e+06,3.3307684604e+06
2020-03-15 16:35:00,6.5148593618e+06,6.5148593618e+06,3.5057046437e+06,3.5057046437e+06
2020-03-15 16:40:00,7.4063936077e+06,7.4063936077e+06,3.7755055711e+06,3.7755055711e+06
2020-03-15 16:45:00,7.2473393332e+06,7.2473393332e+06,3.6377316106e+06,3.6377316106e+06
2020-03-15 16:50:00,7.2464306597e+06,7.2464306597e+06,3.5914053760e+06,3.5914053760e+06
2020-03-15 16:55:00,8.0460886479e+06,8.0460886479e+06,5.2068171986e+06,5.2068171986e+06
2020-03-15 17:00:00,8.3603406280e+06,8.3603406280e+06,4.1673156515e+06,4.1673156515e+06
2020-03-15 17:05:00,1.1265825493e+06,1.1265825493e+06,7.0848636665e+06,7.0848636665e+06
2020-03-15 17:10:00,7.9403240258e+05,7.9403240258e+05,4.2867726508e+06,4.2867726508e+06
2020-03-15 17:15:00,8.5089458898e+05,8.5089458898e+05,4.3378646929e+06,4.3378646929e+06
2020-03-15 17:20:00,7.7981911608e+05,7.7981911608e+05,3.9716618945e+06,3.9716618945e+06
2020-03-15 17:25:00,8.0578926684e+05,8.0578926684e+05,4.9397570133e+06,4.9397570133e+06
2020-03-15 17:30:00,8.0231095708e+05,8.0231095708e+05,4.3073433279e+06,4.3073433279e+06
