DATE,CHFR,CHFR_peak,FRCH,CHFR_peak
2020-03-24 17:10:00,3.7750105915e+10,3.7750105915e+10,3.1021932440e+10,3.1021932440e+10
2020-03-24 17:15:00,3.0863559945e+10,3.0863559945e+10,3.7912215997e+10,3.7912215997e+10
2020-03-24 17:20:00,3.4639694293e+10,3.4639694293e+10,3.9542526955e+10,3.9542526955e+10
2020-03-24 17:25:00,3.0431988134e+10,3.0431988134e+10,3.5283574133e+10,3.5283574133e+10
2020-03-24 17:30:00,2.4214889638e+10,2.4214889638e+10,3.4951074584e+10,3.4951074584e+10
2020-03-24 17:35:00,3.1374021219e+10,3.1374021219e+10,3.5338097418e+10,3.5338097418e+10
2020-03-24 17:40:00,2.8066477154e+10,2.8066477154e+10,4.0440982682e+10,4.0440982682e+10
2020-03-24 17:45:00,2.9636211386e+10,2.9636211386e+10,4.1417344110e+10,4.1417344110e+10
2020-03-24 17:50:00,3.6528264270e+10,3.6528264270e+10,7.0673015244e+10,7.0673015244e+10
2020-03-24 17:55:00,3.4755308562e+10,3.4755308562e+10,1.0483054109e+11,1.0483054109e+11
2020-03-24 18:00:00,3.1955425308e+10,3.1955425308e+10,6.1117892822e+10,6.1117892822e+10
2020-03-24 18:05:00,3.2047409275e+10,3.2047409275e+10,3.8644018741e+10,3.8644018741e+10
2020-03-24 18:10:00,3.2463363818e+10,3.2463363818e+10,3.6235749190e+10,3.6235749190e+10
2020-03-24 18:15:00,3.7142654658e+10,3.7142654658e+10,3.0493323265e+10,3.0493323265e+10
2020-03-24 18:20:00,3.8514044090e+10,3.8514044090e+10,2.8509089455e+10,2.8509089455e+10
2020-03-24 18:25:00,3.1227012239e+10,3.1227012239e+10,2.7623119334e+10,2.7623119334e+10
2020-03-24 18:30:00,2.6032029860e+10,2.6032029860e+10,3.6823840266e+10,3.6823840266e+10
2020-03-24 18:35:00,3.2197739487e+10,3.2197739487e+10,5.1940629486e+10,5.1940629486e+10
2020-03-24 18:40:00,2.8469251390e+10,2.8469251390e+10,1.1210735820e+11,1.1210735820e+11
2020-03-24 18:45:00,2.8481853197e+10,2.8481853197e+10,8.9486992461e+10,8.9486992461e+10
2020-03-24 18:50:00,2.1554466396e+10,2.1554466396e+10,6.9201946876e+10,6.9201946876e+10
2020-03-24 18:55:00,2.6468243563e+10,2.6468243563e+10,6.5302099100e+10,6.5302099100e+10
2020-03-24 19:00:00,2.4147559146e+10,2.4147559146e+10,6.3196773898e+10,6.3196773898e+10
2020-03-24 19:05:00,2.4000419459e+10,2.4000419459e+10,5.4566429296e+10,5.4566429296e+10
2020-03-24 19:10:00,2.4492199396e+10,2.4492199396e+10,7.4191988377e+10,7.4191988377e+10
2020-03-24 19:15:00,2.7373420367e+10,2.7373420367e+10,7.2273401498e+10,7.2273401498e+10
2020-03-24 19:20:00,2.5809223763e+10,2.5809223763e+10,5.7738121910e+10,5.7738121910e+10
2020-03-24 19:25:00,2.6127256365e+10,2.6127256365e+10,5.2182000548e+10,5.2182000548e+10
2020-03-24 19:30:00,2.4436538309e+10,2.4436538309e+10,4.1682964916e+10,4.1682964916e+10
2020-03-24 19:35:00,2.5568632366e+10,2.5568632366e+10,3.8165485368e+10,3.8165485368e+10
2020-03-24 19:40:00,2.4682510412e+10,2.4682510412e+10,4.5643157083e+10,4.5643157083e+10
2020-03-24 19:45:00,2.4854774910e+10,2.4854774910e+10,1.0212643003e+11,1.0212643003e+11
2020-03-24 19:50:00,2.6351855856e+10,2.6351855856e+10,6.8923943564e+10,6.8923943564e+10
2020-03-24 19:55:00,2.7501851641e+10,2.7501851641e+10,4.1155129168e+10,4.1155129168e+10
2020-03-24 20:00:00,3.0159358416e+10,3.0159358416e+10,3.9929959260e+10,3.9929959260e+10
2020-03-24 20:05:00,2.8974672482e+10,2.8974672482e+10,3.4435145586e+10,3.4435145586e+10
2020-03-24 20:10:00,3.0582977219e+10,3.0582977219e+10,3.3946468251e+10,3.3946468251e+10
2020-03-24 20:15:00,2.9538009367e+10,2.9538009367e+10,4.7400375634e+10,4.7400375634e+10
2020-03-24 20:20:00,2.6432634351e+10,2.6432634351e+10,4.3689301178e+10,4.3689301178e+10
