DATE,UIFR,UIFR_peak,FRUI,FRUI_peak
2020-03-15 19:50:00,2.3260555477e+10,2.3260555477e+10,4.0397241813e+10,4.0397241813e+10
2020-03-15 19:55:00,3.2814451986e+10,3.2814451986e+10,3.1547618959e+10,3.1547618959e+10
2020-03-15 20:00:00,2.4985755025e+10,2.4985755025e+10,2.3916252689e+10,2.3916252689e+10
2020-03-15 20:05:00,1.9258044783e+10,1.9258044783e+10,1.7646684527e+10,1.7646684527e+10
2020-03-15 20:10:00,2.2364260982e+10,2.2364260982e+10,2.3189257081e+10,2.3189257081e+10
2020-03-15 20:15:00,2.5589919755e+10,2.5589919755e+10,2.4920561345e+10,2.4920561345e+10
2020-03-15 20:20:00,2.1280844602e+10,2.1280844602e+10,2.8215489875e+10,2.8215489875e+10
2020-03-15 20:25:00,3.0650374120e+10,3.0650374120e+10,1.8698361549e+10,1.8698361549e+10
2020-03-15 20:30:00,2.8559961610e+10,2.8559961610e+10,2.6180897689e+10,2.6180897689e+10
2020-03-15 20:35:00,3.0592904413e+10,3.0592904413e+10,2.3890279523e+10,2.3890279523e+10
2020-03-15 20:40:00,3.1883750792e+10,3.1883750792e+10,1.8832991708e+10,1.8832991708e+10
2020-03-15 20:45:00,2.7882776961e+10,2.7882776961e+10,2.1572771106e+10,2.1572771106e+10
2020-03-15 20:50:00,2.3979187662e+10,2.3979187662e+10,2.4922744481e+10,2.4922744481e+10
2020-03-15 20:55:00,2.8172109532e+10,2.8172109532e+10,2.6972200681e+10,2.6972200681e+10
2020-03-15 21:00:00,2.6708892238e+10,2.6708892238e+10,2.5865285634e+10,2.5865285634e+10
2020-03-15 21:05:00,2.3797679088e+10,2.3797679088e+10,2.4585882971e+10,2.4585882971e+10
2020-03-15 21:10:00,3.1866334903e+10,3.1866334903e+10,2.5851173718e+10,2.5851173718e+10
2020-03-15 21:15:00,3.0757001769e+10,3.0757001769e+10,2.4002647729e+10,2.4002647729e+10
2020-03-15 21:20:00,2.8278804250e+10,2.8278804250e+10,2.4143181685e+10,2.4143181685e+10
2020-03-15 21:25:00,2.8476823330e+10,2.8476823330e+10,2.3472275515e+10,2.3472275515e+10
2020-03-15 21:30:00,3.2969457635e+10,3.2969457635e+10,2.5149006891e+10,2.5149006891e+10
2020-03-15 21:35:00,3.2234404532e+10,3.2234404532e+10,2.6621250786e+10,2.6621250786e+10
2020-03-15 21:40:00,2.4436815034e+10,2.4436815034e+10,3.6220952030e+10,3.6220952030e+10
2020-03-15 21:45:00,2.6919272308e+10,2.6919272308e+10,3.2866182430e+10,3.2866182430e+10
2020-03-15 21:50:00,2.3898645624e+10,2.3898645624e+10,2.9913475542e+10,2.9913475542e+10
2020-03-15 21:55:00,2.2451562313e+10,2.2451562313e+10,2.9922102577e+10,2.9922102577e+10
2020-03-15 22:00:00,3.0582846215e+10,3.0582846215e+10,2.6669608275e+10,2.6669608275e+10
2020-03-15 22:05:00,3.7559440515e+10,3.7559440515e+10,2.2350969631e+10,2.2350969631e+10
2020-03-15 22:10:00,3.5999893466e+10,3.5999893466e+10,2.3473900501e+10,2.3473900501e+10
2020-03-15 22:15:00,3.9403349644e+10,3.9403349644e+10,3.2639575559e+10,3.2639575559e+10
2020-03-15 22:20:00,3.2066980389e+10,3.2066980389e+10,3.1163325483e+10,3.1163325483e+10
2020-03-15 22:25:00,3.5650993364e+10,3.5650993364e+10,3.2791897376e+10,3.2791897376e+10
2020-03-15 22:30:00,3.6227342135e+10,3.6227342135e+10,3.4868180914e+10,3.4868180914e+10
2020-03-15 22:35:00,3.9485252281e+10,3.9485252281e+10,3.0148567221e+10,3.0148567221e+10
2020-03-15 22:40:00,4.8117703255e+10,4.8117703255e+10,2.8248423317e+10,2.8248423317e+10
2020-03-15 22:45:00,3.9601730725e+10,3.9601730725e+10,2.7766848837e+10,2.7766848837e+10
2020-03-15 22:50:00,3.5919095355e+10,3.5919095355e+10,2.9234204572e+10,2.9234204572e+10
2020-03-15 22:55:00,3.4638408079e+10,3.4638408079e+10,3.4465594842e+10,3.4465594842e+10
2020-03-15 23:00:00,4.3006842660e+10,4.3006842660e+10,3.8090294509e+10,3.8090294509e+10
2020-03-15 23:05:00,3.8472366507e+10,3.8472366507e+10,3.2254047463e+10,3.2254047463e+10
2020-03-15 23:10:00,3.9330563569e+10,3.9330563569e+10,3.5262608956e+10,3.5262608956e+10
2020-03-15 23:15:00,3.6135968939e+10,3.6135968939e+10,3.4698304592e+10,3.4698304592e+10
2020-03-15 23:20:00,3.8357081855e+10,3.8357081855e+10,3.4282306343e+10,3.4282306343e+10
2020-03-15 23:25:00,4.3514884585e+10,4.3514884585e+10,2.8729622986e+10,2.8729622986e+10
2020-03-15 23:30:00,3.6704615548e+10,3.6704615548e+10,2.3889925399e+10,2.3889925399e+10
2020-03-15 23:35:00,3.0714299828e+10,3.0714299828e+10,2.5338290673e+10,2.5338290673e+10
2020-03-15 23:40:00,2.4596264626e+10,2.4596264626e+10,2.4350996733e+10,2.4350996733e+10
2020-03-15 23:45:00,2.5131030655e+10,2.5131030655e+10,2.3959759255e+10,2.3959759255e+10
2020-03-15 23:50:00,2.2184608971e+10,2.2184608971e+10,3.7410323521e+10,3.7410323521e+10
2020-03-15 23:55:00,2.2830675017e+10,2.2830675017e+10,3.3704089019e+10,3.3704089019e+10
2020-03-16 00:00:00,2.2325564083e+10,2.2325564083e+10,3.1809643957e+10,3.1809643957e+10
