DATE,PTUK,PTUK_peak,UKPT,PTUK_peak
2020-03-15 10:15:00,6.3234847278e+08,6.3234847278e+08,1.5006052119e+08,1.5006052119e+08
2020-03-15 10:20:00,7.5740103817e+08,7.5740103817e+08,1.1748293859e+08,1.1748293859e+08
2020-03-15 10:25:00,1.2472423257e+09,1.2472423257e+09,1.2090731262e+08,1.2090731262e+08
2020-03-15 10:30:00,5.0555019200e+08,5.0555019200e+08,2.2400304763e+08,2.2400304763e+08
2020-03-15 10:35:00,4.2128223409e+08,4.2128223409e+08,1.9218276121e+08,1.9218276121e+08
2020-03-15 10:40:00,3.9169344427e+08,3.9169344427e+08,1.5105021942e+08,1.5105021942e+08
2020-03-15 10:45:00,3.3233040454e+08,3.3233040454e+08,2.0349857741e+08,2.0349857741e+08
2020-03-15 10:50:00,3.5340168472e+08,3.5340168472e+08,1.6588078939e+08,1.6588078939e+08
2020-03-15 10:55:00,3.8693295134e+08,3.8693295134e+08,3.0330897345e+08,3.0330897345e+08
2020-03-15 11:00:00,1.1917491096e+09,1.1917491096e+09,2.0145909324e+08,2.0145909324e+08
2020-03-15 11:05:00,1.1665396822e+09,1.1665396822e+09,2.1103616296e+08,2.1103616296e+08
2020-03-15 11:10:00,5.0140820295e+08,5.0140820295e+08,2.9775475387e+08,2.9775475387e+08
2020-03-15 11:15:00,5.7967434503e+08,5.7967434503e+08,3.3237265477e+08,3.3237265477e+08
2020-03-15 11:20:00,3.8791642213e+08,3.8791642213e+08,2.1047665925e+08,2.1047665925e+08
2020-03-15 11:25:00,3.9727705443e+08,3.9727705443e+08,1.5238493208e+08,1.5238493208e+08
2020-03-15 11:30:00,4.0833542773e+08,4.0833542773e+08,4.7278103110e+08,4.7278103110e+08
2020-03-15 11:35:00,5.8297132520e+08,5.8297132520e+08,1.5458028002e+09,1.5458028002e+09
2020-03-15 11:40:00,4.5656346628e+08,4.5656346628e+08,1.7033186146e+09,1.7033186146e+09
2020-03-15 11:45:00,4.3412893627e+08,4.3412893627e+08,7.0555089798e+08,7.0555089798e+08
2020-03-15 11:50:00,1.0678006720e+09,1.0678006720e+09,4.1483175368e+08,4.1483175368e+08
2020-03-15 11:55:00,6.2650479031e+08,6.2650479031e+08,2.5068434144e+08,2.5068434144e+08
2020-03-15 12:00:00,5.4114234931e+08,5.4114234931e+08,1.9759829730e+08,1.9759829730e+08
2020-03-15 12:05:00,3.2043238315e+09,3.2043238315e+09,1.5006502578e+08,1.5006502578e+08
2020-03-15 12:10:00,9.8113986553e+08,9.8113986553e+08,1.8392283916e+08,1.8392283916e+08
2020-03-15 12:15:00,7.4295299620e+08,7.4295299620e+08,1.2586006588e+08,1.2586006588e+08
2020-03-15 12:20:00,1.3366122782e+09,1.3366122782e+09,2.5558822299e+08,2.5558822299e+08
2020-03-15 12:25:00,6.7519119891e+08,6.7519119891e+08,3.0637569132e+08,3.0637569132e+08
2020-03-15 12:30:00,6.0758820746e+08,6.0758820746e+08,2.6592942300e+08,2.6592942300e+08
2020-03-15 12:35:00,6.8944727782e+08,6.8944727782e+08,3.0305870551e+08,3.0305870551e+08
2020-03-15 12:40:00,1.2548947837e+09,1.2548947837e+09,2.7534356681e+08,2.7534356681e+08
2020-03-15 12:45:00,4.9916432509e+08,4.9916432509e+08,1.3081126278e+09,1.3081126278e+09
2020-03-15 12:50:00,5.3526075806e+08,5.3526075806e+08,1.7849776110e+09,1.7849776110e+09
2020-03-15 12:55:00,4.9252929202e+08,4.9252929202e+08,9.4867952690e+08,9.4867952690e+08
2020-03-15 13:00:00,5.6155302082e+08,5.6155302082e+08,4.3647694905e+08,4.3647694905e+08
2020-03-15 13:05:00,6.5822284769e+08,6.5822284769e+08,3.6882036008e+08,3.6882036008e+08
2020-03-15 13:10:00,6.7376983865e+08,6.7376983865e+08,3.0524563163e+08,3.0524563163e+08
2020-03-15 13:15:00,7.4597032747e+08,7.4597032747e+08,2.4368894370e+08,2.4368894370e+08
2020-03-15 13:20:00,6.0816734086e+08,6.0816734086e+08,2.0596233509e+08,2.0596233509e+08
2020-03-15 13:25:00,5.5768908571e+08,5.5768908571e+08,2.0086199710e+08,2.0086199710e+08
2020-03-15 13:30:00,5.4338553478e+08,5.4338553478e+08,1.6457473462e+08,1.6457473462e+08
2020-03-15 13:35:00,5.3141153416e+08,5.3141153416e+08,1.8587471963e+08,1.8587471963e+08
2020-03-15 13:40:00,6.4444659074e+08,6.4444659074e+08,1.1142239354e+09,1.1142239354e+09
2020-03-15 13:45:00,3.6547849951e+09,3.6547849951e+09,1.5576397501e+09,1.5576397501e+09
2020-03-15 13:50:00,1.4558170583e+09,1.4558170583e+09,1.3224395743e+09,1.3224395743e+09
2020-03-15 13:55:00,6.0414246677e+08,6.0414246677e+08,8.7644656997e+08,8.7644656997e+08
2020-03-15 14:00:00,7.9186322210e+08,7.9186322210e+08,6.0000851960e+08,6.0000851960e+08
2020-03-15 14:05:00,6.5685820997e+08,6.5685820997e+08,4.3766520279e+08,4.3766520279e+08
2020-03-15 14:10:00,5.8347741155e+08,5.8347741155e+08,3.4635630026e+08,3.4635630026e+08
2020-03-15 14:15:00,7.0491563138e+08,7.0491563138e+08,2.9064926680e+08,2.9064926680e+08
2020-03-15 14:20:00,5.6168639143e+08,5.6168639143e+08,2.5181918519e+08,2.5181918519e+08
2020-03-15 14:25:00,1.1786942977e+09,1.1786942977e+09,2.8495199135e+08,2.8495199135e+08
2020-03-15 14:30:00,5.1696419041e+08,5.1696419041e+08,2.3983927829e+08,2.3983927829e+08
2020-03-15 14:35:00,5.0711745808e+08,5.0711745808e+08,2.5998291758e+08,2.5998291758e+08
2020-03-15 14:40:00,8.2620228094e+08,8.2620228094e+08,2.2273561440e+08,2.2273561440e+08
2020-03-15 14:45:00,1.5216406893e+09,1.5216406893e+09,2.2211628133e+08,2.2211628133e+08
2020-03-15 14:50:00,1.3461098228e+09,1.3461098228e+09,2.2220129945e+08,2.2220129945e+08
2020-03-15 14:55:00,2.1491509391e+09,2.1491509391e+09,1.9633767417e+08,1.9633767417e+08
2020-03-15 15:00:00,1.4553907519e+09,1.4553907519e+09,1.7070402891e+08,1.7070402891e+08
2020-03-15 15:05:00,1.3560828153e+09,1.3560828153e+09,2.2216288872e+08,2.2216288872e+08
2020-03-15 15:10:00,9.8155576813e+08,9.8155576813e+08,1.7721853771e+08,1.7721853771e+08
2020-03-15 15:15:00,6.8846353711e+08,6.8846353711e+08,2.4634227572e+08,2.4634227572e+08
2020-03-15 15:20:00,9.5915406569e+08,9.5915406569e+08,2.4151137012e+08,2.4151137012e+08
2020-03-15 15:25:00,9.1053347595e+08,9.1053347595e+08,2.3102187241e+08,2.3102187241e+08
