DATE,NLUK,NLUK_peak,UKNL,NLUK_peak
2020-03-15 19:50:00,4.7811106500e+10,4.7811106500e+10,1.9681415343e+10,1.9681415343e+10
2020-03-15 19:55:00,2.9141446420e+10,2.9141446420e+10,2.0978148167e+10,2.0978148167e+10
2020-03-15 20:00:00,2.0585704651e+10,2.0585704651e+10,1.8350536820e+10,1.8350536820e+10
2020-03-15 20:05:00,2.4036907873e+10,2.4036907873e+10,1.8127843253e+10,1.8127843253e+10
2020-03-15 20:10:00,3.1515407685e+10,3.1515407685e+10,2.5293469976e+10,2.5293469976e+10
2020-03-15 20:15:00,3.8713772437e+10,3.8713772437e+10,3.7262339968e+10,3.7262339968e+10
2020-03-15 20:20:00,4.2477100099e+10,4.2477100099e+10,3.1283349929e+10,3.1283349929e+10
2020-03-15 20:25:00,3.0702174476e+10,3.0702174476e+10,3.1572104126e+10,3.1572104126e+10
2020-03-15 20:30:00,2.4483196186e+10,2.4483196186e+10,2.7455181881e+10,2.7455181881e+10
2020-03-15 20:35:00,3.4264044932e+10,3.4264044932e+10,4.0060832530e+10,4.0060832530e+10
2020-03-15 20:40:00,2.5792618317e+10,2.5792618317e+10,3.2299857972e+10,3.2299857972e+10
2020-03-15 20:45:00,2.3671648559e+10,2.3671648559e+10,4.5689087109e+10,4.5689087109e+10
2020-03-15 20:50:00,2.5105918473e+10,2.5105918473e+10,4.2968794866e+10,4.2968794866e+10
2020-03-15 20:55:00,2.3150419802e+10,2.3150419802e+10,4.2672281614e+10,4.2672281614e+10
2020-03-15 21:00:00,2.6024593870e+10,2.6024593870e+10,2.6069446378e+10,2.6069446378e+10
2020-03-15 21:05:00,3.5498324213e+10,3.5498324213e+10,2.2584296289e+10,2.2584296289e+10
2020-03-15 21:10:00,3.1336431873e+10,3.1336431873e+10,2.8736657672e+10,2.8736657672e+10
2020-03-15 21:15:00,2.4326696530e+10,2.4326696530e+10,2.0782729709e+10,2.0782729709e+10
2020-03-15 21:20:00,2.6787387846e+10,2.6787387846e+10,1.5693018712e+10,1.5693018712e+10
2020-03-15 21:25:00,2.2845653545e+10,2.2845653545e+10,1.8283698298e+10,1.8283698298e+10
2020-03-15 21:30:00,2.2478244867e+10,2.2478244867e+10,1.6885384660e+10,1.6885384660e+10
2020-03-15 21:35:00,2.8167732581e+10,2.8167732581e+10,2.2396517502e+10,2.2396517502e+10
2020-03-15 21:40:00,3.0209471048e+10,3.0209471048e+10,2.2372950841e+10,2.2372950841e+10
2020-03-15 21:45:00,3.8928197731e+10,3.8928197731e+10,3.4367826385e+10,3.4367826385e+10
2020-03-15 21:50:00,3.5724211691e+10,3.5724211691e+10,2.8065724686e+10,2.8065724686e+10
2020-03-15 21:55:00,3.0492741965e+10,3.0492741965e+10,2.8722394297e+10,2.8722394297e+10
2020-03-15 22:00:00,2.5037153409e+10,2.5037153409e+10,2.7913079315e+10,2.7913079315e+10
2020-03-15 22:05:00,2.5625333697e+10,2.5625333697e+10,2.4960575107e+10,2.4960575107e+10
2020-03-15 22:10:00,2.4573416595e+10,2.4573416595e+10,2.2597056940e+10,2.2597056940e+10
2020-03-15 22:15:00,4.2227752311e+10,4.2227752311e+10,2.7866849069e+10,2.7866849069e+10
2020-03-15 22:20:00,3.6953063689e+10,3.6953063689e+10,2.7443032028e+10,2.7443032028e+10
2020-03-15 22:25:00,3.5277661766e+10,3.5277661766e+10,2.6202324410e+10,2.6202324410e+10
2020-03-15 22:30:00,4.5643685188e+10,4.5643685188e+10,3.0044240629e+10,3.0044240629e+10
2020-03-15 22:35:00,4.5368355094e+10,4.5368355094e+10,2.6188474295e+10,2.6188474295e+10
2020-03-15 22:40:00,3.4842601663e+10,3.4842601663e+10,2.5466608230e+10,2.5466608230e+10
2020-03-15 22:45:00,4.3041928518e+10,4.3041928518e+10,2.8846686666e+10,2.8846686666e+10
2020-03-15 22:50:00,4.5641024083e+10,4.5641024083e+10,3.9007824154e+10,3.9007824154e+10
2020-03-15 22:55:00,3.4428442093e+10,3.4428442093e+10,2.6489642482e+10,2.6489642482e+10
2020-03-15 23:00:00,3.5903009551e+10,3.5903009551e+10,2.0060056354e+10,2.0060056354e+10
2020-03-15 23:05:00,3.0727495980e+10,3.0727495980e+10,2.6555904491e+10,2.6555904491e+10
2020-03-15 23:10:00,3.2156872511e+10,3.2156872511e+10,2.6091509520e+10,2.6091509520e+10
2020-03-15 23:15:00,3.4595455245e+10,3.4595455245e+10,2.4655855340e+10,2.4655855340e+10
2020-03-15 23:20:00,4.6324949510e+10,4.6324949510e+10,2.1936063574e+10,2.1936063574e+10
2020-03-15 23:25:00,4.2095960501e+10,4.2095960501e+10,2.2840860849e+10,2.2840860849e+10
2020-03-15 23:30:00,4.2019659315e+10,4.2019659315e+10,2.2299638222e+10,2.2299638222e+10
2020-03-15 23:35:00,3.8164649452e+10,3.8164649452e+10,1.9830688266e+10,1.9830688266e+10
2020-03-15 23:40:00,3.6692005989e+10,3.6692005989e+10,1.9739155724e+10,1.9739155724e+10
2020-03-15 23:45:00,3.3010139012e+10,3.3010139012e+10,2.3888874252e+10,2.3888874252e+10
2020-03-15 23:50:00,4.1880175737e+10,4.1880175737e+10,2.4943292972e+10,2.4943292972e+10
2020-03-15 23:55:00,3.5679315180e+10,3.5679315180e+10,2.6428103020e+10,2.6428103020e+10
2020-03-16 00:00:00,3.4109759968e+10,3.4109759968e+10,2.0420641768e+10,2.0420641768e+10
