DATE,CZAT,CZAT_peak,ATCZ,ATCZ_peak
2020-03-22 02:25:00,3.5711552097e+09,3.5711552097e+09,1.0316678776e+10,1.0316678776e+10
2020-03-22 02:30:00,3.0105108538e+09,3.0105108538e+09,1.0581883272e+10,1.0581883272e+10
2020-03-22 02:35:00,4.3284867584e+09,4.3284867584e+09,1.4565868622e+10,1.4565868622e+10
2020-03-22 02:40:00,3.7346849667e+09,3.7346849667e+09,1.3345891021e+10,1.3345891021e+10
2020-03-22 02:45:00,2.7065388502e+09,2.7065388502e+09,1.1546231489e+10,1.1546231489e+10
2020-03-22 02:50:00,3.6471117519e+09,3.6471117519e+09,1.0701839378e+10,1.0701839378e+10
2020-03-22 02:55:00,2.2751725848e+09,2.2751725848e+09,1.0291308520e+10,1.0291308520e+10
2020-03-22 03:00:00,2.6589622513e+09,2.6589622513e+09,1.0339393298e+10,1.0339393298e+10
2020-03-22 03:05:00,3.2407652288e+09,3.2407652288e+09,1.4034306574e+10,1.4034306574e+10
2020-03-22 03:10:00,3.6791966005e+09,3.6791966005e+09,1.1508454855e+10,1.1508454855e+10
2020-03-22 03:15:00,3.9700533510e+09,3.9700533510e+09,1.1720686758e+10,1.1720686758e+10
2020-03-22 03:20:00,3.9887997583e+09,3.9887997583e+09,1.2001998807e+10,1.2001998807e+10
2020-03-22 03:25:00,3.2291302668e+09,3.2291302668e+09,9.1982919712e+09,9.1982919712e+09
2020-03-22 03:30:00,2.9625955732e+09,2.9625955732e+09,9.7168527302e+09,9.7168527302e+09
2020-03-22 03:35:00,4.6795451501e+09,4.6795451501e+09,1.2708782593e+10,1.2708782593e+10
2020-03-22 03:40:00,3.8165571870e+09,3.8165571870e+09,1.2409947082e+10,1.2409947082e+10
2020-03-22 03:45:00,3.1675756912e+09,3.1675756912e+09,9.6270508766e+09,9.6270508766e+09
2020-03-22 03:50:00,4.2080270478e+09,4.2080270478e+09,9.1393419608e+09,9.1393419608e+09
2020-03-22 03:55:00,2.5851778333e+09,2.5851778333e+09,9.6234405010e+09,9.6234405010e+09
2020-03-22 04:00:00,1.9743120870e+09,1.9743120870e+09,1.1387952533e+10,1.1387952533e+10
2020-03-22 04:05:00,2.9172203747e+09,2.9172203747e+09,1.4733465913e+10,1.4733465913e+10
2020-03-22 04:10:00,2.5344995017e+09,2.5344995017e+09,1.3840849129e+10,1.3840849129e+10
2020-03-22 04:15:00,2.3912593542e+09,2.3912593542e+09,1.0889182463e+10,1.0889182463e+10
2020-03-22 04:20:00,4.4913332542e+09,4.4913332542e+09,1.0939964301e+10,1.0939964301e+10
2020-03-22 04:25:00,2.9480604983e+09,2.9480604983e+09,1.1999806248e+10,1.1999806248e+10
2020-03-22 04:30:00,3.8311987356e+09,3.8311987356e+09,1.0794937876e+10,1.0794937876e+10
2020-03-22 04:35:00,5.0191275059e+09,5.0191275059e+09,1.1124388126e+10,1.1124388126e+10
2020-03-22 04:40:00,3.3585414430e+09,3.3585414430e+09,8.3298303307e+09,8.3298303307e+09
2020-03-22 04:45:00,2.8139640277e+09,2.8139640277e+09,9.5217936003e+09,9.5217936003e+09
2020-03-22 04:50:00,3.8880718979e+09,3.8880718979e+09,7.8605475000e+09,7.8605475000e+09
2020-03-22 04:55:00,1.9779538275e+09,1.9779538275e+09,8.1081890712e+09,8.1081890712e+09
2020-03-22 05:00:00,2.5581954089e+09,2.5581954089e+09,9.8484294115e+09,9.8484294115e+09
2020-03-22 05:05:00,3.8150519561e+09,3.8150519561e+09,1.3826946846e+10,1.3826946846e+10
2020-03-22 05:10:00,3.1654865334e+09,3.1654865334e+09,1.1436808462e+10,1.1436808462e+10
2020-03-22 05:15:00,3.2341419016e+09,3.2341419016e+09,7.9760708585e+09,7.9760708585e+09
2020-03-22 05:20:00,4.8249686745e+09,4.8249686745e+09,7.8937218741e+09,7.8937218741e+09
2020-03-22 05:25:00,4.5203581058e+09,4.5203581058e+09,8.6062258825e+09,8.6062258825e+09
2020-03-22 05:30:00,3.9505658410e+09,3.9505658410e+09,8.6393369602e+09,8.6393369602e+09
2020-03-22 05:35:00,4.9083018606e+09,4.9083018606e+09,1.2587498263e+10,1.2587498263e+10
2020-03-22 05:40:00,2.6070701206e+09,2.6070701206e+09,1.0082636558e+10,1.0082636558e+10
2020-03-22 05:45:00,2.3985982027e+09,2.3985982027e+09,9.5745208993e+09,9.5745208993e+09
2020-03-22 05:50:00,3.8131337085e+09,3.8131337085e+09,9.7364871686e+09,9.7364871686e+09
2020-03-22 05:55:00,2.7863104450e+09,2.7863104450e+09,1.0806456307e+10,1.0806456307e+10
2020-03-22 06:00:00,3.0139762373e+09,3.0139762373e+09,9.2122951863e+09,9.2122951863e+09
2020-03-22 06:05:00,3.5294260072e+09,3.5294260072e+09,1.3028210181e+10,1.3028210181e+10
2020-03-22 06:10:00,3.6957209171e+09,3.6957209171e+09,1.1938383809e+10,1.1938383809e+10
2020-03-22 06:15:00,2.7231755670e+09,2.7231755670e+09,1.3414621301e+10,1.3414621301e+10
2020-03-22 06:20:00,3.8854303356e+09,3.8854303356e+09,9.6692537535e+09,9.6692537535e+09
2020-03-22 06:25:00,2.3283889970e+09,2.3283889970e+09,1.0252103987e+10,1.0252103987e+10
2020-03-22 06:30:00,2.4190978989e+09,2.4190978989e+09,7.2770810086e+09,7.2770810086e+09
2020-03-22 06:35:00,4.3012214287e+09,4.3012214287e+09,1.1131844119e+10,1.1131844119e+10
2020-03-22 06:40:00,3.3022385281e+09,3.3022385281e+09,7.9509391994e+09,7.9509391994e+09
2020-03-22 06:45:00,2.9150921194e+09,2.9150921194e+09,1.2576673200e+10,1.2576673200e+10
2020-03-22 06:50:00,4.2440405441e+09,4.2440405441e+09,9.6511205742e+09,9.6511205742e+09
2020-03-22 06:55:00,2.3829277042e+09,2.3829277042e+09,8.0089929322e+09,8.0089929322e+09
2020-03-22 07:00:00,3.0119900780e+09,3.0119900780e+09,7.5459234283e+09,7.5459234283e+09
2020-03-22 07:05:00,5.2178997213e+09,5.2178997213e+09,1.1188491246e+10,1.1188491246e+10
2020-03-22 07:10:00,1.3185781807e+10,1.3185781807e+10,7.1881985544e+09,7.1881985544e+09
2020-03-22 07:15:00,4.3688077721e+09,4.3688077721e+09,7.3869892713e+09,7.3869892713e+09
2020-03-22 07:20:00,7.4867616094e+09,7.4867616094e+09,8.0637103306e+09,8.0637103306e+09
2020-03-22 07:25:00,8.0045572077e+09,8.0045572077e+09,7.8993839791e+09,7.8993839791e+09
2020-03-22 07:30:00,4.3766098674e+09,4.3766098674e+09,7.2898402896e+09,7.2898402896e+09
2020-03-22 07:35:00,6.0901782013e+09,6.0901782013e+09,1.1395541740e+10,1.1395541740e+10
2020-03-22 07:40:00,6.7958815546e+09,6.7958815546e+09,8.4176577989e+09,8.4176577989e+09
2020-03-22 07:45:00,3.4558181759e+09,3.4558181759e+09,8.5129154338e+09,8.5129154338e+09
2020-03-22 07:50:00,8.1228142212e+09,8.1228142212e+09,7.9710731380e+09,7.9710731380e+09
2020-03-22 07:55:00,4.7226776058e+09,4.7226776058e+09,8.0601758101e+09,8.0601758101e+09
2020-03-22 08:00:00,6.7942665080e+09,6.7942665080e+09,7.5897518943e+09,7.5897518943e+09
2020-03-22 08:05:00,5.0622030876e+09,5.0622030876e+09,1.1649411984e+10,1.1649411984e+10
2020-03-22 08:10:00,6.3018246267e+09,6.3018246267e+09,8.0069741837e+09,8.0069741837e+09
2020-03-22 08:15:00,4.4447156937e+09,4.4447156937e+09,6.9858643499e+09,6.9858643499e+09
2020-03-22 08:20:00,7.1810076023e+09,7.1810076023e+09,7.0392608381e+09,7.0392608381e+09
2020-03-22 08:25:00,3.3847509476e+09,3.3847509476e+09,7.0436877024e+09,7.0436877024e+09
2020-03-22 08:30:00,4.0796392274e+09,4.0796392274e+09,8.4771530821e+09,8.4771530821e+09
2020-03-22 08:35:00,4.5245067481e+09,4.5245067481e+09,1.4931922556e+10,1.4931922556e+10
2020-03-22 08:40:00,3.5631894431e+09,3.5631894431e+09,8.7921134608e+09,8.7921134608e+09
2020-03-22 08:45:00,2.8304167165e+09,2.8304167165e+09,9.4126061863e+09,9.4126061863e+09
2020-03-22 08:50:00,4.7843327029e+09,4.7843327029e+09,9.7603291318e+09,9.7603291318e+09
2020-03-22 08:55:00,3.5922046415e+09,3.5922046415e+09,1.0410486997e+10,1.0410486997e+10
2020-03-22 09:00:00,3.4524133646e+09,3.4524133646e+09,1.1645831597e+10,1.1645831597e+10
2020-03-22 09:05:00,4.2872059948e+09,4.2872059948e+09,1.2933857789e+10,1.2933857789e+10
2020-03-22 09:10:00,4.9359182343e+09,4.9359182343e+09,1.2706445977e+10,1.2706445977e+10
2020-03-22 09:15:00,3.5302029072e+09,3.5302029072e+09,1.4925026297e+10,1.4925026297e+10
2020-03-22 09:20:00,3.9180844508e+09,3.9180844508e+09,1.4002098267e+10,1.4002098267e+10
2020-03-22 09:25:00,3.7202410879e+09,3.7202410879e+09,1.3101351034e+10,1.3101351034e+10
2020-03-22 09:30:00,3.7559878218e+09,3.7559878218e+09,1.6149649889e+10,1.6149649889e+10
2020-03-22 09:35:00,5.9693336471e+09,5.9693336471e+09,1.8675070678e+10,1.8675070678e+10
2020-03-22 09:40:00,5.8959186470e+09,5.8959186470e+09,1.5954801426e+10,1.5954801426e+10
2020-03-22 09:45:00,5.1656056130e+09,5.1656056130e+09,1.4026861930e+10,1.4026861930e+10
2020-03-22 09:50:00,5.8988083341e+09,5.8988083341e+09,1.4432611278e+10,1.4432611278e+10
2020-03-22 09:55:00,4.0427863050e+09,4.0427863050e+09,1.4867302044e+10,1.4867302044e+10
2020-03-22 10:00:00,3.2536983198e+09,3.2536983198e+09,1.4646535292e+10,1.4646535292e+10
2020-03-22 10:05:00,4.3205639219e+09,4.3205639219e+09,1.9550383138e+10,1.9550383138e+10
2020-03-22 10:10:00,3.7101815315e+09,3.7101815315e+09,1.4008603809e+10,1.4008603809e+10
2020-03-22 10:15:00,4.0311603382e+09,4.0311603382e+09,1.3706110525e+10,1.3706110525e+10
2020-03-22 10:20:00,4.3175118535e+09,4.3175118535e+09,1.9225782617e+10,1.9225782617e+10
2020-03-22 10:25:00,3.3376865603e+09,3.3376865603e+09,2.0995599503e+10,2.0995599503e+10
2020-03-22 10:30:00,4.1201170742e+09,4.1201170742e+09,1.9823028250e+10,1.9823028250e+10
2020-03-22 10:35:00,6.4243116631e+09,6.4243116631e+09,2.1756523969e+10,2.1756523969e+10
2020-03-22 10:40:00,4.3081691060e+09,4.3081691060e+09,1.6833531877e+10,1.6833531877e+10
2020-03-22 10:45:00,4.6938229731e+09,4.6938229731e+09,2.0107395134e+10,2.0107395134e+10
2020-03-22 10:50:00,5.9101231646e+09,5.9101231646e+09,2.0124661705e+10,2.0124661705e+10
2020-03-22 10:55:00,5.5740731980e+09,5.5740731980e+09,1.7142067113e+10,1.7142067113e+10
2020-03-22 11:00:00,6.0786062406e+09,6.0786062406e+09,1.5048864649e+10,1.5048864649e+10
2020-03-22 11:05:00,1.3275912475e+10,1.3275912475e+10,2.0306889966e+10,2.0306889966e+10
2020-03-22 11:10:00,8.3752336596e+09,8.3752336596e+09,1.7600605606e+10,1.7600605606e+10
2020-03-22 11:15:00,5.8804305273e+09,5.8804305273e+09,1.6261783420e+10,1.6261783420e+10
2020-03-22 11:20:00,5.9012556501e+09,5.9012556501e+09,1.2150632245e+10,1.2150632245e+10
2020-03-22 11:25:00,6.7451951689e+09,6.7451951689e+09,1.1685779078e+10,1.1685779078e+10
2020-03-22 11:30:00,4.2680782104e+09,4.2680782104e+09,1.1862264801e+10,1.1862264801e+10
2020-03-22 11:35:00,4.4369539768e+09,4.4369539768e+09,1.6602104463e+10,1.6602104463e+10
2020-03-22 11:40:00,3.8728683857e+09,3.8728683857e+09,1.2902768870e+10,1.2902768870e+10
2020-03-22 11:45:00,4.2425537893e+09,4.2425537893e+09,1.2075796382e+10,1.2075796382e+10
2020-03-22 11:50:00,5.9784909007e+09,5.9784909007e+09,1.1816263723e+10,1.1816263723e+10
2020-03-22 11:55:00,4.5271751829e+09,4.5271751829e+09,1.2125306613e+10,1.2125306613e+10
2020-03-22 12:00:00,5.2692298198e+09,5.2692298198e+09,1.3065773258e+10,1.3065773258e+10
2020-03-22 12:05:00,6.3529681576e+09,6.3529681576e+09,1.5937750134e+10,1.5937750134e+10
2020-03-22 12:10:00,4.5766510482e+09,4.5766510482e+09,1.4487841665e+10,1.4487841665e+10
2020-03-22 12:15:00,3.6245047996e+09,3.6245047996e+09,1.3423376947e+10,1.3423376947e+10
2020-03-22 12:20:00,6.8900960274e+09,6.8900960274e+09,1.5991811578e+10,1.5991811578e+10
2020-03-22 12:25:00,4.5234355591e+09,4.5234355591e+09,1.5283266569e+10,1.5283266569e+10
2020-03-22 12:30:00,3.9096569434e+09,3.9096569434e+09,1.3717414151e+10,1.3717414151e+10
2020-03-22 12:35:00,4.3876596535e+09,4.3876596535e+09,1.6429637399e+10,1.6429637399e+10
2020-03-22 12:40:00,4.3887421699e+09,4.3887421699e+09,1.4476528501e+10,1.4476528501e+10
2020-03-22 12:45:00,4.2562618321e+09,4.2562618321e+09,1.2525130677e+10,1.2525130677e+10
2020-03-22 12:50:00,5.5233311109e+09,5.5233311109e+09,1.4360200981e+10,1.4360200981e+10
2020-03-22 12:55:00,3.8917389266e+09,3.8917389266e+09,1.2519953206e+10,1.2519953206e+10
2020-03-22 13:00:00,3.7791655429e+09,3.7791655429e+09,1.4431858228e+10,1.4431858228e+10
2020-03-22 13:05:00,5.5541801417e+09,5.5541801417e+09,1.4610987845e+10,1.4610987845e+10
2020-03-22 13:10:00,4.0985926725e+09,4.0985926725e+09,1.3280978322e+10,1.3280978322e+10
2020-03-22 13:15:00,3.6028375388e+09,3.6028375388e+09,1.4831396110e+10,1.4831396110e+10
2020-03-22 13:20:00,5.4083048818e+09,5.4083048818e+09,1.6861146513e+10,1.6861146513e+10
2020-03-22 13:25:00,4.6071688951e+09,4.6071688951e+09,1.6631264628e+10,1.6631264628e+10
2020-03-22 13:30:00,4.7487644890e+09,4.7487644890e+09,1.4008554933e+10,1.4008554933e+10
2020-03-22 13:35:00,6.2562749178e+09,6.2562749178e+09,1.5945649333e+10,1.5945649333e+10
2020-03-22 13:40:00,5.8693131147e+09,5.8693131147e+09,1.3463657557e+10,1.3463657557e+10
2020-03-22 13:45:00,4.6089804008e+09,4.6089804008e+09,1.3510161637e+10,1.3510161637e+10
2020-03-22 13:50:00,6.3612691768e+09,6.3612691768e+09,1.5774891770e+10,1.5774891770e+10
2020-03-22 13:55:00,5.4387968800e+09,5.4387968800e+09,1.4533214218e+10,1.4533214218e+10
2020-03-22 14:00:00,4.4725566284e+09,4.4725566284e+09,1.4756411137e+10,1.4756411137e+10
2020-03-22 14:05:00,6.0051113905e+09,6.0051113905e+09,1.9590674798e+10,1.9590674798e+10
2020-03-22 14:10:00,6.3358483617e+09,6.3358483617e+09,1.4479287077e+10,1.4479287077e+10
2020-03-22 14:15:00,4.4132994197e+09,4.4132994197e+09,1.5633168864e+10,1.5633168864e+10
2020-03-22 14:20:00,4.4539571463e+09,4.4539571463e+09,1.7401525699e+10,1.7401525699e+10
2020-03-22 14:25:00,4.6091642729e+09,4.6091642729e+09,1.7173606166e+10,1.7173606166e+10
2020-03-22 14:30:00,3.6444000565e+09,3.6444000565e+09,1.4006796948e+10,1.4006796948e+10
2020-03-22 14:35:00,5.5236342168e+09,5.5236342168e+09,1.9078522525e+10,1.9078522525e+10
2020-03-22 14:40:00,4.8603026708e+09,4.8603026708e+09,2.2601395349e+10,2.2601395349e+10
2020-03-22 14:45:00,3.6989508238e+09,3.6989508238e+09,1.5765424458e+10,1.5765424458e+10
2020-03-22 14:50:00,5.4085936475e+09,5.4085936475e+09,1.5328448059e+10,1.5328448059e+10
2020-03-22 14:55:00,3.6167000087e+09,3.6167000087e+09,1.5571908853e+10,1.5571908853e+10
2020-03-22 15:00:00,4.2544992627e+09,4.2544992627e+09,1.5030708939e+10,1.5030708939e+10
2020-03-22 15:05:00,4.7255793027e+09,4.7255793027e+09,1.8508860599e+10,1.8508860599e+10
2020-03-22 15:10:00,3.4419182143e+09,3.4419182143e+09,1.6298057822e+10,1.6298057822e+10
2020-03-22 15:15:00,3.1936838579e+09,3.1936838579e+09,1.6061818841e+10,1.6061818841e+10
2020-03-22 15:20:00,4.0931867472e+09,4.0931867472e+09,1.8445268592e+10,1.8445268592e+10
2020-03-22 15:25:00,4.2502504302e+09,4.2502504302e+09,1.7655796012e+10,1.7655796012e+10
2020-03-22 15:30:00,3.8313496068e+09,3.8313496068e+09,1.7436409853e+10,1.7436409853e+10
2020-03-22 15:35:00,3.8847618679e+09,3.8847618679e+09,2.0211131200e+10,2.0211131200e+10
2020-03-22 15:40:00,4.3111835148e+09,4.3111835148e+09,1.8775133041e+10,1.8775133041e+10
2020-03-22 15:45:00,4.7548212469e+09,4.7548212469e+09,2.1227366354e+10,2.1227366354e+10
2020-03-22 15:50:00,4.1686741983e+09,4.1686741983e+09,2.2090572252e+10,2.2090572252e+10
2020-03-22 15:55:00,4.2349025014e+09,4.2349025014e+09,2.3285134149e+10,2.3285134149e+10
2020-03-22 16:00:00,4.0247192678e+09,4.0247192678e+09,2.1982930817e+10,2.1982930817e+10
2020-03-22 16:05:00,4.3966679019e+09,4.3966679019e+09,2.0499539976e+10,2.0499539976e+10
2020-03-22 16:10:00,4.3559695460e+09,4.3559695460e+09,1.7018236250e+10,1.7018236250e+10
2020-03-22 16:15:00,4.0749155473e+09,4.0749155473e+09,1.5412993069e+10,1.5412993069e+10
2020-03-22 16:20:00,4.6263356757e+09,4.6263356757e+09,1.4014341989e+10,1.4014341989e+10
2020-03-22 16:25:00,5.2136838973e+09,5.2136838973e+09,1.4604704774e+10,1.4604704774e+10
2020-03-22 16:30:00,4.6863344194e+09,4.6863344194e+09,1.5514316051e+10,1.5514316051e+10
2020-03-22 16:35:00,5.7133214765e+09,5.7133214765e+09,1.8511982623e+10,1.8511982623e+10
2020-03-22 16:40:00,4.8321732576e+09,4.8321732576e+09,1.9038368231e+10,1.9038368231e+10
2020-03-22 16:45:00,4.8761601731e+09,4.8761601731e+09,1.5416763627e+10,1.5416763627e+10
2020-03-22 16:50:00,5.4563852737e+09,5.4563852737e+09,1.6437455647e+10,1.6437455647e+10
2020-03-22 16:55:00,4.1594563963e+09,4.1594563963e+09,1.4335402444e+10,1.4335402444e+10
2020-03-22 17:00:00,3.4240644847e+09,3.4240644847e+09,1.6458068010e+10,1.6458068010e+10
2020-03-22 17:05:00,5.1575946908e+09,5.1575946908e+09,1.8941114914e+10,1.8941114914e+10
2020-03-22 17:10:00,3.5082394679e+09,3.5082394679e+09,1.7848829734e+10,1.7848829734e+10
2020-03-22 17:15:00,3.6278488212e+09,3.6278488212e+09,1.6474123928e+10,1.6474123928e+10
2020-03-22 17:20:00,4.3152282478e+09,4.3152282478e+09,1.6676215189e+10,1.6676215189e+10
2020-03-22 17:25:00,4.0961183230e+09,4.0961183230e+09,1.4854196593e+10,1.4854196593e+10
2020-03-22 17:30:00,3.6689545148e+09,3.6689545148e+09,1.5512156091e+10,1.5512156091e+10
2020-03-22 17:35:00,3.2088824222e+09,3.2088824222e+09,2.0978746749e+10,2.0978746749e+10
2020-03-22 17:40:00,3.5220967597e+09,3.5220967597e+09,1.5897284783e+10,1.5897284783e+10
2020-03-22 17:45:00,3.0744581688e+09,3.0744581688e+09,1.4788755176e+10,1.4788755176e+10
2020-03-22 17:50:00,5.3654005783e+09,5.3654005783e+09,1.6350234790e+10,1.6350234790e+10
2020-03-22 17:55:00,4.1052299379e+09,4.1052299379e+09,1.6184639968e+10,1.6184639968e+10
2020-03-22 18:00:00,3.7911920225e+09,3.7911920225e+09,1.5355231050e+10,1.5355231050e+10
2020-03-22 18:05:00,4.4547128403e+09,4.4547128403e+09,1.9139661131e+10,1.9139661131e+10
2020-03-22 18:10:00,4.3621212903e+09,4.3621212903e+09,1.5219624712e+10,1.5219624712e+10
2020-03-22 18:15:00,3.0864687121e+09,3.0864687121e+09,1.5695868511e+10,1.5695868511e+10
2020-03-22 18:20:00,4.7872444881e+09,4.7872444881e+09,1.5477861828e+10,1.5477861828e+10
2020-03-22 18:25:00,5.3789739364e+09,5.3789739364e+09,1.4884222018e+10,1.4884222018e+10
2020-03-22 18:30:00,4.1010188343e+09,4.1010188343e+09,1.6269169766e+10,1.6269169766e+10
2020-03-22 18:35:00,5.6258880687e+09,5.6258880687e+09,1.9911301724e+10,1.9911301724e+10
2020-03-22 18:40:00,4.2355234107e+09,4.2355234107e+09,1.3323727521e+10,1.3323727521e+10
2020-03-22 18:45:00,4.5831918866e+09,4.5831918866e+09,1.4181207328e+10,1.4181207328e+10
2020-03-22 18:50:00,5.2799616166e+09,5.2799616166e+09,1.4853850277e+10,1.4853850277e+10
2020-03-22 18:55:00,4.5617177457e+09,4.5617177457e+09,1.5106532844e+10,1.5106532844e+10
2020-03-22 19:00:00,4.4196920705e+09,4.4196920705e+09,1.4299157450e+10,1.4299157450e+10
2020-03-22 19:05:00,4.7902610838e+09,4.7902610838e+09,1.6660932822e+10,1.6660932822e+10
2020-03-22 19:10:00,7.3340060219e+09,7.3340060219e+09,1.3603305280e+10,1.3603305280e+10
2020-03-22 19:15:00,5.5807482148e+09,5.5807482148e+09,1.4812594125e+10,1.4812594125e+10
2020-03-22 19:20:00,7.2112713245e+09,7.2112713245e+09,1.6444017023e+10,1.6444017023e+10
2020-03-22 19:25:00,5.5200241825e+09,5.5200241825e+09,1.7843726857e+10,1.7843726857e+10
2020-03-22 19:30:00,5.1624325451e+09,5.1624325451e+09,1.5902624614e+10,1.5902624614e+10
2020-03-22 19:35:00,5.7866724091e+09,5.7866724091e+09,1.6838065997e+10,1.6838065997e+10
2020-03-22 19:40:00,5.0372658145e+09,5.0372658145e+09,1.6347566773e+10,1.6347566773e+10
2020-03-22 19:45:00,3.9179575200e+09,3.9179575200e+09,1.6228852559e+10,1.6228852559e+10
2020-03-22 19:50:00,5.9265371927e+09,5.9265371927e+09,1.3214162059e+10,1.3214162059e+10
