DATE,LTPL,LTPL_peak,PLLT,LTPL_peak
2020-03-15 19:00:00,1.0921936874e+09,1.0921936874e+09,4.7361088177e+08,4.7361088177e+08
2020-03-15 19:05:00,1.2258269947e+09,1.2258269947e+09,4.4061211652e+08,4.4061211652e+08
2020-03-15 19:10:00,1.1579383598e+09,1.1579383598e+09,4.4195368151e+08,4.4195368151e+08
2020-03-15 19:15:00,1.1026510813e+09,1.1026510813e+09,5.0708402493e+08,5.0708402493e+08
2020-03-15 19:20:00,1.0288261785e+09,1.0288261785e+09,5.5615277221e+08,5.5615277221e+08
2020-03-15 19:25:00,1.1001316433e+09,1.1001316433e+09,5.7161133942e+08,5.7161133942e+08
2020-03-15 19:30:00,1.0563420765e+09,1.0563420765e+09,5.7269572009e+08,5.7269572009e+08
2020-03-15 19:35:00,9.7127078902e+08,9.7127078902e+08,7.5529460461e+08,7.5529460461e+08
2020-03-15 19:40:00,9.5301308232e+08,9.5301308232e+08,7.3706428612e+08,7.3706428612e+08
2020-03-15 19:45:00,1.0309027541e+09,1.0309027541e+09,8.5856083088e+08,8.5856083088e+08
