DATE,DECH,DECH_peak,CHDE,CHDE_peak
2020-03-15 17:40:00,3.5669862263e+10,3.5669862263e+10,3.9474059165e+10,3.9474059165e+10
2020-03-15 17:45:00,4.7366594487e+10,4.7366594487e+10,3.6377949946e+10,3.6377949946e+10
2020-03-15 17:50:00,3.5955476248e+10,3.5955476248e+10,3.9518168637e+10,3.9518168637e+10
2020-03-15 17:55:00,3.8855352868e+10,3.8855352868e+10,3.3013844761e+10,3.3013844761e+10
2020-03-15 18:00:00,3.5166320221e+10,3.5166320221e+10,4.0456899404e+10,4.0456899404e+10
2020-03-15 18:05:00,3.4922081572e+10,3.4922081572e+10,3.8729964852e+10,3.8729964852e+10
2020-03-15 18:10:00,3.3680242386e+10,3.3680242386e+10,3.8562206443e+10,3.8562206443e+10
2020-03-15 18:15:00,3.2105372410e+10,3.2105372410e+10,4.4767451715e+10,4.4767451715e+10
2020-03-15 18:20:00,3.5637566381e+10,3.5637566381e+10,3.5147466811e+10,3.5147466811e+10
2020-03-15 18:25:00,3.7377470117e+10,3.7377470117e+10,4.0227147495e+10,4.0227147495e+10
2020-03-15 18:30:00,3.4286477752e+10,3.4286477752e+10,3.3012918482e+10,3.3012918482e+10
2020-03-15 18:35:00,3.4064164270e+10,3.4064164270e+10,4.8156284392e+10,4.8156284392e+10
2020-03-15 18:40:00,3.3299148153e+10,3.3299148153e+10,4.5473399355e+10,4.5473399355e+10
2020-03-15 18:45:00,5.1376466640e+10,5.1376466640e+10,5.1374864843e+10,5.1374864843e+10
2020-03-15 18:50:00,3.2305432682e+10,3.2305432682e+10,5.5785924228e+10,5.5785924228e+10
2020-03-15 18:55:00,3.3416718378e+10,3.3416718378e+10,4.2389079277e+10,4.2389079277e+10
2020-03-15 19:00:00,3.4941382796e+10,3.4941382796e+10,4.6040194353e+10,4.6040194353e+10
2020-03-15 19:05:00,2.8685756572e+10,2.8685756572e+10,3.9495652647e+10,3.9495652647e+10
2020-03-15 19:10:00,2.8735343925e+10,2.8735343925e+10,3.7143136564e+10,3.7143136564e+10
2020-03-15 19:15:00,3.2834561980e+10,3.2834561980e+10,4.8674461965e+10,4.8674461965e+10
2020-03-15 19:20:00,4.1660433747e+10,4.1660433747e+10,5.8413098193e+10,5.8413098193e+10
2020-03-15 19:25:00,4.4776313402e+10,4.4776313402e+10,4.7911472961e+10,4.7911472961e+10
2020-03-15 19:30:00,3.7460320601e+10,3.7460320601e+10,5.0929686227e+10,5.0929686227e+10
2020-03-15 19:35:00,3.9651485408e+10,3.9651485408e+10,4.4395854670e+10,4.4395854670e+10
2020-03-15 19:40:00,3.5387631622e+10,3.5387631622e+10,4.8023172400e+10,4.8023172400e+10
