DATE,ROHU,ROHU_peak,HURO,HURO_peak
2020-03-22 07:45:00,4.9713112454e+07,4.9713112454e+07,9.1043308103e+07,9.1043308103e+07
2020-03-22 07:50:00,4.5082010857e+07,4.5082010857e+07,9.3337419626e+07,9.3337419626e+07
2020-03-22 07:55:00,3.4629792776e+07,3.4629792776e+07,9.1851937337e+07,9.1851937337e+07
2020-03-22 08:00:00,3.4273206738e+07,3.4273206738e+07,1.0554613302e+08,1.0554613302e+08
2020-03-22 08:05:00,4.4478819134e+07,4.4478819134e+07,7.6074527154e+07,7.6074527154e+07
2020-03-22 08:10:00,5.0130087780e+07,5.0130087780e+07,7.2519987657e+07,7.2519987657e+07
2020-03-22 08:15:00,4.2756374618e+07,4.2756374618e+07,9.6971681360e+07,9.6971681360e+07
2020-03-22 08:20:00,3.1777458350e+07,3.1777458350e+07,6.8831267311e+07,6.8831267311e+07
2020-03-22 08:25:00,3.6105297131e+07,3.6105297131e+07,8.3923206135e+07,8.3923206135e+07
2020-03-22 08:30:00,3.0322383465e+07,3.0322383465e+07,8.3472572231e+07,8.3472572231e+07
2020-03-22 08:35:00,2.7738924247e+07,2.7738924247e+07,6.5296529602e+07,6.5296529602e+07
2020-03-22 08:40:00,2.8802920920e+07,2.8802920920e+07,1.5424379455e+08,1.5424379455e+08
2020-03-22 08:45:00,4.5823999396e+07,4.5823999396e+07,8.5330408434e+07,8.5330408434e+07
2020-03-22 08:50:00,4.0838572670e+07,4.0838572670e+07,1.0996964869e+09,1.0996964869e+09
2020-03-22 08:55:00,4.5267496374e+07,4.5267496374e+07,1.8086744108e+09,1.8086744108e+09
2020-03-22 09:00:00,4.6472906641e+07,4.6472906641e+07,7.9649886928e+08,7.9649886928e+08
2020-03-22 09:05:00,3.6499151570e+07,3.6499151570e+07,6.9373839829e+07,6.9373839829e+07
2020-03-22 09:10:00,4.2423988781e+07,4.2423988781e+07,4.3615675745e+07,4.3615675745e+07
2020-03-22 09:15:00,4.7975997862e+07,4.7975997862e+07,5.7635085350e+07,5.7635085350e+07
2020-03-22 09:20:00,4.4762527314e+07,4.4762527314e+07,5.0772926083e+07,5.0772926083e+07
2020-03-22 09:25:00,4.2661360114e+07,4.2661360114e+07,5.4831959379e+07,5.4831959379e+07
2020-03-22 09:30:00,4.4910942201e+07,4.4910942201e+07,3.6979100209e+07,3.6979100209e+07
2020-03-22 09:35:00,5.0795804682e+07,5.0795804682e+07,4.4314786871e+07,4.4314786871e+07
2020-03-22 09:40:00,3.9195796059e+07,3.9195796059e+07,4.8342375076e+07,4.8342375076e+07
2020-03-22 09:45:00,3.1867532918e+07,3.1867532918e+07,3.7986686716e+07,3.7986686716e+07
2020-03-22 09:50:00,5.4830229824e+07,5.4830229824e+07,1.2474455396e+08,1.2474455396e+08
2020-03-22 09:55:00,5.3607664562e+07,5.3607664562e+07,5.4486100958e+07,5.4486100958e+07
2020-03-22 10:00:00,4.7571022599e+07,4.7571022599e+07,1.7105672951e+08,1.7105672951e+08
2020-03-22 10:05:00,1.2610266510e+08,1.2610266510e+08,1.5783088406e+08,1.5783088406e+08
2020-03-22 10:10:00,7.6503776861e+07,7.6503776861e+07,2.6654188650e+08,2.6654188650e+08
2020-03-22 10:15:00,5.6213370113e+07,5.6213370113e+07,1.2158672509e+08,1.2158672509e+08
2020-03-22 10:20:00,7.2528112674e+07,7.2528112674e+07,6.6917281172e+07,6.6917281172e+07
2020-03-22 10:25:00,1.0223040664e+08,1.0223040664e+08,8.6501495989e+07,8.6501495989e+07
2020-03-22 10:30:00,1.1721057881e+08,1.1721057881e+08,1.1214859983e+08,1.1214859983e+08
2020-03-22 10:35:00,8.6979888317e+07,8.6979888317e+07,6.3512947370e+07,6.3512947370e+07
2020-03-22 10:40:00,6.8962993681e+07,6.8962993681e+07,5.5677557930e+07,5.5677557930e+07
2020-03-22 10:45:00,9.3529975757e+07,9.3529975757e+07,6.2327034934e+07,6.2327034934e+07
2020-03-22 10:50:00,8.6706700853e+07,8.6706700853e+07,6.0382033111e+07,6.0382033111e+07
2020-03-22 10:55:00,6.9523000249e+07,6.9523000249e+07,7.5624399960e+07,7.5624399960e+07
2020-03-22 11:00:00,5.6388299680e+07,5.6388299680e+07,7.0145389359e+07,7.0145389359e+07
2020-03-22 11:05:00,5.3364472077e+07,5.3364472077e+07,7.5910310727e+07,7.5910310727e+07
2020-03-22 11:10:00,1.4084078071e+08,1.4084078071e+08,6.9972391792e+07,6.9972391792e+07
2020-03-22 11:15:00,2.2904689082e+08,2.2904689082e+08,6.4344776246e+07,6.4344776246e+07
2020-03-22 11:20:00,9.8091090678e+07,9.8091090678e+07,5.7476671607e+07,5.7476671607e+07
2020-03-22 11:25:00,1.5174350141e+08,1.5174350141e+08,5.9891697808e+07,5.9891697808e+07
2020-03-22 11:30:00,1.2476883149e+08,1.2476883149e+08,6.5451557880e+07,6.5451557880e+07
2020-03-22 11:35:00,1.7672160785e+08,1.7672160785e+08,1.0419082843e+08,1.0419082843e+08
2020-03-22 11:40:00,2.4302636126e+08,2.4302636126e+08,8.5158902205e+07,8.5158902205e+07
2020-03-22 11:45:00,1.9950699645e+08,1.9950699645e+08,7.6275314935e+07,7.6275314935e+07
2020-03-22 11:50:00,1.6501764303e+08,1.6501764303e+08,9.1302098700e+07,9.1302098700e+07
2020-03-22 11:55:00,1.7649117514e+08,1.7649117514e+08,4.6088104118e+07,4.6088104118e+07
