DATE,EEET,EEET_peak,ETEE,EEET_peak
2020-03-22 13:00:00,4.2987208787e+07,4.2987208787e+07,1.0540634885e+08,1.0540634885e+08
2020-03-22 13:05:00,1.1724926537e+08,1.1724926537e+08,1.4240035382e+08,1.4240035382e+08
2020-03-22 13:10:00,3.0400447540e+07,3.0400447540e+07,1.5056534446e+08,1.5056534446e+08
2020-03-22 13:15:00,2.1090305584e+07,2.1090305584e+07,1.3720647802e+08,1.3720647802e+08
2020-03-22 13:20:00,2.0450734535e+07,2.0450734535e+07,1.1117131911e+08,1.1117131911e+08
2020-03-22 13:25:00,2.0267679922e+09,2.0267679922e+09,1.1907009942e+08,1.1907009942e+08
2020-03-22 13:30:00,2.0242143879e+09,2.0242143879e+09,1.3516897421e+08,1.3516897421e+08
2020-03-22 13:35:00,3.1273019058e+09,3.1273019058e+09,9.2213624752e+07,9.2213624752e+07
2020-03-22 13:40:00,2.4636066036e+09,2.4636066036e+09,1.4893765359e+08,1.4893765359e+08
2020-03-22 13:45:00,2.6627693036e+09,2.6627693036e+09,1.6231722535e+08,1.6231722535e+08
2020-03-22 13:50:00,3.1687480287e+09,3.1687480287e+09,1.8827298257e+08,1.8827298257e+08
2020-03-22 13:55:00,2.6437273885e+09,2.6437273885e+09,1.7817430136e+08,1.7817430136e+08
2020-03-22 14:00:00,3.0911681453e+09,3.0911681453e+09,1.4173342168e+08,1.4173342168e+08
2020-03-22 14:05:00,3.0984918290e+09,3.0984918290e+09,1.8283217295e+08,1.8283217295e+08
2020-03-22 14:10:00,3.1115772211e+09,3.1115772211e+09,1.6286287195e+08,1.6286287195e+08
2020-03-22 14:15:00,3.1190209804e+09,3.1190209804e+09,1.7911399088e+08,1.7911399088e+08
2020-03-22 14:20:00,3.1039133229e+09,3.1039133229e+09,2.0582050458e+08,2.0582050458e+08
2020-03-22 14:25:00,3.0829873536e+09,3.0829873536e+09,1.9042411801e+08,1.9042411801e+08
2020-03-22 14:30:00,3.1987149124e+09,3.1987149124e+09,1.6388433511e+08,1.6388433511e+08
2020-03-22 14:35:00,3.1230103158e+09,3.1230103158e+09,1.5125025728e+08,1.5125025728e+08
2020-03-22 14:40:00,3.0868494224e+09,3.0868494224e+09,1.9357908637e+08,1.9357908637e+08
2020-03-22 14:45:00,3.1255725213e+09,3.1255725213e+09,1.1998094971e+08,1.1998094971e+08
2020-03-22 14:50:00,3.1025097752e+09,3.1025097752e+09,1.2757643285e+08,1.2757643285e+08
2020-03-22 14:55:00,3.1156568458e+09,3.1156568458e+09,8.8443974054e+07,8.8443974054e+07
2020-03-22 15:00:00,3.1277447393e+09,3.1277447393e+09,1.0861538855e+08,1.0861538855e+08
2020-03-22 15:05:00,3.1885066559e+09,3.1885066559e+09,1.0894742107e+08,1.0894742107e+08
2020-03-22 15:10:00,3.1380784956e+09,3.1380784956e+09,1.0879814986e+08,1.0879814986e+08
2020-03-22 15:15:00,3.1110783457e+09,3.1110783457e+09,1.3269930709e+08,1.3269930709e+08
2020-03-22 15:20:00,3.1350336212e+09,3.1350336212e+09,1.2733554691e+08,1.2733554691e+08
2020-03-22 15:25:00,3.1187659845e+09,3.1187659845e+09,1.4294797106e+08,1.4294797106e+08
2020-03-22 15:30:00,3.1153587842e+09,3.1153587842e+09,2.1636623988e+08,2.1636623988e+08
2020-03-22 15:35:00,3.1165853591e+09,3.1165853591e+09,1.4116579275e+08,1.4116579275e+08
2020-03-22 15:40:00,3.1022432579e+09,3.1022432579e+09,9.5439824361e+07,9.5439824361e+07
2020-03-22 15:45:00,3.1044958806e+09,3.1044958806e+09,2.0319032726e+08,2.0319032726e+08
2020-03-22 15:50:00,3.0928202531e+09,3.0928202531e+09,1.5928718853e+08,1.5928718853e+08
2020-03-22 15:55:00,3.1303061997e+09,3.1303061997e+09,1.7701683248e+08,1.7701683248e+08
2020-03-22 16:00:00,3.0787117488e+09,3.0787117488e+09,1.2556984078e+08,1.2556984078e+08
2020-03-22 16:05:00,3.1028017425e+09,3.1028017425e+09,1.1650483241e+08,1.1650483241e+08
2020-03-22 16:10:00,3.1009708548e+09,3.1009708548e+09,1.6567004252e+08,1.6567004252e+08
2020-03-22 16:15:00,3.2091733260e+09,3.2091733260e+09,2.2432546879e+08,2.2432546879e+08
2020-03-22 16:20:00,3.1018561197e+09,3.1018561197e+09,1.6572239284e+08,1.6572239284e+08
2020-03-22 16:25:00,3.1850685896e+09,3.1850685896e+09,1.7319032745e+08,1.7319032745e+08
2020-03-22 16:30:00,3.1044048954e+09,3.1044048954e+09,1.7064304772e+08,1.7064304772e+08
2020-03-22 16:35:00,3.1201867337e+09,3.1201867337e+09,1.8320480104e+08,1.8320480104e+08
2020-03-22 16:40:00,3.0843644502e+09,3.0843644502e+09,1.6760435326e+08,1.6760435326e+08
2020-03-22 16:45:00,3.1125744851e+09,3.1125744851e+09,1.6104554245e+08,1.6104554245e+08
2020-03-22 16:50:00,3.1460096195e+09,3.1460096195e+09,1.0031731008e+08,1.0031731008e+08
2020-03-22 16:55:00,3.1035001306e+09,3.1035001306e+09,9.7743328252e+07,9.7743328252e+07
2020-03-22 17:00:00,3.1010674980e+09,3.1010674980e+09,1.0771043534e+08,1.0771043534e+08
2020-03-22 17:05:00,3.1301035960e+09,3.1301035960e+09,8.8653856982e+07,8.8653856982e+07
2020-03-22 17:10:00,3.1192467764e+09,3.1192467764e+09,1.5659077302e+08,1.5659077302e+08
2020-03-22 17:15:00,3.1573890370e+09,3.1573890370e+09,1.2358879344e+08,1.2358879344e+08
2020-03-22 17:20:00,3.0982161603e+09,3.0982161603e+09,1.5294923131e+08,1.5294923131e+08
