DATE,CHES,CHES_peak,ESCH,CHES_peak
2020-03-15 13:30:00,8.2278898072e+09,8.2278898072e+09,7.4085283168e+09,7.4085283168e+09
2020-03-15 13:35:00,6.3761196350e+09,6.3761196350e+09,7.8855202587e+09,7.8855202587e+09
2020-03-15 13:40:00,5.9189909622e+09,5.9189909622e+09,7.6009821121e+09,7.6009821121e+09
2020-03-15 13:45:00,8.1928237780e+09,8.1928237780e+09,6.8519442658e+09,6.8519442658e+09
2020-03-15 13:50:00,9.3472018588e+09,9.3472018588e+09,5.4642559400e+09,5.4642559400e+09
2020-03-15 13:55:00,7.5651301552e+09,7.5651301552e+09,5.6936947457e+09,5.6936947457e+09
2020-03-15 14:00:00,4.2556473854e+09,4.2556473854e+09,9.3364726681e+09,9.3364726681e+09
2020-03-15 14:05:00,2.1803323188e+09,2.1803323188e+09,9.1263799087e+09,9.1263799087e+09
2020-03-15 14:10:00,3.5070083186e+09,3.5070083186e+09,6.1582437782e+09,6.1582437782e+09
2020-03-15 14:15:00,2.4428819158e+09,2.4428819158e+09,6.4355060400e+09,6.4355060400e+09
2020-03-15 14:20:00,2.2162981319e+09,2.2162981319e+09,6.8519331676e+09,6.8519331676e+09
2020-03-15 14:25:00,3.7437842564e+09,3.7437842564e+09,6.9986144608e+09,6.9986144608e+09
2020-03-15 14:30:00,3.5671465688e+09,3.5671465688e+09,7.2951562112e+09,7.2951562112e+09
2020-03-15 14:35:00,3.8189303855e+09,3.8189303855e+09,8.0979674637e+09,8.0979674637e+09
2020-03-15 14:40:00,3.8147438487e+09,3.8147438487e+09,8.4755753623e+09,8.4755753623e+09
2020-03-15 14:45:00,4.0175451889e+09,4.0175451889e+09,8.8147408953e+09,8.8147408953e+09
2020-03-15 14:50:00,4.1804886357e+09,4.1804886357e+09,1.0976136165e+10,1.0976136165e+10
2020-03-15 14:55:00,3.1997939716e+09,3.1997939716e+09,9.2503080157e+09,9.2503080157e+09
2020-03-15 15:00:00,4.4234174600e+09,4.4234174600e+09,1.0328548994e+10,1.0328548994e+10
2020-03-15 15:05:00,3.1242462925e+09,3.1242462925e+09,1.1110818427e+10,1.1110818427e+10
2020-03-15 15:10:00,3.0266381113e+09,3.0266381113e+09,9.7520062733e+09,9.7520062733e+09
2020-03-15 15:15:00,2.4484049650e+09,2.4484049650e+09,1.0386587131e+10,1.0386587131e+10
2020-03-15 15:20:00,4.2364728940e+09,4.2364728940e+09,1.2909791896e+10,1.2909791896e+10
2020-03-15 15:25:00,3.8229962929e+09,3.8229962929e+09,1.3141599699e+10,1.3141599699e+10
2020-03-15 15:30:00,2.6881486077e+09,2.6881486077e+09,1.3537779048e+10,1.3537779048e+10
2020-03-15 15:35:00,3.5332855599e+09,3.5332855599e+09,1.2385955914e+10,1.2385955914e+10
2020-03-15 15:40:00,3.3152871333e+09,3.3152871333e+09,9.3351066402e+09,9.3351066402e+09
2020-03-15 15:45:00,3.6763413916e+09,3.6763413916e+09,9.8322294392e+09,9.8322294392e+09
2020-03-15 15:50:00,4.8530468557e+09,4.8530468557e+09,9.6376091138e+09,9.6376091138e+09
2020-03-15 15:55:00,6.6785400673e+09,6.6785400673e+09,8.6651988034e+09,8.6651988034e+09
2020-03-15 16:00:00,5.7706137731e+09,5.7706137731e+09,7.0566924520e+09,7.0566924520e+09
2020-03-15 16:05:00,4.4524785532e+09,4.4524785532e+09,1.1275797511e+10,1.1275797511e+10
2020-03-15 16:10:00,3.0164496993e+09,3.0164496993e+09,9.1999551938e+09,9.1999551938e+09
2020-03-15 16:15:00,2.7129583078e+09,2.7129583078e+09,7.2195920731e+09,7.2195920731e+09
2020-03-15 16:20:00,2.5425555153e+09,2.5425555153e+09,7.3100981028e+09,7.3100981028e+09
2020-03-15 16:25:00,2.7258290202e+09,2.7258290202e+09,7.7911725671e+09,7.7911725671e+09
2020-03-15 16:30:00,2.4909304054e+09,2.4909304054e+09,8.0295239165e+09,8.0295239165e+09
2020-03-15 16:35:00,2.2588367443e+09,2.2588367443e+09,6.8113946964e+09,6.8113946964e+09
2020-03-15 16:40:00,2.2668327605e+09,2.2668327605e+09,6.9747910719e+09,6.9747910719e+09
2020-03-15 16:45:00,2.3873963050e+09,2.3873963050e+09,6.4479864813e+09,6.4479864813e+09
2020-03-15 16:50:00,2.1392126315e+09,2.1392126315e+09,8.0250671019e+09,8.0250671019e+09
2020-03-15 16:55:00,2.7138260743e+09,2.7138260743e+09,9.5992621627e+09,9.5992621627e+09
2020-03-15 17:00:00,3.6144637263e+09,3.6144637263e+09,8.8481855332e+09,8.8481855332e+09
2020-03-15 17:05:00,4.9219064715e+09,4.9219064715e+09,8.9748755378e+09,8.9748755378e+09
