DATE,GCAT,GCAT_peak,ATGC,ATGC_peak
2020-03-15 19:00:00,2.3940175501e+09,2.3940175501e+09,5.7527814736e+09,5.7527814736e+09
2020-03-15 19:05:00,2.3666445218e+09,2.3666445218e+09,6.1107213185e+09,6.1107213185e+09
2020-03-15 19:10:00,2.4218572092e+09,2.4218572092e+09,6.1762340086e+09,6.1762340086e+09
2020-03-15 19:15:00,2.4251489363e+09,2.4251489363e+09,6.3284047017e+09,6.3284047017e+09
2020-03-15 19:20:00,2.2739694055e+09,2.2739694055e+09,7.5881269415e+09,7.5881269415e+09
2020-03-15 19:25:00,2.3070463623e+09,2.3070463623e+09,6.7887617144e+09,6.7887617144e+09
2020-03-15 19:30:00,2.2620792233e+09,2.2620792233e+09,5.2831126709e+09,5.2831126709e+09
2020-03-15 19:35:00,2.2831325108e+09,2.2831325108e+09,5.9991461025e+09,5.9991461025e+09
2020-03-15 19:40:00,2.3195462198e+09,2.3195462198e+09,6.2243120548e+09,6.2243120548e+09
2020-03-15 19:45:00,2.3704222245e+09,2.3704222245e+09,4.9649266508e+09,4.9649266508e+09
