DATE,GRIT,GRIT_peak,ITGR,GRIT_peak
2020-03-15 14:50:00,7.0241827955e+09,7.0241827955e+09,4.9752460738e+09,4.9752460738e+09
2020-03-15 14:55:00,7.4390796246e+09,7.4390796246e+09,5.4048448203e+09,5.4048448203e+09
2020-03-15 15:00:00,7.1111867812e+09,7.1111867812e+09,4.5910225697e+09,4.5910225697e+09
2020-03-15 15:05:00,6.6091926472e+09,6.6091926472e+09,5.3090783678e+09,5.3090783678e+09
2020-03-15 15:10:00,8.0754848272e+09,8.0754848272e+09,4.4613229940e+09,4.4613229940e+09
2020-03-15 15:15:00,7.4074214868e+09,7.4074214868e+09,5.7037150413e+09,5.7037150413e+09
2020-03-15 15:20:00,6.9916520995e+09,6.9916520995e+09,5.0903259924e+09,5.0903259924e+09
2020-03-15 15:25:00,6.5439491066e+09,6.5439491066e+09,5.8326951468e+09,5.8326951468e+09
2020-03-15 15:30:00,6.6377944687e+09,6.6377944687e+09,4.9897623736e+09,4.9897623736e+09
2020-03-15 15:35:00,6.7556362349e+09,6.7556362349e+09,3.9200762218e+09,3.9200762218e+09
2020-03-15 15:40:00,7.1089503301e+09,7.1089503301e+09,5.0635207064e+09,5.0635207064e+09
2020-03-15 15:45:00,7.3768404195e+09,7.3768404195e+09,5.2984731895e+09,5.2984731895e+09
2020-03-15 15:50:00,7.5426429179e+09,7.5426429179e+09,4.5055341070e+09,4.5055341070e+09
2020-03-15 15:55:00,7.5791993324e+09,7.5791993324e+09,3.9203769044e+09,3.9203769044e+09
2020-03-15 16:00:00,7.4192344275e+09,7.4192344275e+09,5.1463861237e+09,5.1463861237e+09
2020-03-15 16:05:00,6.9073574640e+09,6.9073574640e+09,3.8469951403e+09,3.8469951403e+09
2020-03-15 16:10:00,6.7112446751e+09,6.7112446751e+09,4.3512726201e+09,4.3512726201e+09
2020-03-15 16:15:00,7.1019248685e+09,7.1019248685e+09,4.7676474227e+09,4.7676474227e+09
2020-03-15 16:20:00,7.2608592040e+09,7.2608592040e+09,4.8730136187e+09,4.8730136187e+09
2020-03-15 16:25:00,6.5450735490e+09,6.5450735490e+09,4.6216979537e+09,4.6216979537e+09
2020-03-15 16:30:00,6.7876593574e+09,6.7876593574e+09,4.3986549710e+09,4.3986549710e+09
2020-03-15 16:35:00,7.5976991790e+09,7.5976991790e+09,4.8424104782e+09,4.8424104782e+09
2020-03-15 16:40:00,6.8703253813e+09,6.8703253813e+09,5.4525096077e+09,5.4525096077e+09
2020-03-15 16:45:00,7.0026921193e+09,7.0026921193e+09,5.6726387595e+09,5.6726387595e+09
2020-03-15 16:50:00,6.8886657294e+09,6.8886657294e+09,6.6568459925e+09,6.6568459925e+09
2020-03-15 16:55:00,7.0822285828e+09,7.0822285828e+09,5.1817047473e+09,5.1817047473e+09
2020-03-15 17:00:00,6.3504165112e+09,6.3504165112e+09,4.7864844524e+09,4.7864844524e+09
