DATE,LVET,LVET_peak,ETLV,ETLV_peak
2020-03-27 22:15:00,3.8350148266e+09,3.8350148266e+09,1.0745976086e+08,1.0745976086e+08
2020-03-27 22:20:00,1.0897001853e+09,1.0897001853e+09,9.9983292171e+07,9.9983292171e+07
2020-03-27 22:25:00,3.8795040244e+09,3.8795040244e+09,1.0860248827e+08,1.0860248827e+08
2020-03-27 22:30:00,3.8965403830e+09,3.8965403830e+09,7.9325910144e+07,7.9325910144e+07
2020-03-27 22:35:00,3.6524613368e+09,3.6524613368e+09,7.3775539238e+07,7.3775539238e+07
2020-03-27 22:40:00,3.8151455277e+09,3.8151455277e+09,6.6651257897e+07,6.6651257897e+07
2020-03-27 22:45:00,3.7445400604e+09,3.7445400604e+09,5.8728649772e+07,5.8728649772e+07
2020-03-27 22:50:00,3.8504843293e+09,3.8504843293e+09,6.6281846655e+07,6.6281846655e+07
2020-03-27 22:55:00,3.7161932038e+09,3.7161932038e+09,5.5199050506e+07,5.5199050506e+07
2020-03-27 23:00:00,4.1272474866e+09,4.1272474866e+09,5.8605883070e+07,5.8605883070e+07
2020-03-27 23:05:00,3.6973962542e+09,3.6973962542e+09,1.4035698291e+08,1.4035698291e+08
2020-03-27 23:10:00,3.9473620579e+09,3.9473620579e+09,1.4940305077e+08,1.4940305077e+08
2020-03-27 23:15:00,3.8718446105e+09,3.8718446105e+09,8.1467076049e+07,8.1467076049e+07
2020-03-27 23:20:00,3.8614388063e+09,3.8614388063e+09,9.8661281835e+07,9.8661281835e+07
2020-03-27 23:25:00,3.8122277462e+09,3.8122277462e+09,6.1514646153e+07,6.1514646153e+07
2020-03-27 23:30:00,3.8402495149e+09,3.8402495149e+09,6.1431577835e+07,6.1431577835e+07
2020-03-27 23:35:00,3.9959066472e+09,3.9959066472e+09,1.1866735185e+08,1.1866735185e+08
2020-03-27 23:40:00,3.7447464392e+09,3.7447464392e+09,4.0815136435e+07,4.0815136435e+07
2020-03-27 23:45:00,3.8448141043e+09,3.8448141043e+09,4.6434293231e+07,4.6434293231e+07
2020-03-27 23:50:00,3.7707463879e+09,3.7707463879e+09,4.8288380981e+07,4.8288380981e+07
2020-03-27 23:55:00,3.8264047062e+09,3.8264047062e+09,1.4392818552e+08,1.4392818552e+08
2020-03-28 00:00:00,3.9069853415e+09,3.9069853415e+09,5.3830770950e+07,5.3830770950e+07
2020-03-28 00:05:00,3.7806586987e+09,3.7806586987e+09,4.5791341671e+07,4.5791341671e+07
2020-03-28 00:10:00,3.8423852848e+09,3.8423852848e+09,6.8960757269e+07,6.8960757269e+07
2020-03-28 00:15:00,3.7326985227e+09,3.7326985227e+09,5.0425767765e+07,5.0425767765e+07
