DATE,PRES,PRES_peak,ESPR,ESPR_peak
2020-03-15 07:50:00,2.2234194562e+09,2.2234194562e+09,4.9746091530e+08,4.9746091530e+08
2020-03-15 07:55:00,1.7986805927e+09,1.7986805927e+09,4.4811392185e+08,4.4811392185e+08
2020-03-15 08:00:00,2.0195157116e+09,2.0195157116e+09,3.9772954089e+08,3.9772954089e+08
2020-03-15 08:05:00,1.6083434664e+09,1.6083434664e+09,4.0623914062e+08,4.0623914062e+08
2020-03-15 08:10:00,1.5579449249e+09,1.5579449249e+09,4.4954753299e+08,4.4954753299e+08
2020-03-15 08:15:00,1.4946492499e+09,1.4946492499e+09,5.1399081846e+08,5.1399081846e+08
2020-03-15 08:20:00,2.1557841386e+09,2.1557841386e+09,5.6899805108e+08,5.6899805108e+08
2020-03-15 08:25:00,1.8207737161e+09,1.8207737161e+09,5.4568369250e+08,5.4568369250e+08
2020-03-15 08:30:00,1.9267809041e+09,1.9267809041e+09,5.5421264388e+08,5.5421264388e+08
2020-03-15 08:35:00,1.6551502996e+09,1.6551502996e+09,4.8174453553e+08,4.8174453553e+08
2020-03-15 08:40:00,1.5233387167e+09,1.5233387167e+09,4.4871972379e+08,4.4871972379e+08
2020-03-15 08:45:00,1.1835497684e+09,1.1835497684e+09,4.0370884033e+08,4.0370884033e+08
2020-03-15 08:50:00,1.9127541835e+09,1.9127541835e+09,5.4800536948e+08,5.4800536948e+08
2020-03-15 08:55:00,1.3093098094e+09,1.3093098094e+09,4.1065697416e+08,4.1065697416e+08
2020-03-15 09:00:00,2.0805664225e+09,2.0805664225e+09,5.0134561312e+08,5.0134561312e+08
2020-03-15 09:05:00,1.3985786104e+09,1.3985786104e+09,4.7993512190e+08,4.7993512190e+08
2020-03-15 09:10:00,1.2938563766e+09,1.2938563766e+09,4.3592554937e+08,4.3592554937e+08
2020-03-15 09:15:00,1.3699531116e+09,1.3699531116e+09,5.6051423743e+08,5.6051423743e+08
2020-03-15 09:20:00,1.4098681387e+09,1.4098681387e+09,6.3927727721e+08,6.3927727721e+08
2020-03-15 09:25:00,1.3595002527e+09,1.3595002527e+09,6.2686342512e+08,6.2686342512e+08
2020-03-15 09:30:00,2.6447702574e+09,2.6447702574e+09,7.2174025617e+08,7.2174025617e+08
2020-03-15 09:35:00,4.6338644085e+09,4.6338644085e+09,7.1598900701e+08,7.1598900701e+08
2020-03-15 09:40:00,2.1248324562e+09,2.1248324562e+09,7.4099161235e+08,7.4099161235e+08
2020-03-15 09:45:00,1.5587504896e+09,1.5587504896e+09,7.4647882780e+08,7.4647882780e+08
2020-03-15 09:50:00,2.0002967612e+09,2.0002967612e+09,9.9403611826e+08,9.9403611826e+08
2020-03-15 09:55:00,2.2902768850e+09,2.2902768850e+09,1.0355348182e+09,1.0355348182e+09
2020-03-15 10:00:00,5.7860840313e+09,5.7860840313e+09,1.0675500004e+09,1.0675500004e+09
2020-03-15 10:05:00,3.7009634687e+09,3.7009634687e+09,8.6621886260e+08,8.6621886260e+08
2020-03-15 10:10:00,2.3022794557e+09,2.3022794557e+09,8.0263882520e+08,8.0263882520e+08
2020-03-15 10:15:00,2.1803534350e+09,2.1803534350e+09,7.5599090261e+08,7.5599090261e+08
2020-03-15 10:20:00,2.1833857229e+09,2.1833857229e+09,9.9722769544e+08,9.9722769544e+08
2020-03-15 10:25:00,2.1255277277e+09,2.1255277277e+09,7.7959729946e+08,7.7959729946e+08
2020-03-15 10:30:00,2.3103196957e+09,2.3103196957e+09,9.8679045509e+08,9.8679045509e+08
2020-03-15 10:35:00,4.6406546829e+09,4.6406546829e+09,1.0093443914e+09,1.0093443914e+09
2020-03-15 10:40:00,2.3820368805e+09,2.3820368805e+09,9.2647402453e+08,9.2647402453e+08
2020-03-15 10:45:00,4.3378511950e+09,4.3378511950e+09,9.1886275193e+08,9.1886275193e+08
2020-03-15 10:50:00,3.6059015249e+09,3.6059015249e+09,8.9162141979e+08,8.9162141979e+08
2020-03-15 10:55:00,2.9633540143e+09,2.9633540143e+09,8.5297916093e+08,8.5297916093e+08
2020-03-15 11:00:00,2.9441543138e+09,2.9441543138e+09,8.2456509797e+08,8.2456509797e+08
2020-03-15 11:05:00,3.1949663419e+09,3.1949663419e+09,7.5895908126e+08,7.5895908126e+08
2020-03-15 11:10:00,2.6154922946e+09,2.6154922946e+09,8.5450535171e+08,8.5450535171e+08
2020-03-15 11:15:00,1.8195100792e+09,1.8195100792e+09,9.1938409910e+08,9.1938409910e+08
2020-03-15 11:20:00,1.7517498384e+09,1.7517498384e+09,1.0181437475e+09,1.0181437475e+09
2020-03-15 11:25:00,1.4003089619e+09,1.4003089619e+09,1.0264926907e+09,1.0264926907e+09
2020-03-15 11:30:00,1.4300272925e+09,1.4300272925e+09,1.0914305666e+09,1.0914305666e+09
2020-03-15 11:35:00,1.1725476786e+09,1.1725476786e+09,9.4536358175e+08,9.4536358175e+08
2020-03-15 11:40:00,1.3226510191e+09,1.3226510191e+09,8.2586667134e+08,8.2586667134e+08
2020-03-15 11:45:00,2.0963776602e+09,2.0963776602e+09,7.4968959681e+08,7.4968959681e+08
2020-03-15 11:50:00,1.5438144988e+09,1.5438144988e+09,7.8726444388e+08,7.8726444388e+08
2020-03-15 11:55:00,1.1300186766e+09,1.1300186766e+09,9.7671234625e+08,9.7671234625e+08
2020-03-15 12:00:00,1.3303364627e+09,1.3303364627e+09,9.7904501996e+08,9.7904501996e+08
2020-03-15 12:05:00,1.4377477835e+09,1.4377477835e+09,9.0214790131e+08,9.0214790131e+08
2020-03-15 12:10:00,1.3508765864e+09,1.3508765864e+09,8.4071623048e+08,8.4071623048e+08
2020-03-15 12:15:00,2.9503547127e+09,2.9503547127e+09,8.1552251717e+08,8.1552251717e+08
2020-03-15 12:20:00,2.4819473757e+09,2.4819473757e+09,7.4092370030e+08,7.4092370030e+08
2020-03-15 12:25:00,2.1426040668e+09,2.1426040668e+09,7.8520285786e+08,7.8520285786e+08
2020-03-15 12:30:00,2.2271555143e+09,2.2271555143e+09,7.4853226810e+08,7.4853226810e+08
2020-03-15 12:35:00,3.2193255351e+09,3.2193255351e+09,8.4203637242e+08,8.4203637242e+08
2020-03-15 12:40:00,1.9607649743e+09,1.9607649743e+09,8.2481223837e+08,8.2481223837e+08
2020-03-15 12:45:00,2.0764662457e+09,2.0764662457e+09,9.1083377079e+08,9.1083377079e+08
2020-03-15 12:50:00,1.8678992575e+09,1.8678992575e+09,6.7066909049e+08,6.7066909049e+08
2020-03-15 12:55:00,3.3177896203e+09,3.3177896203e+09,7.7681019658e+08,7.7681019658e+08
2020-03-15 13:00:00,3.5959418045e+09,3.5959418045e+09,7.7614107148e+08,7.7614107148e+08
2020-03-15 13:05:00,1.6547108041e+09,1.6547108041e+09,6.1790309893e+08,6.1790309893e+08
2020-03-15 13:10:00,3.0669112827e+09,3.0669112827e+09,1.0093921094e+09,1.0093921094e+09
2020-03-15 13:15:00,3.8581320781e+09,3.8581320781e+09,7.6579743063e+08,7.6579743063e+08
2020-03-15 13:20:00,2.9475651673e+09,2.9475651673e+09,6.8927920903e+08,6.8927920903e+08
2020-03-15 13:25:00,1.9191631213e+09,1.9191631213e+09,7.6949723719e+08,7.6949723719e+08
2020-03-15 13:30:00,1.8070871884e+09,1.8070871884e+09,7.1054172367e+08,7.1054172367e+08
2020-03-15 13:35:00,1.7982008437e+09,1.7982008437e+09,8.7804091571e+08,8.7804091571e+08
2020-03-15 13:40:00,1.8145344141e+09,1.8145344141e+09,7.2926451649e+08,7.2926451649e+08
2020-03-15 13:45:00,1.4808318426e+09,1.4808318426e+09,6.3589959507e+08,6.3589959507e+08
2020-03-15 13:50:00,1.4355369173e+09,1.4355369173e+09,6.7066788890e+08,6.7066788890e+08
2020-03-15 13:55:00,1.7842820556e+09,1.7842820556e+09,6.9093622250e+08,6.9093622250e+08
2020-03-15 14:00:00,5.3460679505e+09,5.3460679505e+09,1.0119783248e+09,1.0119783248e+09
2020-03-15 14:05:00,5.8651024881e+09,5.8651024881e+09,7.1294309318e+08,7.1294309318e+08
2020-03-15 14:10:00,2.7743690125e+09,2.7743690125e+09,6.8919570149e+08,6.8919570149e+08
2020-03-15 14:15:00,3.3968957602e+09,3.3968957602e+09,8.2445767803e+08,8.2445767803e+08
2020-03-15 14:20:00,2.1504197835e+09,2.1504197835e+09,7.1577805922e+08,7.1577805922e+08
2020-03-15 14:25:00,2.8291044047e+09,2.8291044047e+09,7.2721878739e+08,7.2721878739e+08
2020-03-15 14:30:00,2.9286640943e+09,2.9286640943e+09,1.2743223568e+09,1.2743223568e+09
2020-03-15 14:35:00,2.7587906243e+09,2.7587906243e+09,9.4110125390e+08,9.4110125390e+08
2020-03-15 14:40:00,2.1123057041e+09,2.1123057041e+09,7.6949800850e+08,7.6949800850e+08
2020-03-15 14:45:00,2.7854752773e+09,2.7854752773e+09,7.6306092791e+08,7.6306092791e+08
2020-03-15 14:50:00,2.9371468665e+09,2.9371468665e+09,7.5473361713e+08,7.5473361713e+08
2020-03-15 14:55:00,1.9263365410e+09,1.9263365410e+09,6.9940277337e+08,6.9940277337e+08
2020-03-15 15:00:00,2.5607410244e+09,2.5607410244e+09,7.1758127819e+08,7.1758127819e+08
2020-03-15 15:05:00,2.4156899635e+09,2.4156899635e+09,8.2683212338e+08,8.2683212338e+08
2020-03-15 15:10:00,2.4535013798e+09,2.4535013798e+09,8.3426975363e+08,8.3426975363e+08
2020-03-15 15:15:00,2.5149633932e+09,2.5149633932e+09,7.8899926606e+08,7.8899926606e+08
2020-03-15 15:20:00,2.6187788435e+09,2.6187788435e+09,8.1499366911e+08,8.1499366911e+08
2020-03-15 15:25:00,2.4602013666e+09,2.4602013666e+09,7.0893127055e+08,7.0893127055e+08
2020-03-15 15:30:00,1.8348752947e+09,1.8348752947e+09,7.9058799096e+08,7.9058799096e+08
2020-03-15 15:35:00,4.2528356870e+09,4.2528356870e+09,8.1641267123e+08,8.1641267123e+08
2020-03-15 15:40:00,4.4162863662e+09,4.4162863662e+09,1.0527377362e+09,1.0527377362e+09
2020-03-15 15:45:00,3.1977394297e+09,3.1977394297e+09,1.0019870363e+09,1.0019870363e+09
2020-03-15 15:50:00,1.8348237769e+09,1.8348237769e+09,1.5259423296e+09,1.5259423296e+09
2020-03-15 15:55:00,1.9828056081e+09,1.9828056081e+09,1.0656472824e+09,1.0656472824e+09
2020-03-15 16:00:00,2.4488760645e+09,2.4488760645e+09,1.0462558665e+09,1.0462558665e+09
2020-03-15 16:05:00,6.8144016193e+09,6.8144016193e+09,1.0432151925e+09,1.0432151925e+09
2020-03-15 16:10:00,4.8639842538e+09,4.8639842538e+09,7.9021941869e+08,7.9021941869e+08
2020-03-15 16:15:00,1.9959179160e+09,1.9959179160e+09,7.8395484496e+08,7.8395484496e+08
2020-03-15 16:20:00,1.8512626507e+09,1.8512626507e+09,8.1145844808e+08,8.1145844808e+08
2020-03-15 16:25:00,2.0853763438e+09,2.0853763438e+09,7.6858415230e+08,7.6858415230e+08
2020-03-15 16:30:00,2.2059061689e+09,2.2059061689e+09,9.2072843572e+08,9.2072843572e+08
2020-03-15 16:35:00,1.6999434772e+09,1.6999434772e+09,9.5720918357e+08,9.5720918357e+08
2020-03-15 16:40:00,1.9890726785e+09,1.9890726785e+09,8.4563415087e+08,8.4563415087e+08
2020-03-15 16:45:00,1.6821586980e+09,1.6821586980e+09,8.0127105903e+08,8.0127105903e+08
2020-03-15 16:50:00,2.1479954833e+09,2.1479954833e+09,9.7386446034e+08,9.7386446034e+08
2020-03-15 16:55:00,2.3242446955e+09,2.3242446955e+09,8.7094241556e+08,8.7094241556e+08
2020-03-15 17:00:00,2.0475407560e+09,2.0475407560e+09,1.0759617019e+09,1.0759617019e+09
2020-03-15 17:05:00,1.3451839490e+09,1.3451839490e+09,1.0184426334e+09,1.0184426334e+09
2020-03-15 17:10:00,1.8109691318e+09,1.8109691318e+09,1.0696130694e+09,1.0696130694e+09
2020-03-15 17:15:00,2.3550180080e+09,2.3550180080e+09,9.8533371587e+08,9.8533371587e+08
2020-03-15 17:20:00,1.9320223489e+09,1.9320223489e+09,1.2198351350e+09,1.2198351350e+09
2020-03-15 17:25:00,2.0452613797e+09,2.0452613797e+09,1.1407030052e+09,1.1407030052e+09
2020-03-15 17:30:00,1.8321621797e+09,1.8321621797e+09,1.2131622254e+09,1.2131622254e+09
2020-03-15 17:35:00,2.0619460549e+09,2.0619460549e+09,1.1085715383e+09,1.1085715383e+09
2020-03-15 17:40:00,3.0413287684e+09,3.0413287684e+09,9.5507351300e+08,9.5507351300e+08
2020-03-15 17:45:00,2.1055891455e+09,2.1055891455e+09,8.8771532732e+08,8.8771532732e+08
2020-03-15 17:50:00,1.7339846370e+09,1.7339846370e+09,1.2237398225e+09,1.2237398225e+09
2020-03-15 17:55:00,2.0907730840e+09,2.0907730840e+09,1.0574851585e+09,1.0574851585e+09
2020-03-15 18:00:00,2.3762698709e+09,2.3762698709e+09,1.0555642381e+09,1.0555642381e+09
2020-03-15 18:05:00,2.7599002315e+09,2.7599002315e+09,9.9134645395e+08,9.9134645395e+08
2020-03-15 18:10:00,3.2717949390e+09,3.2717949390e+09,9.1229268115e+08,9.1229268115e+08
2020-03-15 18:15:00,1.9217313986e+09,1.9217313986e+09,9.8787521850e+08,9.8787521850e+08
2020-03-15 18:20:00,2.3092664190e+09,2.3092664190e+09,1.3307771577e+09,1.3307771577e+09
2020-03-15 18:25:00,1.8971424541e+09,1.8971424541e+09,1.0016193789e+09,1.0016193789e+09
2020-03-15 18:30:00,1.7140457127e+09,1.7140457127e+09,9.7930197324e+08,9.7930197324e+08
2020-03-15 18:35:00,2.5908236262e+09,2.5908236262e+09,1.0898373154e+09,1.0898373154e+09
2020-03-15 18:40:00,2.5393400737e+09,2.5393400737e+09,1.1390755360e+09,1.1390755360e+09
2020-03-15 18:45:00,2.6305493006e+09,2.6305493006e+09,1.0065051224e+09,1.0065051224e+09
2020-03-15 18:50:00,2.2045240969e+09,2.2045240969e+09,1.1005449969e+09,1.1005449969e+09
2020-03-15 18:55:00,2.3591115662e+09,2.3591115662e+09,1.0515584300e+09,1.0515584300e+09
2020-03-15 19:00:00,2.4042756410e+09,2.4042756410e+09,1.5394947236e+09,1.5394947236e+09
2020-03-15 19:05:00,2.2783433552e+09,2.2783433552e+09,9.7781627832e+08,9.7781627832e+08
2020-03-15 19:10:00,2.3819875229e+09,2.3819875229e+09,1.1267824522e+09,1.1267824522e+09
2020-03-15 19:15:00,2.0935513782e+09,2.0935513782e+09,9.5584230932e+08,9.5584230932e+08
2020-03-15 19:20:00,1.7213204390e+09,1.7213204390e+09,9.8779824257e+08,9.8779824257e+08
2020-03-15 19:25:00,2.2200673037e+09,2.2200673037e+09,1.1176355693e+09,1.1176355693e+09
2020-03-15 19:30:00,2.1978126041e+09,2.1978126041e+09,1.0109135505e+09,1.0109135505e+09
2020-03-15 19:35:00,2.4528346209e+09,2.4528346209e+09,1.0072520698e+09,1.0072520698e+09
2020-03-15 19:40:00,1.9383770305e+09,1.9383770305e+09,9.1844916571e+08,9.1844916571e+08
2020-03-15 19:45:00,3.2217859891e+09,3.2217859891e+09,9.8020219339e+08,9.8020219339e+08
2020-03-15 19:50:00,2.3647202989e+09,2.3647202989e+09,1.2686968860e+09,1.2686968860e+09
