DATE,NLDE,NLDE_peak,DENL,DENL_peak
2020-03-21 23:35:00,3.0621403668e+10,3.0621403668e+10,3.2190124601e+10,3.2190124601e+10
2020-03-21 23:40:00,3.3302300181e+10,3.3302300181e+10,3.1610891059e+10,3.1610891059e+10
2020-03-21 23:45:00,2.7382080695e+10,2.7382080695e+10,2.5804971505e+10,2.5804971505e+10
2020-03-21 23:50:00,2.6197342266e+10,2.6197342266e+10,5.2520694445e+10,5.2520694445e+10
2020-03-21 23:55:00,3.1089619169e+10,3.1089619169e+10,3.8033895249e+10,3.8033895249e+10
2020-03-22 00:00:00,3.4277376643e+10,3.4277376643e+10,3.8321081689e+10,3.8321081689e+10
2020-03-22 00:05:00,2.9476700498e+10,2.9476700498e+10,4.0294387903e+10,4.0294387903e+10
2020-03-22 00:10:00,2.8052845140e+10,2.8052845140e+10,3.6146894417e+10,3.6146894417e+10
2020-03-22 00:15:00,2.7521268492e+10,2.7521268492e+10,3.7018204058e+10,3.7018204058e+10
2020-03-22 00:20:00,2.5227526181e+10,2.5227526181e+10,3.5256963961e+10,3.5256963961e+10
2020-03-22 00:25:00,3.0774243093e+10,3.0774243093e+10,3.5819927852e+10,3.5819927852e+10
2020-03-22 00:30:00,4.0572117281e+10,4.0572117281e+10,4.5241598131e+10,4.5241598131e+10
2020-03-22 00:35:00,3.1197259976e+10,3.1197259976e+10,3.7630279791e+10,3.7630279791e+10
2020-03-22 00:40:00,3.3822934748e+10,3.3822934748e+10,3.8581460319e+10,3.8581460319e+10
2020-03-22 00:45:00,3.3218818498e+10,3.3218818498e+10,4.2025249114e+10,4.2025249114e+10
2020-03-22 00:50:00,3.6943265752e+10,3.6943265752e+10,4.0889750712e+10,4.0889750712e+10
2020-03-22 00:55:00,3.5756690723e+10,3.5756690723e+10,4.8911276494e+10,4.8911276494e+10
2020-03-22 01:00:00,4.2170673003e+10,4.2170673003e+10,4.6611645745e+10,4.6611645745e+10
2020-03-22 01:05:00,3.6247841753e+10,3.6247841753e+10,4.2305455726e+10,4.2305455726e+10
2020-03-22 01:10:00,3.7906549317e+10,3.7906549317e+10,5.0140930750e+10,5.0140930750e+10
2020-03-22 01:15:00,3.5209460266e+10,3.5209460266e+10,5.3492921825e+10,5.3492921825e+10
2020-03-22 01:20:00,3.5564774714e+10,3.5564774714e+10,4.2535209293e+10,4.2535209293e+10
2020-03-22 01:25:00,3.2024032466e+10,3.2024032466e+10,3.6414108094e+10,3.6414108094e+10
2020-03-22 01:30:00,3.4600022106e+10,3.4600022106e+10,5.2273548482e+10,5.2273548482e+10
2020-03-22 01:35:00,3.6455729205e+10,3.6455729205e+10,5.7924059190e+10,5.7924059190e+10
2020-03-22 01:40:00,3.4600423192e+10,3.4600423192e+10,5.2398807250e+10,5.2398807250e+10
2020-03-22 01:45:00,3.4061012374e+10,3.4061012374e+10,5.9086390571e+10,5.9086390571e+10
2020-03-22 01:50:00,3.4947453020e+10,3.4947453020e+10,4.4049434837e+10,4.4049434837e+10
2020-03-22 01:55:00,3.9963214736e+10,3.9963214736e+10,4.1608868274e+10,4.1608868274e+10
2020-03-22 02:00:00,3.8702329594e+10,3.8702329594e+10,3.5275579308e+10,3.5275579308e+10
2020-03-22 02:05:00,3.4990171953e+10,3.4990171953e+10,2.9285351629e+10,2.9285351629e+10
2020-03-22 02:10:00,5.1657836061e+10,5.1657836061e+10,2.9664958889e+10,2.9664958889e+10
2020-03-22 02:15:00,5.5755661673e+10,5.5755661673e+10,3.0583753594e+10,3.0583753594e+10
2020-03-22 02:20:00,4.3893568622e+10,4.3893568622e+10,2.7736601417e+10,2.7736601417e+10
2020-03-22 02:25:00,4.8705313161e+10,4.8705313161e+10,2.8033456166e+10,2.8033456166e+10
2020-03-22 02:30:00,4.5699043120e+10,4.5699043120e+10,2.9846624266e+10,2.9846624266e+10
2020-03-22 02:35:00,6.2141279463e+10,6.2141279463e+10,3.1874784009e+10,3.1874784009e+10
2020-03-22 02:40:00,6.1815502139e+10,6.1815502139e+10,3.1914832744e+10,3.1914832744e+10
2020-03-22 02:45:00,6.0771111346e+10,6.0771111346e+10,3.1943688808e+10,3.1943688808e+10
2020-03-22 02:50:00,6.6693103932e+10,6.6693103932e+10,5.5453051482e+10,5.5453051482e+10
2020-03-22 02:55:00,6.3009651530e+10,6.3009651530e+10,4.9875073745e+10,4.9875073745e+10
2020-03-22 03:00:00,6.3690983273e+10,6.3690983273e+10,4.9807432939e+10,4.9807432939e+10
2020-03-22 03:05:00,5.8779089772e+10,5.8779089772e+10,4.3556051791e+10,4.3556051791e+10
2020-03-22 03:10:00,5.9070942135e+10,5.9070942135e+10,4.7686579187e+10,4.7686579187e+10
2020-03-22 03:15:00,6.2632084647e+10,6.2632084647e+10,3.7311164587e+10,3.7311164587e+10
2020-03-22 03:20:00,6.2591869252e+10,6.2591869252e+10,4.4145311338e+10,4.4145311338e+10
2020-03-22 03:25:00,6.3488765174e+10,6.3488765174e+10,3.5801555501e+10,3.5801555501e+10
2020-03-22 03:30:00,5.4815386262e+10,5.4815386262e+10,4.5954839396e+10,4.5954839396e+10
2020-03-22 03:35:00,5.3864743338e+10,5.3864743338e+10,4.4794801626e+10,4.4794801626e+10
2020-03-22 03:40:00,6.1107111680e+10,6.1107111680e+10,3.7766238851e+10,3.7766238851e+10
2020-03-22 03:45:00,6.0839640673e+10,6.0839640673e+10,5.1931318718e+10,5.1931318718e+10
2020-03-22 03:50:00,5.7438857492e+10,5.7438857492e+10,3.6139268919e+10,3.6139268919e+10
2020-03-22 03:55:00,6.1757936901e+10,6.1757936901e+10,2.9389314029e+10,2.9389314029e+10
2020-03-22 04:00:00,5.6789661996e+10,5.6789661996e+10,3.1060422254e+10,3.1060422254e+10
