DATE,DECZ,DECZ_peak,CZDE,CZDE_peak
2020-03-15 18:30:00,2.2414037190e+10,2.2414037190e+10,6.5138688846e+09,6.5138688846e+09
2020-03-15 18:35:00,2.7221872069e+10,2.7221872069e+10,6.6253719589e+09,6.6253719589e+09
2020-03-15 18:40:00,2.3849821293e+10,2.3849821293e+10,5.7834599318e+09,5.7834599318e+09
2020-03-15 18:45:00,3.0199101227e+10,3.0199101227e+10,7.1879534371e+09,7.1879534371e+09
2020-03-15 18:50:00,2.9170534818e+10,2.9170534818e+10,6.5875039941e+09,6.5875039941e+09
2020-03-15 18:55:00,2.7817226756e+10,2.7817226756e+10,7.5472446969e+09,7.5472446969e+09
2020-03-15 19:00:00,3.2534034977e+10,3.2534034977e+10,8.8308647847e+09,8.8308647847e+09
2020-03-15 19:05:00,3.2313347821e+10,3.2313347821e+10,7.1583848100e+09,7.1583848100e+09
2020-03-15 19:10:00,3.9252039239e+10,3.9252039239e+10,7.5710788346e+09,7.5710788346e+09
2020-03-15 19:15:00,3.7607563603e+10,3.7607563603e+10,3.6128363495e+10,3.6128363495e+10
2020-03-15 19:20:00,4.5398245056e+10,4.5398245056e+10,3.7200439527e+10,3.7200439527e+10
2020-03-15 19:25:00,3.8907228028e+10,3.8907228028e+10,3.7183461739e+10,3.7183461739e+10
2020-03-15 19:30:00,3.5812464724e+10,3.5812464724e+10,3.5275866225e+10,3.5275866225e+10
2020-03-15 19:35:00,3.8550572983e+10,3.8550572983e+10,2.5436561386e+10,2.5436561386e+10
2020-03-15 19:40:00,3.1762365271e+10,3.1762365271e+10,1.6632362919e+10,1.6632362919e+10
2020-03-15 19:45:00,3.4479100454e+10,3.4479100454e+10,1.3149554857e+10,1.3149554857e+10
