DATE,BGAT,BGAT_peak,ATBG,ATBG_peak
2020-03-25 09:30:00,1.5728043444e+10,1.5728043444e+10,4.0372386503e+09,4.0372386503e+09
2020-03-25 09:35:00,1.5885443037e+10,1.5885443037e+10,3.4489588697e+09,3.4489588697e+09
2020-03-25 09:40:00,1.7178038140e+10,1.7178038140e+10,5.7332709883e+09,5.7332709883e+09
2020-03-25 09:45:00,1.5945619779e+10,1.5945619779e+10,4.6883633288e+09,4.6883633288e+09
2020-03-25 09:50:00,1.5642965221e+10,1.5642965221e+10,4.1970797523e+09,4.1970797523e+09
2020-03-25 09:55:00,1.6190097146e+10,1.6190097146e+10,3.4188850700e+09,3.4188850700e+09
2020-03-25 10:00:00,1.5638300068e+10,1.5638300068e+10,3.1160323658e+09,3.1160323658e+09
2020-03-25 10:05:00,1.7289289909e+10,1.7289289909e+10,3.0123828481e+09,3.0123828481e+09
2020-03-25 10:10:00,1.7835907732e+10,1.7835907732e+10,3.1172278521e+09,3.1172278521e+09
2020-03-25 10:15:00,1.0660871214e+10,1.0660871214e+10,2.6851112586e+09,2.6851112586e+09
2020-03-25 10:20:00,9.4776716696e+09,9.4776716696e+09,2.7020479260e+09,2.7020479260e+09
2020-03-25 10:25:00,9.7375488269e+09,9.7375488269e+09,3.3830150973e+09,3.3830150973e+09
2020-03-25 10:30:00,9.4603074128e+09,9.4603074128e+09,2.9504987946e+09,2.9504987946e+09
2020-03-25 10:35:00,9.7951215466e+09,9.7951215466e+09,2.7270933587e+09,2.7270933587e+09
2020-03-25 10:40:00,1.0187397835e+10,1.0187397835e+10,3.1515139983e+09,3.1515139983e+09
2020-03-25 10:45:00,1.4281667035e+10,1.4281667035e+10,2.7376117184e+09,2.7376117184e+09
2020-03-25 10:50:00,1.4297154077e+10,1.4297154077e+10,2.6043783464e+09,2.6043783464e+09
2020-03-25 10:55:00,1.5297275284e+10,1.5297275284e+10,2.7451793910e+09,2.7451793910e+09
2020-03-25 11:00:00,1.4413688473e+10,1.4413688473e+10,2.6723011832e+09,2.6723011832e+09
