DATE,ESFR,ESFR_peak,FRES,ESFR_peak
2020-03-22 16:35:00,4.5097437571e+09,4.5097437571e+09,3.2868850804e+09,3.2868850804e+09
2020-03-22 16:40:00,4.0399359584e+09,4.0399359584e+09,3.2207757098e+09,3.2207757098e+09
2020-03-22 16:45:00,4.1225754134e+09,4.1225754134e+09,3.3841111443e+09,3.3841111443e+09
2020-03-22 16:50:00,4.2590095482e+09,4.2590095482e+09,3.6189754718e+09,3.6189754718e+09
2020-03-22 16:55:00,3.8065254695e+09,3.8065254695e+09,3.4825033885e+09,3.4825033885e+09
2020-03-22 17:00:00,2.6333520002e+09,2.6333520002e+09,3.1205436725e+09,3.1205436725e+09
2020-03-22 17:05:00,1.4216528693e+09,1.4216528693e+09,2.8906065209e+09,2.8906065209e+09
2020-03-22 17:10:00,1.0988452087e+09,1.0988452087e+09,2.7822545627e+09,2.7822545627e+09
2020-03-22 17:15:00,9.3775082086e+08,9.3775082086e+08,3.1145849032e+09,3.1145849032e+09
2020-03-22 17:20:00,9.4289758289e+08,9.4289758289e+08,3.1323948390e+09,3.1323948390e+09
2020-03-22 17:25:00,9.6554067549e+08,9.6554067549e+08,3.0073378462e+09,3.0073378462e+09
2020-03-22 17:30:00,1.0169277754e+09,1.0169277754e+09,2.9728446860e+09,2.9728446860e+09
2020-03-22 17:35:00,9.1026034724e+08,9.1026034724e+08,2.7260429661e+09,2.7260429661e+09
2020-03-22 17:40:00,1.0777573720e+09,1.0777573720e+09,2.7174822592e+09,2.7174822592e+09
2020-03-22 17:45:00,1.2273086204e+09,1.2273086204e+09,2.8672389724e+09,2.8672389724e+09
2020-03-22 17:50:00,1.3929356969e+09,1.3929356969e+09,2.8094088484e+09,2.8094088484e+09
2020-03-22 17:55:00,1.8627374042e+09,1.8627374042e+09,2.9900403174e+09,2.9900403174e+09
2020-03-22 18:00:00,2.0138101396e+09,2.0138101396e+09,2.6795857645e+09,2.6795857645e+09
2020-03-22 18:05:00,1.6523206704e+09,1.6523206704e+09,2.8582579537e+09,2.8582579537e+09
2020-03-22 18:10:00,1.1917824220e+09,1.1917824220e+09,2.8299093002e+09,2.8299093002e+09
2020-03-22 18:15:00,6.4235807631e+08,6.4235807631e+08,2.5233316384e+09,2.5233316384e+09
2020-03-22 18:20:00,6.2654539843e+08,6.2654539843e+08,2.7972867721e+09,2.7972867721e+09
2020-03-22 18:25:00,8.8413661555e+08,8.8413661555e+08,2.7495482762e+09,2.7495482762e+09
2020-03-22 18:30:00,7.6486323749e+08,7.6486323749e+08,2.7199661210e+09,2.7199661210e+09
2020-03-22 18:35:00,1.0394027295e+09,1.0394027295e+09,2.7970073207e+09,2.7970073207e+09
2020-03-22 18:40:00,1.2403186494e+09,1.2403186494e+09,2.9134588372e+09,2.9134588372e+09
2020-03-22 18:45:00,8.2485415986e+08,8.2485415986e+08,3.0221051213e+09,3.0221051213e+09
2020-03-22 18:50:00,7.7319977739e+08,7.7319977739e+08,3.0001014789e+09,3.0001014789e+09
2020-03-22 18:55:00,7.4223427958e+08,7.4223427958e+08,3.3811808195e+09,3.3811808195e+09
2020-03-22 19:00:00,7.0412359268e+08,7.0412359268e+08,3.6614921678e+09,3.6614921678e+09
2020-03-22 19:05:00,6.8397070381e+08,6.8397070381e+08,3.3531609666e+09,3.3531609666e+09
2020-03-22 19:10:00,9.4521726726e+08,9.4521726726e+08,4.0893108969e+09,4.0893108969e+09
2020-03-22 19:15:00,7.4508901698e+08,7.4508901698e+08,4.4380514840e+09,4.4380514840e+09
2020-03-22 19:20:00,1.5586735927e+09,1.5586735927e+09,4.4644846226e+09,4.4644846226e+09
2020-03-22 19:25:00,1.7500042056e+09,1.7500042056e+09,4.0790184799e+09,4.0790184799e+09
2020-03-22 19:30:00,1.8257134571e+09,1.8257134571e+09,4.1946978256e+09,4.1946978256e+09
2020-03-22 19:35:00,3.7536997589e+09,3.7536997589e+09,3.6915085745e+09,3.6915085745e+09
2020-03-22 19:40:00,3.7559376611e+09,3.7559376611e+09,4.9390846123e+09,4.9390846123e+09
2020-03-22 19:45:00,4.4961880200e+09,4.4961880200e+09,3.8954486973e+09,3.8954486973e+09
