DATE,NLDU,NLDU_peak,DUNL,DUNL_peak
2020-03-22 13:05:00,5.7205986658e+09,5.7205986658e+09,1.4464758731e+04,1.4464758731e+04
2020-03-22 13:10:00,1.0932813020e+10,1.0932813020e+10,1.5277576838e+04,1.5277576838e+04
2020-03-22 13:15:00,8.0612920136e+09,8.0612920136e+09,1.4456508965e+04,1.4456508965e+04
2020-03-22 13:20:00,8.2564662763e+09,8.2564662763e+09,1.4763689092e+04,1.4763689092e+04
2020-03-22 13:25:00,8.1529558995e+09,8.1529558995e+09,1.5095050819e+04,1.5095050819e+04
2020-03-22 13:30:00,1.2347142614e+10,1.2347142614e+10,1.4713296889e+04,1.4713296889e+04
2020-03-22 13:35:00,1.9464348755e+10,1.9464348755e+10,1.4739501190e+04,1.4739501190e+04
2020-03-22 13:40:00,1.6521825070e+10,1.6521825070e+10,1.4697655405e+04,1.4697655405e+04
2020-03-22 13:45:00,2.0360281003e+10,2.0360281003e+10,1.5507574783e+04,1.5507574783e+04
2020-03-22 13:50:00,1.7481698758e+10,1.7481698758e+10,1.4753694109e+04,1.4753694109e+04
2020-03-22 13:55:00,8.0430167943e+09,8.0430167943e+09,1.4700075412e+04,1.4700075412e+04
2020-03-22 14:00:00,5.6191207172e+09,5.6191207172e+09,1.4924649502e+04,1.4924649502e+04
2020-03-22 14:05:00,6.5541536736e+09,6.5541536736e+09,1.4779544000e+04,1.4779544000e+04
2020-03-22 14:10:00,6.5193887872e+09,6.5193887872e+09,1.4713132444e+04,1.4713132444e+04
2020-03-22 14:15:00,6.8074032010e+09,6.8074032010e+09,1.4798914667e+04,1.4798914667e+04
2020-03-22 14:20:00,9.4699411844e+09,9.4699411844e+09,1.4525942578e+04,1.4525942578e+04
2020-03-22 14:25:00,6.5276297290e+09,6.5276297290e+09,1.4904301689e+04,1.4904301689e+04
2020-03-22 14:30:00,4.8964863861e+09,4.8964863861e+09,1.4960334400e+04,1.4960334400e+04
2020-03-22 14:35:00,5.0742706355e+09,5.0742706355e+09,1.4432673327e+04,1.4432673327e+04
2020-03-22 14:40:00,5.9114688487e+09,5.9114688487e+09,1.5170729824e+04,1.5170729824e+04
2020-03-22 14:45:00,4.9631687690e+09,4.9631687690e+09,1.4913986012e+04,1.4913986012e+04
2020-03-22 14:50:00,4.8588850935e+09,4.8588850935e+09,1.4514280387e+04,1.4514280387e+04
2020-03-22 14:55:00,5.9806587450e+09,5.9806587450e+09,1.4859265659e+04,1.4859265659e+04
2020-03-22 15:00:00,5.4561449540e+09,5.4561449540e+09,1.5231516880e+04,1.5231516880e+04
2020-03-22 15:05:00,4.6524118923e+09,4.6524118923e+09,1.4721166133e+04,1.4721166133e+04
2020-03-22 15:10:00,4.7770640877e+09,4.7770640877e+09,1.4854361339e+04,1.4854361339e+04
2020-03-22 15:15:00,4.9002202374e+09,4.9002202374e+09,1.4688111817e+04,1.4688111817e+04
2020-03-22 15:20:00,6.1933334565e+09,6.1933334565e+09,1.5052114263e+04,1.5052114263e+04
2020-03-22 15:25:00,5.4467137134e+09,5.4467137134e+09,1.4775130263e+04,1.4775130263e+04
2020-03-22 15:30:00,5.2900389031e+09,5.2900389031e+09,1.4575216096e+04,1.4575216096e+04
