DATE,NLBE,NLBE_peak,BENL,BENL_peak
2020-03-17 20:30:00,5.2077582157e+05,5.2077582157e+05,6.4890285513e+05,6.4890285513e+05
2020-03-17 20:35:00,5.0607645418e+05,5.0607645418e+05,6.2723601599e+05,6.2723601599e+05
2020-03-17 20:40:00,5.1705720385e+05,5.1705720385e+05,5.6995841659e+05,5.6995841659e+05
2020-03-17 20:45:00,5.1867293721e+05,5.1867293721e+05,5.6572195977e+05,5.6572195977e+05
2020-03-17 20:50:00,5.0434231570e+05,5.0434231570e+05,5.4677883120e+05,5.4677883120e+05
2020-03-17 20:55:00,5.1855145149e+05,5.1855145149e+05,5.6478825514e+05,5.6478825514e+05
2020-03-17 21:00:00,5.1630140747e+05,5.1630140747e+05,5.6129935525e+05,5.6129935525e+05
2020-03-17 21:05:00,5.3304783147e+05,5.3304783147e+05,5.5481840240e+05,5.5481840240e+05
2020-03-17 21:10:00,5.2781658538e+05,5.2781658538e+05,7.3265719835e+05,7.3265719835e+05
2020-03-17 21:15:00,5.1918101927e+05,5.1918101927e+05,5.6391949175e+05,5.6391949175e+05
2020-03-17 21:20:00,5.0974885269e+05,5.0974885269e+05,5.9762987683e+05,5.9762987683e+05
2020-03-17 21:25:00,5.1374937665e+05,5.1374937665e+05,6.4422202549e+05,6.4422202549e+05
2020-03-17 21:30:00,5.2022374905e+05,5.2022374905e+05,6.4133971495e+05,6.4133971495e+05
2020-03-17 21:35:00,5.1516228204e+05,5.1516228204e+05,6.0861214116e+05,6.0861214116e+05
2020-03-17 21:40:00,5.2276691884e+05,5.2276691884e+05,7.2361251472e+05,7.2361251472e+05
2020-03-17 21:45:00,5.2633054229e+05,5.2633054229e+05,5.6699219745e+05,5.6699219745e+05
2020-03-17 21:50:00,5.1611074422e+05,5.1611074422e+05,5.5687019470e+05,5.5687019470e+05
2020-03-17 21:55:00,5.1046712887e+05,5.1046712887e+05,5.5499797748e+05,5.5499797748e+05
2020-03-17 22:00:00,5.1474670844e+05,5.1474670844e+05,5.6155553600e+05,5.6155553600e+05
2020-03-17 22:05:00,5.4432647253e+05,5.4432647253e+05,5.7388040533e+05,5.7388040533e+05
2020-03-17 22:10:00,5.2094095196e+05,5.2094095196e+05,6.4873828418e+05,6.4873828418e+05
2020-03-17 22:15:00,5.1340620210e+05,5.1340620210e+05,5.5881492441e+05,5.5881492441e+05
2020-03-17 22:20:00,5.1557204712e+05,5.1557204712e+05,6.4575881894e+05,6.4575881894e+05
2020-03-17 22:25:00,5.1894062749e+05,5.1894062749e+05,5.6898376264e+05,5.6898376264e+05
2020-03-17 22:30:00,5.2610073294e+05,5.2610073294e+05,5.7162698885e+05,5.7162698885e+05
2020-03-17 22:35:00,5.1809646756e+05,5.1809646756e+05,5.6668423378e+05,5.6668423378e+05
2020-03-17 22:40:00,5.1598988178e+05,5.1598988178e+05,6.4561359723e+05,6.4561359723e+05
2020-03-17 22:45:00,5.1240188253e+05,5.1240188253e+05,5.5881540016e+05,5.5881540016e+05
2020-03-17 22:50:00,5.1564583999e+05,5.1564583999e+05,5.5889404373e+05,5.5889404373e+05
2020-03-17 22:55:00,5.2612371854e+05,5.2612371854e+05,6.6181684092e+05,6.6181684092e+05
2020-03-17 23:00:00,5.2822781333e+05,5.2822781333e+05,5.8016577390e+05,5.8016577390e+05
2020-03-17 23:05:00,5.3225481529e+05,5.3225481529e+05,5.6152483454e+05,5.6152483454e+05
2020-03-17 23:10:00,5.2505858400e+05,5.2505858400e+05,7.0328392800e+05,7.0328392800e+05
2020-03-17 23:15:00,5.1936566880e+05,5.1936566880e+05,6.4973153600e+05,6.4973153600e+05
2020-03-17 23:20:00,5.1600944409e+05,5.1600944409e+05,6.4772895840e+05,6.4772895840e+05
2020-03-17 23:25:00,5.2349544889e+05,5.2349544889e+05,6.3568740871e+05,6.3568740871e+05
2020-03-17 23:30:00,5.1353490839e+05,5.1353490839e+05,5.6734097627e+05,5.6734097627e+05
2020-03-17 23:35:00,5.1409383561e+05,5.1409383561e+05,6.3833352897e+05,6.3833352897e+05
2020-03-17 23:40:00,4.6360086720e+05,4.6360086720e+05,5.7665043173e+05,5.7665043173e+05
2020-03-17 23:45:00,5.3979905516e+05,5.3979905516e+05,5.7770069632e+05,5.7770069632e+05
2020-03-17 23:50:00,5.2024208173e+05,5.2024208173e+05,5.5906118466e+05,5.5906118466e+05
2020-03-17 23:55:00,5.3496491113e+05,5.3496491113e+05,5.7510707048e+05,5.7510707048e+05
2020-03-18 00:00:00,5.3948621758e+05,5.3948621758e+05,6.0141614801e+05,6.0141614801e+05
