DATE,CHIT,CHIT_peak,ITCH,CHIT_peak
2020-03-15 15:55:00,2.9952985309e+10,2.9952985309e+10,3.7279170046e+10,3.7279170046e+10
2020-03-15 16:00:00,2.7910906355e+10,2.7910906355e+10,3.7310180411e+10,3.7310180411e+10
2020-03-15 16:05:00,2.4742452178e+10,2.4742452178e+10,3.8353920722e+10,3.8353920722e+10
2020-03-15 16:10:00,2.6468997484e+10,2.6468997484e+10,3.2090696789e+10,3.2090696789e+10
2020-03-15 16:15:00,2.1254877966e+10,2.1254877966e+10,3.4650387351e+10,3.4650387351e+10
2020-03-15 16:20:00,2.6477088065e+10,2.6477088065e+10,3.5384896051e+10,3.5384896051e+10
2020-03-15 16:25:00,3.4438854981e+10,3.4438854981e+10,3.6490613417e+10,3.6490613417e+10
2020-03-15 16:30:00,3.2706835753e+10,3.2706835753e+10,4.0658320150e+10,4.0658320150e+10
2020-03-15 16:35:00,2.7031981834e+10,2.7031981834e+10,3.9864959238e+10,3.9864959238e+10
2020-03-15 16:40:00,2.4572346016e+10,2.4572346016e+10,4.1714284952e+10,4.1714284952e+10
2020-03-15 16:45:00,2.4097831634e+10,2.4097831634e+10,4.3765837882e+10,4.3765837882e+10
2020-03-15 16:50:00,2.6312746971e+10,2.6312746971e+10,5.4012643557e+10,5.4012643557e+10
2020-03-15 16:55:00,2.7025715934e+10,2.7025715934e+10,4.6520053762e+10,4.6520053762e+10
2020-03-15 17:00:00,2.9775547668e+10,2.9775547668e+10,3.5498187356e+10,3.5498187356e+10
2020-03-15 17:05:00,3.2241284589e+10,3.2241284589e+10,3.9406375624e+10,3.9406375624e+10
2020-03-15 17:10:00,2.5726021810e+10,2.5726021810e+10,4.7753518700e+10,4.7753518700e+10
2020-03-15 17:15:00,2.4173704220e+10,2.4173704220e+10,4.1795630063e+10,4.1795630063e+10
2020-03-15 17:20:00,2.8170885094e+10,2.8170885094e+10,3.4532611296e+10,3.4532611296e+10
2020-03-15 17:25:00,2.1373474743e+10,2.1373474743e+10,3.2422410392e+10,3.2422410392e+10
2020-03-15 17:30:00,2.0500163084e+10,2.0500163084e+10,4.0287475266e+10,4.0287475266e+10
2020-03-15 17:35:00,2.1099165142e+10,2.1099165142e+10,3.8822943139e+10,3.8822943139e+10
2020-03-15 17:40:00,1.9524940990e+10,1.9524940990e+10,3.7426089003e+10,3.7426089003e+10
2020-03-15 17:45:00,2.8128523013e+10,2.8128523013e+10,4.0498336472e+10,4.0498336472e+10
2020-03-15 17:50:00,1.9234473783e+10,1.9234473783e+10,3.8894789565e+10,3.8894789565e+10
2020-03-15 17:55:00,1.8265021554e+10,1.8265021554e+10,3.5362998033e+10,3.5362998033e+10
2020-03-15 18:00:00,2.6039485165e+10,2.6039485165e+10,4.1454163419e+10,4.1454163419e+10
2020-03-15 18:05:00,2.2089684209e+10,2.2089684209e+10,4.4570288379e+10,4.4570288379e+10
2020-03-15 18:10:00,2.2291811685e+10,2.2291811685e+10,3.9304915085e+10,3.9304915085e+10
2020-03-15 18:15:00,2.0190343075e+10,2.0190343075e+10,3.7806451851e+10,3.7806451851e+10
2020-03-15 18:20:00,2.2935926888e+10,2.2935926888e+10,4.0483875932e+10,4.0483875932e+10
2020-03-15 18:25:00,1.8833466365e+10,1.8833466365e+10,4.7146958175e+10,4.7146958175e+10
2020-03-15 18:30:00,2.1538750170e+10,2.1538750170e+10,5.3507966761e+10,5.3507966761e+10
2020-03-15 18:35:00,1.7875926873e+10,1.7875926873e+10,5.5115932996e+10,5.5115932996e+10
2020-03-15 18:40:00,1.7887700423e+10,1.7887700423e+10,5.2671528676e+10,5.2671528676e+10
2020-03-15 18:45:00,2.4367002726e+10,2.4367002726e+10,5.2900892367e+10,5.2900892367e+10
2020-03-15 18:50:00,1.9129875344e+10,1.9129875344e+10,5.7444587458e+10,5.7444587458e+10
2020-03-15 18:55:00,2.2276581482e+10,2.2276581482e+10,6.2339930322e+10,6.2339930322e+10
2020-03-15 19:00:00,2.4294062041e+10,2.4294062041e+10,4.7108948366e+10,4.7108948366e+10
2020-03-15 19:05:00,2.1496708074e+10,2.1496708074e+10,4.0271751576e+10,4.0271751576e+10
2020-03-15 19:10:00,1.9763008443e+10,1.9763008443e+10,3.8575758278e+10,3.8575758278e+10
2020-03-15 19:15:00,2.6634400843e+10,2.6634400843e+10,3.6200948707e+10,3.6200948707e+10
2020-03-15 19:20:00,2.8093361986e+10,2.8093361986e+10,3.6126571460e+10,3.6126571460e+10
2020-03-15 19:25:00,2.1860178009e+10,2.1860178009e+10,4.5781933040e+10,4.5781933040e+10
2020-03-15 19:30:00,1.9605828510e+10,1.9605828510e+10,4.9963713327e+10,4.9963713327e+10
2020-03-15 19:35:00,2.9698410048e+10,2.9698410048e+10,4.5463838599e+10,4.5463838599e+10
2020-03-15 19:40:00,2.5911137993e+10,2.5911137993e+10,5.3130826582e+10,5.3130826582e+10
2020-03-15 19:45:00,2.8666284286e+10,2.8666284286e+10,5.3650297584e+10,5.3650297584e+10
