DATE,IEUK,IEUK_peak,UKIE,IEUK_peak
2020-03-15 06:55:00,5.2888493145e+08,5.2888493145e+08,3.5320451507e+09,3.5320451507e+09
2020-03-15 07:00:00,5.0106340901e+08,5.0106340901e+08,3.4922484068e+09,3.4922484068e+09
2020-03-15 07:05:00,5.3972021864e+08,5.3972021864e+08,3.9355971663e+09,3.9355971663e+09
2020-03-15 07:10:00,5.5168729897e+08,5.5168729897e+08,3.5549114896e+09,3.5549114896e+09
2020-03-15 07:15:00,5.5545832744e+08,5.5545832744e+08,3.3459247592e+09,3.3459247592e+09
2020-03-15 07:20:00,5.3762521797e+08,5.3762521797e+08,3.5066001722e+09,3.5066001722e+09
2020-03-15 07:25:00,5.2369598217e+08,5.2369598217e+08,3.4922148672e+09,3.4922148672e+09
2020-03-15 07:30:00,5.5933217788e+08,5.5933217788e+08,3.5447359001e+09,3.5447359001e+09
2020-03-15 07:35:00,5.4974019275e+08,5.4974019275e+08,3.4645683322e+09,3.4645683322e+09
2020-03-15 07:40:00,4.5108410903e+08,4.5108410903e+08,3.4447095015e+09,3.4447095015e+09
2020-03-15 07:45:00,4.6843468612e+08,4.6843468612e+08,3.5126830038e+09,3.5126830038e+09
2020-03-15 07:50:00,4.9497060095e+08,4.9497060095e+08,3.0482579992e+09,3.0482579992e+09
2020-03-15 07:55:00,4.7575929977e+08,4.7575929977e+08,3.4555519362e+09,3.4555519362e+09
2020-03-15 08:00:00,4.6216741132e+08,4.6216741132e+08,3.5997128171e+09,3.5997128171e+09
2020-03-15 08:05:00,6.3033418161e+08,6.3033418161e+08,2.6062298285e+09,2.6062298285e+09
2020-03-15 08:10:00,5.2252640915e+08,5.2252640915e+08,2.9893476651e+09,2.9893476651e+09
2020-03-15 08:15:00,4.6597320030e+08,4.6597320030e+08,3.5716105383e+09,3.5716105383e+09
2020-03-15 08:20:00,4.6692553860e+08,4.6692553860e+08,3.0351336123e+09,3.0351336123e+09
2020-03-15 08:25:00,4.9225040857e+08,4.9225040857e+08,3.5595800217e+09,3.5595800217e+09
2020-03-15 08:30:00,4.7699047377e+08,4.7699047377e+08,3.0159635291e+09,3.0159635291e+09
2020-03-15 08:35:00,5.2993853193e+08,5.2993853193e+08,3.4880754308e+09,3.4880754308e+09
2020-03-15 08:40:00,5.0240250344e+08,5.0240250344e+08,3.4479168519e+09,3.4479168519e+09
2020-03-15 08:45:00,5.5038353670e+08,5.5038353670e+08,3.5341578934e+09,3.5341578934e+09
2020-03-15 08:50:00,4.6541145123e+08,4.6541145123e+08,3.5098134605e+09,3.5098134605e+09
2020-03-15 08:55:00,5.0105343425e+08,5.0105343425e+08,3.7399995364e+09,3.7399995364e+09
2020-03-15 09:00:00,6.0064569330e+08,6.0064569330e+08,3.6571548309e+09,3.6571548309e+09
2020-03-15 09:05:00,6.1595702755e+08,6.1595702755e+08,3.5553121159e+09,3.5553121159e+09
2020-03-15 09:10:00,5.9185244059e+08,5.9185244059e+08,3.6030875656e+09,3.6030875656e+09
2020-03-15 09:15:00,6.1215859093e+08,6.1215859093e+08,3.5694262149e+09,3.5694262149e+09
2020-03-15 09:20:00,6.1960583455e+08,6.1960583455e+08,3.0186958121e+09,3.0186958121e+09
2020-03-15 09:25:00,6.9820608406e+08,6.9820608406e+08,3.5254348965e+09,3.5254348965e+09
2020-03-15 09:30:00,5.9373787338e+08,5.9373787338e+08,2.9572740418e+09,2.9572740418e+09
2020-03-15 09:35:00,6.1809007642e+08,6.1809007642e+08,3.4770410578e+09,3.4770410578e+09
2020-03-15 09:40:00,5.9922215346e+08,5.9922215346e+08,3.3977710290e+09,3.3977710290e+09
2020-03-15 09:45:00,6.0986867987e+08,6.0986867987e+08,3.5496572794e+09,3.5496572794e+09
2020-03-15 09:50:00,6.4099714235e+08,6.4099714235e+08,3.4380227171e+09,3.4380227171e+09
2020-03-15 09:55:00,6.2918830520e+08,6.2918830520e+08,3.5740891602e+09,3.5740891602e+09
2020-03-15 10:00:00,5.5944115808e+08,5.5944115808e+08,3.4910944598e+09,3.4910944598e+09
2020-03-15 10:05:00,6.0881520374e+08,6.0881520374e+08,3.6094403026e+09,3.6094403026e+09
2020-03-15 10:10:00,7.0497756016e+08,7.0497756016e+08,3.5752313817e+09,3.5752313817e+09
2020-03-15 10:15:00,5.9615846779e+08,5.9615846779e+08,3.4912379868e+09,3.4912379868e+09
2020-03-15 10:20:00,6.5354191012e+08,6.5354191012e+08,3.6067434019e+09,3.6067434019e+09
2020-03-15 10:25:00,5.9590002344e+08,5.9590002344e+08,3.5151755943e+09,3.5151755943e+09
2020-03-15 10:30:00,6.4199343026e+08,6.4199343026e+08,3.4926578679e+09,3.4926578679e+09
2020-03-15 10:35:00,6.5926761025e+08,6.5926761025e+08,3.4925368290e+09,3.4925368290e+09
2020-03-15 10:40:00,7.5632872365e+08,7.5632872365e+08,3.5376799771e+09,3.5376799771e+09
2020-03-15 10:45:00,7.9364978700e+08,7.9364978700e+08,3.5872820222e+09,3.5872820222e+09
2020-03-15 10:50:00,7.7443202183e+08,7.7443202183e+08,3.4991532339e+09,3.4991532339e+09
2020-03-15 10:55:00,7.5867917108e+08,7.5867917108e+08,3.5482631556e+09,3.5482631556e+09
2020-03-15 11:00:00,7.6967562319e+08,7.6967562319e+08,3.4915194779e+09,3.4915194779e+09
2020-03-15 11:05:00,7.2794059990e+08,7.2794059990e+08,3.5287550905e+09,3.5287550905e+09
2020-03-15 11:10:00,7.5267775244e+08,7.5267775244e+08,3.6329224055e+09,3.6329224055e+09
2020-03-15 11:15:00,7.9984349854e+08,7.9984349854e+08,3.7684166968e+09,3.7684166968e+09
2020-03-15 11:20:00,8.4155669626e+08,8.4155669626e+08,3.4884618724e+09,3.4884618724e+09
2020-03-15 11:25:00,7.3441562450e+08,7.3441562450e+08,3.5487025179e+09,3.5487025179e+09
2020-03-15 11:30:00,7.3509678285e+08,7.3509678285e+08,3.5200228222e+09,3.5200228222e+09
2020-03-15 11:35:00,6.9993438489e+08,6.9993438489e+08,3.5068013065e+09,3.5068013065e+09
2020-03-15 11:40:00,7.1652273907e+08,7.1652273907e+08,3.5074270936e+09,3.5074270936e+09
2020-03-15 11:45:00,6.9426745070e+08,6.9426745070e+08,3.4382123382e+09,3.4382123382e+09
2020-03-15 11:50:00,7.2272522477e+08,7.2272522477e+08,3.4809843843e+09,3.4809843843e+09
2020-03-15 11:55:00,6.9225567686e+08,6.9225567686e+08,3.4978188013e+09,3.4978188013e+09
2020-03-15 12:00:00,6.9511941861e+08,6.9511941861e+08,3.4960322910e+09,3.4960322910e+09
2020-03-15 12:05:00,7.5655351847e+08,7.5655351847e+08,3.4910506962e+09,3.4910506962e+09
2020-03-15 12:10:00,7.3917016909e+08,7.3917016909e+08,3.6820872635e+09,3.6820872635e+09
2020-03-15 12:15:00,7.1253536192e+08,7.1253536192e+08,3.4750162680e+09,3.4750162680e+09
2020-03-15 12:20:00,7.3884619331e+08,7.3884619331e+08,3.5385974510e+09,3.5385974510e+09
2020-03-15 12:25:00,7.3446418073e+08,7.3446418073e+08,3.5580594212e+09,3.5580594212e+09
2020-03-15 12:30:00,7.8983443006e+08,7.8983443006e+08,3.4302388109e+09,3.4302388109e+09
2020-03-15 12:35:00,9.5467622903e+08,9.5467622903e+08,3.5516228383e+09,3.5516228383e+09
