DATE,PTUK,PTUK_peak,UKPT,PTUK_peak
2020-03-24 10:35:00,1.0227574867e+09,1.0227574867e+09,3.7987195306e+08,3.7987195306e+08
2020-03-24 10:40:00,9.8494012389e+08,9.8494012389e+08,4.5531931074e+08,4.5531931074e+08
2020-03-24 10:45:00,8.8515069300e+08,8.8515069300e+08,4.3888058564e+08,4.3888058564e+08
2020-03-24 10:50:00,9.8914131231e+08,9.8914131231e+08,4.8596033115e+08,4.8596033115e+08
2020-03-24 10:55:00,1.0345612499e+09,1.0345612499e+09,5.5017541518e+08,5.5017541518e+08
2020-03-24 11:00:00,9.8694763160e+08,9.8694763160e+08,4.1377117153e+08,4.1377117153e+08
2020-03-24 11:05:00,1.1090985101e+09,1.1090985101e+09,4.4057998522e+08,4.4057998522e+08
2020-03-24 11:10:00,1.3143057770e+09,1.3143057770e+09,4.8310690573e+08,4.8310690573e+08
2020-03-24 11:15:00,2.1063195063e+09,2.1063195063e+09,4.8775189548e+08,4.8775189548e+08
2020-03-24 11:20:00,1.1668851738e+09,1.1668851738e+09,4.4033653803e+08,4.4033653803e+08
2020-03-24 11:25:00,1.1786881477e+09,1.1786881477e+09,7.1384231857e+08,7.1384231857e+08
2020-03-24 11:30:00,1.7880457945e+09,1.7880457945e+09,5.9571372297e+08,5.9571372297e+08
2020-03-24 11:35:00,1.3714412298e+09,1.3714412298e+09,5.0992191539e+08,5.0992191539e+08
2020-03-24 11:40:00,1.1297593840e+09,1.1297593840e+09,5.9936111719e+08,5.9936111719e+08
2020-03-24 11:45:00,1.0287562818e+09,1.0287562818e+09,5.0516503957e+08,5.0516503957e+08
2020-03-24 11:50:00,1.2015417831e+09,1.2015417831e+09,4.1782947292e+08,4.1782947292e+08
2020-03-24 11:55:00,1.8147522515e+09,1.8147522515e+09,3.8453454549e+08,3.8453454549e+08
2020-03-24 12:00:00,2.2373993510e+09,2.2373993510e+09,4.7083624352e+08,4.7083624352e+08
2020-03-24 12:05:00,1.8865636252e+09,1.8865636252e+09,4.6265093244e+08,4.6265093244e+08
2020-03-24 12:10:00,2.7687080319e+09,2.7687080319e+09,4.6144617168e+08,4.6144617168e+08
2020-03-24 12:15:00,2.4737977094e+09,2.4737977094e+09,3.5707428816e+08,3.5707428816e+08
2020-03-24 12:20:00,2.0903535555e+09,2.0903535555e+09,3.9747675324e+08,3.9747675324e+08
2020-03-24 12:25:00,1.9496093149e+09,1.9496093149e+09,3.8769709429e+08,3.8769709429e+08
2020-03-24 12:30:00,1.0780134544e+09,1.0780134544e+09,3.7115598562e+08,3.7115598562e+08
2020-03-24 12:35:00,1.1336677325e+09,1.1336677325e+09,3.8489546161e+08,3.8489546161e+08
2020-03-24 12:40:00,1.0408074008e+09,1.0408074008e+09,3.7985716920e+08,3.7985716920e+08
2020-03-24 12:45:00,9.2689592350e+08,9.2689592350e+08,3.3670578937e+08,3.3670578937e+08
2020-03-24 12:50:00,1.0390702325e+09,1.0390702325e+09,3.5137524063e+08,3.5137524063e+08
2020-03-24 12:55:00,1.2800486462e+09,1.2800486462e+09,3.9964512907e+08,3.9964512907e+08
2020-03-24 13:00:00,7.8811228004e+08,7.8811228004e+08,3.6942128085e+08,3.6942128085e+08
2020-03-24 13:05:00,1.8232852951e+09,1.8232852951e+09,3.5590313187e+08,3.5590313187e+08
2020-03-24 13:10:00,2.2381833473e+09,2.2381833473e+09,3.1295376168e+08,3.1295376168e+08
2020-03-24 13:15:00,2.2290823744e+09,2.2290823744e+09,3.0444127883e+08,3.0444127883e+08
2020-03-24 13:20:00,1.4724745002e+09,1.4724745002e+09,3.2086041479e+08,3.2086041479e+08
2020-03-24 13:25:00,1.1225489301e+09,1.1225489301e+09,2.9607934227e+08,2.9607934227e+08
2020-03-24 13:30:00,9.5363191038e+08,9.5363191038e+08,4.0461130697e+08,4.0461130697e+08
2020-03-24 13:35:00,8.0054121371e+08,8.0054121371e+08,3.9032641355e+08,3.9032641355e+08
2020-03-24 13:40:00,9.8633367476e+08,9.8633367476e+08,2.9851776820e+08,2.9851776820e+08
2020-03-24 13:45:00,8.0029417033e+08,8.0029417033e+08,2.9763528982e+08,2.9763528982e+08
2020-03-24 13:50:00,8.2519014199e+08,8.2519014199e+08,2.4138460037e+08,2.4138460037e+08
2020-03-24 13:55:00,9.7146131873e+08,9.7146131873e+08,2.4087442943e+08,2.4087442943e+08
2020-03-24 14:00:00,9.6029028531e+08,9.6029028531e+08,5.9328777362e+08,5.9328777362e+08
2020-03-24 14:05:00,9.6889755399e+08,9.6889755399e+08,3.4942699961e+08,3.4942699961e+08
2020-03-24 14:10:00,1.0495490014e+09,1.0495490014e+09,3.6941264471e+08,3.6941264471e+08
