DATE,LNLV,LNLV_peak,LVLN,LNLV_peak
2020-03-15 11:20:00,3.1077107200e+05,3.1077107200e+05,6.6160153920e+05,6.6160153920e+05
2020-03-15 11:25:00,3.3825853618e+05,3.3825853618e+05,1.5808697952e+06,1.5808697952e+06
2020-03-15 11:30:00,2.9382283200e+05,2.9382283200e+05,3.1350250471e+05,3.1350250471e+05
2020-03-15 11:35:00,3.0697957611e+05,3.0697957611e+05,4.8091170510e+05,4.8091170510e+05
2020-03-15 11:40:00,6.5686297395e+05,6.5686297395e+05,3.1420611793e+05,3.1420611793e+05
2020-03-15 11:45:00,3.2912013456e+05,3.2912013456e+05,3.0782839510e+05,3.0782839510e+05
2020-03-15 11:50:00,3.1962808978e+05,3.1962808978e+05,8.6146363858e+05,8.6146363858e+05
2020-03-15 11:55:00,3.2479491520e+05,3.2479491520e+05,1.2816299908e+06,1.2816299908e+06
2020-03-15 12:00:00,3.0724450293e+05,3.0724450293e+05,3.2141822578e+05,3.2141822578e+05
2020-03-15 12:05:00,3.2834447733e+05,3.2834447733e+05,3.2962690482e+06,3.2962690482e+06
2020-03-15 12:10:00,3.0063013138e+05,3.0063013138e+05,3.3310831218e+05,3.3310831218e+05
2020-03-15 12:15:00,3.1297930489e+05,3.1297930489e+05,3.1979649013e+05,3.1979649013e+05
2020-03-15 12:20:00,3.3189741084e+05,3.3189741084e+05,7.9556668036e+05,7.9556668036e+05
2020-03-15 12:25:00,3.2232056249e+05,3.2232056249e+05,1.3749484532e+06,1.3749484532e+06
2020-03-15 12:30:00,4.6611466187e+05,4.6611466187e+05,3.1743887964e+05,3.1743887964e+05
2020-03-15 12:35:00,3.0308578009e+05,3.0308578009e+05,3.1092330773e+05,3.1092330773e+05
2020-03-15 12:40:00,3.0146665316e+05,3.0146665316e+05,3.1660464427e+05,3.1660464427e+05
2020-03-15 12:45:00,3.0109921600e+05,3.0109921600e+05,3.0583951822e+05,3.0583951822e+05
2020-03-15 12:50:00,3.2383266347e+05,3.2383266347e+05,5.6430474080e+05,5.6430474080e+05
2020-03-15 12:55:00,3.2766480336e+05,3.2766480336e+05,1.5787737771e+06,1.5787737771e+06
2020-03-15 13:00:00,3.0141134196e+05,3.0141134196e+05,3.1482433982e+05,3.1482433982e+05
2020-03-15 13:05:00,3.2903007619e+05,3.2903007619e+05,3.2957590699e+06,3.2957590699e+06
2020-03-15 13:10:00,3.9566472889e+05,3.9566472889e+05,1.0567830877e+07,1.0567830877e+07
2020-03-15 13:15:00,4.0027400498e+05,4.0027400498e+05,1.0767087998e+07,1.0767087998e+07
2020-03-15 13:20:00,4.0491864213e+05,4.0491864213e+05,1.1124103294e+07,1.1124103294e+07
2020-03-15 13:25:00,4.5309432124e+05,4.5309432124e+05,1.2335943546e+07,1.2335943546e+07
2020-03-15 13:30:00,3.9863825424e+05,3.9863825424e+05,1.0369706591e+07,1.0369706591e+07
2020-03-15 13:35:00,4.0601614852e+05,4.0601614852e+05,1.1211954800e+07,1.1211954800e+07
2020-03-15 13:40:00,3.9394872498e+05,3.9394872498e+05,1.1472410586e+07,1.1472410586e+07
2020-03-15 13:45:00,3.0835315546e+05,3.0835315546e+05,1.1408719541e+06,1.1408719541e+06
2020-03-15 13:50:00,3.1041792760e+05,3.1041792760e+05,7.9367980970e+05,7.9367980970e+05
