DATE,CHFN,CHFN_peak,FNCH,CHFN_peak
2020-03-15 09:15:00,9.0960366272e+09,9.0960366272e+09,6.4071138480e+09,6.4071138480e+09
2020-03-15 09:20:00,1.1778129536e+10,1.1778129536e+10,5.5726562915e+09,5.5726562915e+09
2020-03-15 09:25:00,8.8533084263e+09,8.8533084263e+09,6.5100962808e+09,6.5100962808e+09
2020-03-15 09:30:00,7.7361451937e+09,7.7361451937e+09,8.1732632374e+09,8.1732632374e+09
2020-03-15 09:35:00,8.7713355331e+09,8.7713355331e+09,8.3682703263e+09,8.3682703263e+09
2020-03-15 09:40:00,1.0836494987e+10,1.0836494987e+10,6.7715523915e+09,6.7715523915e+09
2020-03-15 09:45:00,1.2381027180e+10,1.2381027180e+10,5.9075986846e+09,5.9075986846e+09
2020-03-15 09:50:00,1.3278068096e+10,1.3278068096e+10,6.7285958574e+09,6.7285958574e+09
2020-03-15 09:55:00,8.9885548957e+09,8.9885548957e+09,9.1061715058e+09,9.1061715058e+09
2020-03-15 10:00:00,1.1204589236e+10,1.1204589236e+10,9.3088729881e+09,9.3088729881e+09
2020-03-15 10:05:00,1.0302262461e+10,1.0302262461e+10,6.4173000675e+09,6.4173000675e+09
2020-03-15 10:10:00,1.5490004028e+10,1.5490004028e+10,7.7771634948e+09,7.7771634948e+09
2020-03-15 10:15:00,1.0663594768e+10,1.0663594768e+10,6.9342028200e+09,6.9342028200e+09
2020-03-15 10:20:00,1.1390452814e+10,1.1390452814e+10,7.2702714724e+09,7.2702714724e+09
2020-03-15 10:25:00,1.1097397820e+10,1.1097397820e+10,6.6893455324e+09,6.6893455324e+09
2020-03-15 10:30:00,1.3348750932e+10,1.3348750932e+10,7.1399497095e+09,7.1399497095e+09
2020-03-15 10:35:00,1.8492348155e+10,1.8492348155e+10,7.4904417904e+09,7.4904417904e+09
2020-03-15 10:40:00,9.2820245040e+09,9.2820245040e+09,7.9471512441e+09,7.9471512441e+09
2020-03-15 10:45:00,8.0824903590e+09,8.0824903590e+09,7.7297519930e+09,7.7297519930e+09
2020-03-15 10:50:00,9.5859648646e+09,9.5859648646e+09,7.6737810993e+09,7.6737810993e+09
2020-03-15 10:55:00,9.2936363557e+09,9.2936363557e+09,6.3199508752e+09,6.3199508752e+09
2020-03-15 11:00:00,9.2770538037e+09,9.2770538037e+09,5.2070415716e+09,5.2070415716e+09
2020-03-15 11:05:00,1.2601075469e+10,1.2601075469e+10,5.8367054851e+09,5.8367054851e+09
2020-03-15 11:10:00,1.0024083669e+10,1.0024083669e+10,7.2738800944e+09,7.2738800944e+09
2020-03-15 11:15:00,9.5973157503e+09,9.5973157503e+09,1.0887779631e+10,1.0887779631e+10
2020-03-15 11:20:00,9.1693772710e+09,9.1693772710e+09,1.1454403835e+10,1.1454403835e+10
2020-03-15 11:25:00,8.5555227166e+09,8.5555227166e+09,1.0300073827e+10,1.0300073827e+10
2020-03-15 11:30:00,1.5752623059e+10,1.5752623059e+10,1.0792410882e+10,1.0792410882e+10
2020-03-15 11:35:00,1.3504812664e+10,1.3504812664e+10,1.0952114853e+10,1.0952114853e+10
2020-03-15 11:40:00,1.0704498748e+10,1.0704498748e+10,8.2287690699e+09,8.2287690699e+09
2020-03-15 11:45:00,9.5228257632e+09,9.5228257632e+09,8.7220697152e+09,8.7220697152e+09
2020-03-15 11:50:00,1.3719106638e+10,1.3719106638e+10,8.7317963021e+09,8.7317963021e+09
2020-03-15 11:55:00,1.7701800133e+10,1.7701800133e+10,7.6364742960e+09,7.6364742960e+09
2020-03-15 12:00:00,9.7330059839e+09,9.7330059839e+09,6.4979181626e+09,6.4979181626e+09
2020-03-15 12:05:00,8.0290293235e+09,8.0290293235e+09,7.6171987767e+09,7.6171987767e+09
2020-03-15 12:10:00,1.1047886481e+10,1.1047886481e+10,8.0438354353e+09,8.0438354353e+09
2020-03-15 12:15:00,1.0415028438e+10,1.0415028438e+10,7.2880806374e+09,7.2880806374e+09
2020-03-15 12:20:00,1.3218467247e+10,1.3218467247e+10,5.6985379273e+09,5.6985379273e+09
2020-03-15 12:25:00,1.7986929860e+10,1.7986929860e+10,7.8522506324e+09,7.8522506324e+09
2020-03-15 12:30:00,1.2167102137e+10,1.2167102137e+10,7.5876968361e+09,7.5876968361e+09
2020-03-15 12:35:00,8.0200228920e+09,8.0200228920e+09,5.3371470416e+09,5.3371470416e+09
2020-03-15 12:40:00,1.1401178492e+10,1.1401178492e+10,6.1895443281e+09,6.1895443281e+09
2020-03-15 12:45:00,9.0794157902e+09,9.0794157902e+09,6.7784934796e+09,6.7784934796e+09
2020-03-15 12:50:00,1.0387184042e+10,1.0387184042e+10,6.9927906215e+09,6.9927906215e+09
2020-03-15 12:55:00,7.2997880314e+09,7.2997880314e+09,5.5670850694e+09,5.5670850694e+09
2020-03-15 13:00:00,7.6974309368e+09,7.6974309368e+09,5.9576852507e+09,5.9576852507e+09
