DATE,GCAT,GCAT_peak,ATGC,ATGC_peak
2020-03-22 09:10:00,1.6156007351e+09,1.6156007351e+09,8.8957030731e+09,8.8957030731e+09
2020-03-22 09:15:00,1.8188427398e+09,1.8188427398e+09,7.7867789309e+09,7.7867789309e+09
2020-03-22 09:20:00,1.7519954740e+09,1.7519954740e+09,8.0613690003e+09,8.0613690003e+09
2020-03-22 09:25:00,1.5641110481e+09,1.5641110481e+09,8.5269713189e+09,8.5269713189e+09
2020-03-22 09:30:00,1.6164321099e+09,1.6164321099e+09,6.6894657149e+09,6.6894657149e+09
2020-03-22 09:35:00,1.6963286095e+09,1.6963286095e+09,8.2431398692e+09,8.2431398692e+09
2020-03-22 09:40:00,1.6164299428e+09,1.6164299428e+09,9.1444703081e+09,9.1444703081e+09
2020-03-22 09:45:00,1.5614264575e+09,1.5614264575e+09,6.9003516979e+09,6.9003516979e+09
2020-03-22 09:50:00,1.7183419643e+09,1.7183419643e+09,9.4344513215e+09,9.4344513215e+09
2020-03-22 09:55:00,1.6041955787e+09,1.6041955787e+09,1.0705166851e+10,1.0705166851e+10
2020-03-22 10:00:00,1.6275197776e+09,1.6275197776e+09,7.2286560642e+09,7.2286560642e+09
2020-03-22 10:05:00,1.6557542023e+09,1.6557542023e+09,7.3491798165e+09,7.3491798165e+09
2020-03-22 10:10:00,1.7936554542e+09,1.7936554542e+09,6.7632963325e+09,6.7632963325e+09
2020-03-22 10:15:00,1.7862429970e+09,1.7862429970e+09,6.7067755381e+09,6.7067755381e+09
2020-03-22 10:20:00,1.5898326870e+09,1.5898326870e+09,7.2769621749e+09,7.2769621749e+09
2020-03-22 10:25:00,1.5891760896e+09,1.5891760896e+09,7.4985743820e+09,7.4985743820e+09
2020-03-22 10:30:00,1.6460223867e+09,1.6460223867e+09,7.4915308507e+09,7.4915308507e+09
2020-03-22 10:35:00,1.9075106977e+09,1.9075106977e+09,8.2460073034e+09,8.2460073034e+09
2020-03-22 10:40:00,1.7131701345e+09,1.7131701345e+09,7.8153476721e+09,7.8153476721e+09
2020-03-22 10:45:00,1.6155970710e+09,1.6155970710e+09,5.5556316703e+09,5.5556316703e+09
2020-03-22 10:50:00,1.5796347479e+09,1.5796347479e+09,9.4979383639e+09,9.4979383639e+09
2020-03-22 10:55:00,1.6939951012e+09,1.6939951012e+09,1.0581190975e+10,1.0581190975e+10
2020-03-22 11:00:00,1.8411288804e+09,1.8411288804e+09,8.1548022374e+09,8.1548022374e+09
2020-03-22 11:05:00,1.9834283233e+09,1.9834283233e+09,1.0389127187e+10,1.0389127187e+10
2020-03-22 11:10:00,2.2324379480e+09,2.2324379480e+09,9.3216157042e+09,9.3216157042e+09
2020-03-22 11:15:00,1.8329123373e+09,1.8329123373e+09,8.6034064163e+09,8.6034064163e+09
2020-03-22 11:20:00,1.5190507933e+09,1.5190507933e+09,7.5527182754e+09,7.5527182754e+09
2020-03-22 11:25:00,1.4873258104e+09,1.4873258104e+09,9.7240366043e+09,9.7240366043e+09
2020-03-22 11:30:00,1.4948563816e+09,1.4948563816e+09,5.7501570096e+09,5.7501570096e+09
2020-03-22 11:35:00,1.4776375519e+09,1.4776375519e+09,6.5809484829e+09,6.5809484829e+09
2020-03-22 11:40:00,1.4301676350e+09,1.4301676350e+09,7.0392125994e+09,7.0392125994e+09
2020-03-22 11:45:00,1.4823408936e+09,1.4823408936e+09,5.7273744603e+09,5.7273744603e+09
2020-03-22 11:50:00,1.5823955772e+09,1.5823955772e+09,7.0465976301e+09,7.0465976301e+09
2020-03-22 11:55:00,1.5843513292e+09,1.5843513292e+09,5.8433775596e+09,5.8433775596e+09
2020-03-22 12:00:00,1.6439911351e+09,1.6439911351e+09,5.6702354600e+09,5.6702354600e+09
2020-03-22 12:05:00,1.6366472177e+09,1.6366472177e+09,8.1393814800e+09,8.1393814800e+09
2020-03-22 12:10:00,1.6247463237e+09,1.6247463237e+09,7.7006242400e+09,7.7006242400e+09
2020-03-22 12:15:00,1.6683873935e+09,1.6683873935e+09,7.0774152457e+09,7.0774152457e+09
2020-03-22 12:20:00,1.6539371904e+09,1.6539371904e+09,9.2572700876e+09,9.2572700876e+09
2020-03-22 12:25:00,1.7799945082e+09,1.7799945082e+09,7.2326517935e+09,7.2326517935e+09
2020-03-22 12:30:00,1.8933340442e+09,1.8933340442e+09,5.0921268452e+09,5.0921268452e+09
2020-03-22 12:35:00,2.0552398601e+09,2.0552398601e+09,6.0598165211e+09,6.0598165211e+09
2020-03-22 12:40:00,1.9540078165e+09,1.9540078165e+09,4.9065481669e+09,4.9065481669e+09
2020-03-22 12:45:00,1.8988741679e+09,1.8988741679e+09,4.6779708195e+09,4.6779708195e+09
2020-03-22 12:50:00,1.9790210444e+09,1.9790210444e+09,6.6681217824e+09,6.6681217824e+09
2020-03-22 12:55:00,1.9683253319e+09,1.9683253319e+09,6.0425646588e+09,6.0425646588e+09
2020-03-22 13:00:00,1.7493784254e+09,1.7493784254e+09,4.7601162548e+09,4.7601162548e+09
2020-03-22 13:05:00,1.7854458240e+09,1.7854458240e+09,8.4336829412e+09,8.4336829412e+09
2020-03-22 13:10:00,1.7543104420e+09,1.7543104420e+09,7.5611965923e+09,7.5611965923e+09
2020-03-22 13:15:00,1.6166661856e+09,1.6166661856e+09,5.9657294234e+09,5.9657294234e+09
2020-03-22 13:20:00,1.4832148868e+09,1.4832148868e+09,8.1524205648e+09,8.1524205648e+09
2020-03-22 13:25:00,1.4019196953e+09,1.4019196953e+09,8.7028692604e+09,8.7028692604e+09
2020-03-22 13:30:00,1.7482514657e+09,1.7482514657e+09,6.3744959105e+09,6.3744959105e+09
2020-03-22 13:35:00,1.7659060702e+09,1.7659060702e+09,9.2831305600e+09,9.2831305600e+09
2020-03-22 13:40:00,1.6271838801e+09,1.6271838801e+09,9.0521183581e+09,9.0521183581e+09
2020-03-22 13:45:00,1.6255895702e+09,1.6255895702e+09,8.6707259470e+09,8.6707259470e+09
2020-03-22 13:50:00,1.6548154936e+09,1.6548154936e+09,7.5628106255e+09,7.5628106255e+09
2020-03-22 13:55:00,1.7209393486e+09,1.7209393486e+09,7.9173318655e+09,7.9173318655e+09
2020-03-22 14:00:00,1.7988086013e+09,1.7988086013e+09,5.8085929103e+09,5.8085929103e+09
2020-03-22 14:05:00,1.8210090517e+09,1.8210090517e+09,9.4003927264e+09,9.4003927264e+09
2020-03-22 14:10:00,1.8161084872e+09,1.8161084872e+09,1.0385669325e+10,1.0385669325e+10
2020-03-22 14:15:00,1.7917026821e+09,1.7917026821e+09,8.9909075026e+09,8.9909075026e+09
2020-03-22 14:20:00,1.8682974897e+09,1.8682974897e+09,9.7039969505e+09,9.7039969505e+09
2020-03-22 14:25:00,1.8280512656e+09,1.8280512656e+09,7.4912062798e+09,7.4912062798e+09
2020-03-22 14:30:00,1.7341793991e+09,1.7341793991e+09,6.3952734757e+09,6.3952734757e+09
2020-03-22 14:35:00,1.7136520876e+09,1.7136520876e+09,8.9702546692e+09,8.9702546692e+09
2020-03-22 14:40:00,1.7251914091e+09,1.7251914091e+09,7.3269046571e+09,7.3269046571e+09
2020-03-22 14:45:00,1.5567508791e+09,1.5567508791e+09,5.9539980610e+09,5.9539980610e+09
2020-03-22 14:50:00,1.6183181572e+09,1.6183181572e+09,7.2048045791e+09,7.2048045791e+09
2020-03-22 14:55:00,1.6561527943e+09,1.6561527943e+09,6.9766935375e+09,6.9766935375e+09
2020-03-22 15:00:00,1.7065787840e+09,1.7065787840e+09,5.6212722109e+09,5.6212722109e+09
2020-03-22 15:05:00,1.7051849947e+09,1.7051849947e+09,7.0556526197e+09,7.0556526197e+09
2020-03-22 15:10:00,1.8554176037e+09,1.8554176037e+09,5.6881646965e+09,5.6881646965e+09
2020-03-22 15:15:00,2.0231642657e+09,2.0231642657e+09,4.9958962670e+09,4.9958962670e+09
2020-03-22 15:20:00,1.8870533279e+09,1.8870533279e+09,6.5733414747e+09,6.5733414747e+09
2020-03-22 15:25:00,1.8631878689e+09,1.8631878689e+09,5.5713747619e+09,5.5713747619e+09
