DATE,DEPL,DEPL_peak,PLDE,DEPL_peak
2020-03-15 13:10:00,2.8087121922e+09,2.8087121922e+09,5.6258054271e+09,5.6258054271e+09
2020-03-15 13:15:00,2.2953482393e+09,2.2953482393e+09,5.2095648649e+09,5.2095648649e+09
2020-03-15 13:20:00,2.3590530901e+09,2.3590530901e+09,5.0291801637e+09,5.0291801637e+09
2020-03-15 13:25:00,2.7733079218e+09,2.7733079218e+09,4.8451238538e+09,4.8451238538e+09
2020-03-15 13:30:00,3.1063319971e+09,3.1063319971e+09,4.8122597840e+09,4.8122597840e+09
2020-03-15 13:35:00,3.6828714563e+09,3.6828714563e+09,5.2838334841e+09,5.2838334841e+09
2020-03-15 13:40:00,5.3970605548e+09,5.3970605548e+09,5.4231495808e+09,5.4231495808e+09
2020-03-15 13:45:00,5.7156384364e+09,5.7156384364e+09,5.1657857557e+09,5.1657857557e+09
2020-03-15 13:50:00,4.4434264285e+09,4.4434264285e+09,5.0491505455e+09,5.0491505455e+09
2020-03-15 13:55:00,4.5544857819e+09,4.5544857819e+09,5.5335725755e+09,5.5335725755e+09
2020-03-15 14:00:00,3.8153516122e+09,3.8153516122e+09,5.5272153585e+09,5.5272153585e+09
2020-03-15 14:05:00,3.2246476840e+09,3.2246476840e+09,4.9458690497e+09,4.9458690497e+09
2020-03-15 14:10:00,3.0352084105e+09,3.0352084105e+09,5.5908781655e+09,5.5908781655e+09
2020-03-15 14:15:00,2.8089263137e+09,2.8089263137e+09,5.0684982358e+09,5.0684982358e+09
2020-03-15 14:20:00,2.6402178829e+09,2.6402178829e+09,4.9047829343e+09,4.9047829343e+09
2020-03-15 14:25:00,2.7615525296e+09,2.7615525296e+09,5.5471286817e+09,5.5471286817e+09
2020-03-15 14:30:00,2.9628632748e+09,2.9628632748e+09,4.8014491040e+09,4.8014491040e+09
2020-03-15 14:35:00,2.9919394449e+09,2.9919394449e+09,5.1657819735e+09,5.1657819735e+09
2020-03-15 14:40:00,2.9946798119e+09,2.9946798119e+09,5.2311956502e+09,5.2311956502e+09
2020-03-15 14:45:00,3.0903026682e+09,3.0903026682e+09,5.4912098861e+09,5.4912098861e+09
2020-03-15 14:50:00,3.9315791886e+09,3.9315791886e+09,5.1078104315e+09,5.1078104315e+09
2020-03-15 14:55:00,3.2300977651e+09,3.2300977651e+09,4.8036048396e+09,4.8036048396e+09
2020-03-15 15:00:00,3.1112885346e+09,3.1112885346e+09,5.0478906391e+09,5.0478906391e+09
2020-03-15 15:05:00,3.0999467851e+09,3.0999467851e+09,4.9234180778e+09,4.9234180778e+09
2020-03-15 15:10:00,3.2868837985e+09,3.2868837985e+09,5.1986041318e+09,5.1986041318e+09
2020-03-15 15:15:00,2.8116181567e+09,2.8116181567e+09,5.9030392736e+09,5.9030392736e+09
2020-03-15 15:20:00,2.9945608546e+09,2.9945608546e+09,5.0062883356e+09,5.0062883356e+09
2020-03-15 15:25:00,2.8596768756e+09,2.8596768756e+09,5.0812549272e+09,5.0812549272e+09
2020-03-15 15:30:00,2.9979069652e+09,2.9979069652e+09,5.0783528178e+09,5.0783528178e+09
2020-03-15 15:35:00,3.0011482405e+09,3.0011482405e+09,5.3011164265e+09,5.3011164265e+09
2020-03-15 15:40:00,2.9330496047e+09,2.9330496047e+09,5.8103269308e+09,5.8103269308e+09
2020-03-15 15:45:00,2.3384746619e+09,2.3384746619e+09,6.0558357202e+09,6.0558357202e+09
2020-03-15 15:50:00,2.3752275389e+09,2.3752275389e+09,5.7239681193e+09,5.7239681193e+09
2020-03-15 15:55:00,2.2598572453e+09,2.2598572453e+09,5.5637685243e+09,5.5637685243e+09
2020-03-15 16:00:00,2.3068657357e+09,2.3068657357e+09,6.2131324525e+09,6.2131324525e+09
2020-03-15 16:05:00,2.2921329392e+09,2.2921329392e+09,6.1895996717e+09,6.1895996717e+09
2020-03-15 16:10:00,2.1477561836e+09,2.1477561836e+09,5.4243141202e+09,5.4243141202e+09
2020-03-15 16:15:00,2.3669836577e+09,2.3669836577e+09,5.3269644075e+09,5.3269644075e+09
2020-03-15 16:20:00,2.9396409973e+09,2.9396409973e+09,5.1284270282e+09,5.1284270282e+09
2020-03-15 16:25:00,2.6501307343e+09,2.6501307343e+09,4.9313047853e+09,4.9313047853e+09
2020-03-15 16:30:00,2.6908470857e+09,2.6908470857e+09,5.0232330684e+09,5.0232330684e+09
2020-03-15 16:35:00,2.7365710214e+09,2.7365710214e+09,5.3459367346e+09,5.3459367346e+09
2020-03-15 16:40:00,3.0945684111e+09,3.0945684111e+09,5.8115693764e+09,5.8115693764e+09
2020-03-15 16:45:00,2.5799901639e+09,2.5799901639e+09,6.2037460507e+09,6.2037460507e+09
2020-03-15 16:50:00,2.7958613058e+09,2.7958613058e+09,5.7094697074e+09,5.7094697074e+09
2020-03-15 16:55:00,2.8704512984e+09,2.8704512984e+09,5.4954998029e+09,5.4954998029e+09
2020-03-15 17:00:00,3.3377899706e+09,3.3377899706e+09,5.5169318927e+09,5.5169318927e+09
2020-03-15 17:05:00,2.3485602081e+09,2.3485602081e+09,5.5282771553e+09,5.5282771553e+09
2020-03-15 17:10:00,2.3555135599e+09,2.3555135599e+09,6.1108828706e+09,6.1108828706e+09
2020-03-15 17:15:00,2.1884207774e+09,2.1884207774e+09,5.7528185110e+09,5.7528185110e+09
2020-03-15 17:20:00,2.0289860714e+09,2.0289860714e+09,5.1712611439e+09,5.1712611439e+09
2020-03-15 17:25:00,2.8502509260e+09,2.8502509260e+09,4.7313851256e+09,4.7313851256e+09
2020-03-15 17:30:00,2.3209646189e+09,2.3209646189e+09,4.8299388939e+09,4.8299388939e+09
2020-03-15 17:35:00,2.1899179864e+09,2.1899179864e+09,5.0637207694e+09,5.0637207694e+09
2020-03-15 17:40:00,2.4238926683e+09,2.4238926683e+09,5.3981177674e+09,5.3981177674e+09
2020-03-15 17:45:00,2.5701748719e+09,2.5701748719e+09,5.5008215568e+09,5.5008215568e+09
2020-03-15 17:50:00,3.2383759892e+09,3.2383759892e+09,5.4836554363e+09,5.4836554363e+09
2020-03-15 17:55:00,3.0639143281e+09,3.0639143281e+09,6.0022422894e+09,6.0022422894e+09
2020-03-15 18:00:00,3.5976707229e+09,3.5976707229e+09,5.7869056127e+09,5.7869056127e+09
2020-03-15 18:05:00,2.5018096290e+09,2.5018096290e+09,6.3668705816e+09,6.3668705816e+09
2020-03-15 18:10:00,2.4976722130e+09,2.4976722130e+09,5.5614017729e+09,5.5614017729e+09
2020-03-15 18:15:00,2.2016061309e+09,2.2016061309e+09,5.4116797933e+09,5.4116797933e+09
2020-03-15 18:20:00,3.3949540404e+09,3.3949540404e+09,5.7644536119e+09,5.7644536119e+09
2020-03-15 18:25:00,3.0223813138e+09,3.0223813138e+09,4.8115593535e+09,4.8115593535e+09
2020-03-15 18:30:00,3.8636680028e+09,3.8636680028e+09,5.0355140373e+09,5.0355140373e+09
2020-03-15 18:35:00,3.1233182257e+09,3.1233182257e+09,4.9248515678e+09,4.9248515678e+09
2020-03-15 18:40:00,3.2351351888e+09,3.2351351888e+09,5.0079255206e+09,5.0079255206e+09
2020-03-15 18:45:00,2.5597661013e+09,2.5597661013e+09,5.8841210798e+09,5.8841210798e+09
2020-03-15 18:50:00,2.1962907626e+09,2.1962907626e+09,5.3043628833e+09,5.3043628833e+09
2020-03-15 18:55:00,2.6156393825e+09,2.6156393825e+09,6.4716558486e+09,6.4716558486e+09
2020-03-15 19:00:00,2.0564285643e+09,2.0564285643e+09,5.7757802590e+09,5.7757802590e+09
2020-03-15 19:05:00,2.0891963484e+09,2.0891963484e+09,5.8322905069e+09,5.8322905069e+09
2020-03-15 19:10:00,2.2612371286e+09,2.2612371286e+09,5.6567107689e+09,5.6567107689e+09
2020-03-15 19:15:00,2.2596152114e+09,2.2596152114e+09,5.1182889043e+09,5.1182889043e+09
2020-03-15 19:20:00,4.3043187564e+09,4.3043187564e+09,5.4394039562e+09,5.4394039562e+09
2020-03-15 19:25:00,4.2106028471e+09,4.2106028471e+09,5.1720011821e+09,5.1720011821e+09
2020-03-15 19:30:00,2.2523040248e+09,2.2523040248e+09,5.5690730982e+09,5.5690730982e+09
2020-03-15 19:35:00,2.6318859961e+09,2.6318859961e+09,5.9744292430e+09,5.9744292430e+09
2020-03-15 19:40:00,2.9980738631e+09,2.9980738631e+09,5.2688508874e+09,5.2688508874e+09
2020-03-15 19:45:00,3.5438777744e+09,3.5438777744e+09,5.7256520915e+09,5.7256520915e+09
