DATE,LTPL,LTPL_peak,PLLT,LTPL_peak
2020-03-22 17:25:00,8.8895970953e+08,8.8895970953e+08,3.1764624840e+08,3.1764624840e+08
2020-03-22 17:30:00,8.6900968927e+08,8.6900968927e+08,2.8555365618e+08,2.8555365618e+08
2020-03-22 17:35:00,7.9429749047e+08,7.9429749047e+08,2.7670725463e+08,2.7670725463e+08
2020-03-22 17:40:00,8.6315474687e+08,8.6315474687e+08,2.6919542821e+08,2.6919542821e+08
2020-03-22 17:45:00,8.7136219918e+08,8.7136219918e+08,2.9113895385e+08,2.9113895385e+08
2020-03-22 17:50:00,8.8798485937e+08,8.8798485937e+08,3.6157913997e+08,3.6157913997e+08
2020-03-22 17:55:00,8.1362461941e+08,8.1362461941e+08,3.2410439961e+08,3.2410439961e+08
2020-03-22 18:00:00,8.3615178035e+08,8.3615178035e+08,3.0047378570e+08,3.0047378570e+08
2020-03-22 18:05:00,9.8484147322e+08,9.8484147322e+08,2.7423457022e+08,2.7423457022e+08
2020-03-22 18:10:00,8.9356762909e+08,8.9356762909e+08,3.6623570279e+08,3.6623570279e+08
2020-03-22 18:15:00,9.1167346658e+08,9.1167346658e+08,2.9492897156e+08,2.9492897156e+08
2020-03-22 18:20:00,9.6975152618e+08,9.6975152618e+08,3.3049751850e+08,3.3049751850e+08
2020-03-22 18:25:00,9.4400053229e+08,9.4400053229e+08,3.6251374733e+08,3.6251374733e+08
2020-03-22 18:30:00,9.0351673064e+08,9.0351673064e+08,4.3770468829e+08,4.3770468829e+08
2020-03-22 18:35:00,1.0208539756e+09,1.0208539756e+09,3.3805418937e+08,3.3805418937e+08
2020-03-22 18:40:00,8.8328489524e+08,8.8328489524e+08,2.9513070295e+08,2.9513070295e+08
2020-03-22 18:45:00,8.4865942320e+08,8.4865942320e+08,2.6624346847e+08,2.6624346847e+08
2020-03-22 18:50:00,9.8330988970e+08,9.8330988970e+08,2.7896440462e+08,2.7896440462e+08
2020-03-22 18:55:00,1.0054212485e+09,1.0054212485e+09,4.1075285107e+08,4.1075285107e+08
2020-03-22 19:00:00,7.9715248933e+08,7.9715248933e+08,3.6437279533e+08,3.6437279533e+08
2020-03-22 19:05:00,7.9270374024e+08,7.9270374024e+08,4.2126448703e+08,4.2126448703e+08
2020-03-22 19:10:00,9.5244344244e+08,9.5244344244e+08,3.4031705577e+08,3.4031705577e+08
2020-03-22 19:15:00,9.2573531542e+08,9.2573531542e+08,3.1255001753e+08,3.1255001753e+08
2020-03-22 19:20:00,9.7847107151e+08,9.7847107151e+08,3.0347337602e+08,3.0347337602e+08
2020-03-22 19:25:00,8.9956396868e+08,8.9956396868e+08,3.2535961639e+08,3.2535961639e+08
2020-03-22 19:30:00,8.2899664551e+08,8.2899664551e+08,3.2634057607e+08,3.2634057607e+08
2020-03-22 19:35:00,8.0981475422e+08,8.0981475422e+08,3.6184755797e+08,3.6184755797e+08
2020-03-22 19:40:00,8.1707749956e+08,8.1707749956e+08,3.5222238541e+08,3.5222238541e+08
