DATE,SKAT,SKAT_peak,ATSK,ATSK_peak
2020-03-15 19:50:00,8.1864930125e+09,8.1864930125e+09,8.1309779468e+08,8.1309779468e+08
2020-03-15 19:55:00,3.7387937430e+09,3.7387937430e+09,6.1664868430e+08,6.1664868430e+08
2020-03-15 20:00:00,4.4424164982e+09,4.4424164982e+09,6.3274915899e+08,6.3274915899e+08
2020-03-15 20:05:00,7.6436392200e+09,7.6436392200e+09,5.4280512259e+08,5.4280512259e+08
2020-03-15 20:10:00,4.3924725630e+09,4.3924725630e+09,6.4874426513e+08,6.4874426513e+08
2020-03-15 20:15:00,4.0690204486e+09,4.0690204486e+09,5.2044311484e+08,5.2044311484e+08
2020-03-15 20:20:00,8.9416964981e+09,8.9416964981e+09,4.8948050083e+08,4.8948050083e+08
2020-03-15 20:25:00,5.0012689061e+09,5.0012689061e+09,4.7447195423e+08,4.7447195423e+08
2020-03-15 20:30:00,6.6292184226e+09,6.6292184226e+09,5.2316353163e+08,5.2316353163e+08
2020-03-15 20:35:00,6.4208136852e+09,6.4208136852e+09,5.8035717083e+08,5.8035717083e+08
2020-03-15 20:40:00,3.3697047333e+09,3.3697047333e+09,5.4909495168e+08,5.4909495168e+08
2020-03-15 20:45:00,8.2384757276e+09,8.2384757276e+09,4.9851123028e+08,4.9851123028e+08
2020-03-15 20:50:00,3.4886197059e+09,3.4886197059e+09,5.8460539776e+08,5.8460539776e+08
2020-03-15 20:55:00,2.5867637403e+09,2.5867637403e+09,4.3081716038e+08,4.3081716038e+08
2020-03-15 21:00:00,4.6489137841e+09,4.6489137841e+09,8.6793375152e+08,8.6793375152e+08
2020-03-15 21:05:00,6.6177736210e+09,6.6177736210e+09,5.3088178366e+08,5.3088178366e+08
2020-03-15 21:10:00,5.1398696814e+09,5.1398696814e+09,7.5013317320e+08,7.5013317320e+08
2020-03-15 21:15:00,4.2167862694e+09,4.2167862694e+09,4.3789043732e+08,4.3789043732e+08
2020-03-15 21:20:00,5.7432871069e+09,5.7432871069e+09,4.3206297413e+08,4.3206297413e+08
2020-03-15 21:25:00,4.0117573129e+09,4.0117573129e+09,5.0146009454e+08,5.0146009454e+08
2020-03-15 21:30:00,7.9078395157e+09,7.9078395157e+09,7.1721928738e+08,7.1721928738e+08
2020-03-15 21:35:00,5.8459583704e+09,5.8459583704e+09,8.9148537467e+08,8.9148537467e+08
2020-03-15 21:40:00,3.2384049264e+09,3.2384049264e+09,8.8317304421e+08,8.8317304421e+08
2020-03-15 21:45:00,6.8259380604e+09,6.8259380604e+09,8.7928597527e+08,8.7928597527e+08
2020-03-15 21:50:00,5.1494611282e+09,5.1494611282e+09,1.4374875515e+09,1.4374875515e+09
2020-03-15 21:55:00,5.1638330079e+09,5.1638330079e+09,1.6144231355e+09,1.6144231355e+09
2020-03-15 22:00:00,6.7614942686e+09,6.7614942686e+09,1.3781249755e+09,1.3781249755e+09
2020-03-15 22:05:00,3.2299925023e+09,3.2299925023e+09,9.4915198166e+08,9.4915198166e+08
2020-03-15 22:10:00,3.7518955052e+09,3.7518955052e+09,8.4268447116e+08,8.4268447116e+08
2020-03-15 22:15:00,7.2097941815e+09,7.2097941815e+09,8.4315104715e+08,8.4315104715e+08
2020-03-15 22:20:00,3.1990329752e+09,3.1990329752e+09,7.7617925434e+08,7.7617925434e+08
2020-03-15 22:25:00,2.7915001478e+09,2.7915001478e+09,7.6475073623e+08,7.6475073623e+08
2020-03-15 22:30:00,2.5953512395e+09,2.5953512395e+09,7.5880161105e+08,7.5880161105e+08
2020-03-15 22:35:00,2.4110506721e+09,2.4110506721e+09,8.4632076651e+08,8.4632076651e+08
2020-03-15 22:40:00,2.0590538792e+09,2.0590538792e+09,7.9840374894e+08,7.9840374894e+08
2020-03-15 22:45:00,1.5948357891e+09,1.5948357891e+09,9.8501855235e+08,9.8501855235e+08
2020-03-15 22:50:00,1.5639946291e+09,1.5639946291e+09,8.7524136004e+08,8.7524136004e+08
2020-03-15 22:55:00,1.6743014680e+09,1.6743014680e+09,9.5085889557e+08,9.5085889557e+08
2020-03-15 23:00:00,1.2329333869e+09,1.2329333869e+09,1.0174485417e+09,1.0174485417e+09
2020-03-15 23:05:00,1.9843861372e+09,1.9843861372e+09,9.3125585575e+08,9.3125585575e+08
2020-03-15 23:10:00,1.2314519419e+09,1.2314519419e+09,7.7720302723e+08,7.7720302723e+08
2020-03-15 23:15:00,1.1651620525e+09,1.1651620525e+09,1.4192483874e+09,1.4192483874e+09
2020-03-15 23:20:00,1.2085145173e+09,1.2085145173e+09,1.3921855113e+09,1.3921855113e+09
2020-03-15 23:25:00,1.4561649803e+09,1.4561649803e+09,1.2413502559e+09,1.2413502559e+09
2020-03-15 23:30:00,1.1948984822e+09,1.1948984822e+09,7.5207118297e+08,7.5207118297e+08
2020-03-15 23:35:00,1.9322339416e+09,1.9322339416e+09,9.5287607945e+08,9.5287607945e+08
2020-03-15 23:40:00,1.1171358163e+09,1.1171358163e+09,1.1528569281e+09,1.1528569281e+09
2020-03-15 23:45:00,1.4463372051e+09,1.4463372051e+09,1.0598043481e+09,1.0598043481e+09
2020-03-15 23:50:00,4.8820615481e+09,4.8820615481e+09,1.3508736185e+09,1.3508736185e+09
2020-03-15 23:55:00,1.5716563762e+09,1.5716563762e+09,1.1679011810e+09,1.1679011810e+09
2020-03-16 00:00:00,1.5079278284e+09,1.5079278284e+09,1.0481671425e+09,1.0481671425e+09
