DATE,SKAT,SKAT_peak,ATSK,ATSK_peak
2020-03-15 12:00:00,4.6470243643e+09,4.6470243643e+09,1.1938138564e+09,1.1938138564e+09
2020-03-15 12:05:00,6.1818432007e+09,6.1818432007e+09,1.3195712707e+09,1.3195712707e+09
2020-03-15 12:10:00,9.3531240897e+09,9.3531240897e+09,1.4605221428e+09,1.4605221428e+09
2020-03-15 12:15:00,9.0216986284e+09,9.0216986284e+09,1.3890497228e+09,1.3890497228e+09
2020-03-15 12:20:00,8.6934796013e+09,8.6934796013e+09,1.2910531227e+09,1.2910531227e+09
2020-03-15 12:25:00,7.9179928487e+09,7.9179928487e+09,1.1692444508e+09,1.1692444508e+09
2020-03-15 12:30:00,7.3426261436e+09,7.3426261436e+09,1.1719398803e+09,1.1719398803e+09
2020-03-15 12:35:00,5.8071090699e+09,5.8071090699e+09,1.1505808688e+09,1.1505808688e+09
2020-03-15 12:40:00,7.2903259348e+09,7.2903259348e+09,1.3538276626e+09,1.3538276626e+09
2020-03-15 12:45:00,8.7100393960e+09,8.7100393960e+09,1.3652621007e+09,1.3652621007e+09
2020-03-15 12:50:00,7.1306285032e+09,7.1306285032e+09,1.1763308712e+09,1.1763308712e+09
2020-03-15 12:55:00,5.4872827006e+09,5.4872827006e+09,1.1206701270e+09,1.1206701270e+09
2020-03-15 13:00:00,5.6444471640e+09,5.6444471640e+09,1.1610447854e+09,1.1610447854e+09
2020-03-15 13:05:00,4.1107568177e+09,4.1107568177e+09,1.3457868640e+09,1.3457868640e+09
2020-03-15 13:10:00,3.0452948634e+09,3.0452948634e+09,1.0746974641e+09,1.0746974641e+09
2020-03-15 13:15:00,3.4514113992e+09,3.4514113992e+09,1.1451894232e+09,1.1451894232e+09
2020-03-15 13:20:00,2.6613963782e+09,2.6613963782e+09,1.0690562192e+09,1.0690562192e+09
2020-03-15 13:25:00,3.1871859738e+09,3.1871859738e+09,1.2214425603e+09,1.2214425603e+09
2020-03-15 13:30:00,2.9428265327e+09,2.9428265327e+09,1.1900766739e+09,1.1900766739e+09
2020-03-15 13:35:00,2.1863645630e+09,2.1863645630e+09,1.1524610971e+09,1.1524610971e+09
2020-03-15 13:40:00,2.0175290485e+09,2.0175290485e+09,1.0092928802e+09,1.0092928802e+09
2020-03-15 13:45:00,1.9737931404e+09,1.9737931404e+09,1.2404386042e+09,1.2404386042e+09
2020-03-15 13:50:00,1.9400111155e+09,1.9400111155e+09,1.2241931156e+09,1.2241931156e+09
2020-03-15 13:55:00,2.4135773255e+09,2.4135773255e+09,1.1499054229e+09,1.1499054229e+09
2020-03-15 14:00:00,2.3743338099e+09,2.3743338099e+09,1.0852307454e+09,1.0852307454e+09
2020-03-15 14:05:00,1.7074243919e+09,1.7074243919e+09,9.8446977676e+08,9.8446977676e+08
2020-03-15 14:10:00,4.7439616352e+09,4.7439616352e+09,1.3034926260e+09,1.3034926260e+09
2020-03-15 14:15:00,3.2506307257e+09,3.2506307257e+09,1.0578009335e+09,1.0578009335e+09
2020-03-15 14:20:00,3.3733236821e+09,3.3733236821e+09,1.1790629764e+09,1.1790629764e+09
2020-03-15 14:25:00,2.9174174457e+09,2.9174174457e+09,1.2251174936e+09,1.2251174936e+09
2020-03-15 14:30:00,3.0805086460e+09,3.0805086460e+09,1.5227867614e+09,1.5227867614e+09
2020-03-15 14:35:00,5.4546916828e+09,5.4546916828e+09,1.6392202660e+09,1.6392202660e+09
2020-03-15 14:40:00,7.3221208941e+09,7.3221208941e+09,1.3354302919e+09,1.3354302919e+09
2020-03-15 14:45:00,3.4824233135e+09,3.4824233135e+09,1.1785665575e+09,1.1785665575e+09
2020-03-15 14:50:00,2.4845731605e+09,2.4845731605e+09,1.1545226954e+09,1.1545226954e+09
2020-03-15 14:55:00,4.9741195411e+09,4.9741195411e+09,3.7457670716e+09,3.7457670716e+09
2020-03-15 15:00:00,8.5132493310e+09,8.5132493310e+09,7.5410829218e+09,7.5410829218e+09
2020-03-15 15:05:00,6.0790041573e+09,6.0790041573e+09,2.4690232247e+09,2.4690232247e+09
2020-03-15 15:10:00,6.5493423804e+09,6.5493423804e+09,1.3462298211e+09,1.3462298211e+09
2020-03-15 15:15:00,6.2149656711e+09,6.2149656711e+09,1.5388882325e+09,1.5388882325e+09
2020-03-15 15:20:00,2.6348980059e+09,2.6348980059e+09,1.6839529029e+09,1.6839529029e+09
2020-03-15 15:25:00,1.3036599436e+09,1.3036599436e+09,1.3249205095e+09,1.3249205095e+09
2020-03-15 15:30:00,1.1171692390e+09,1.1171692390e+09,1.2842770625e+09,1.2842770625e+09
2020-03-15 15:35:00,1.3406513881e+09,1.3406513881e+09,1.2714005626e+09,1.2714005626e+09
2020-03-15 15:40:00,1.7366367495e+09,1.7366367495e+09,1.2723461491e+09,1.2723461491e+09
2020-03-15 15:45:00,2.2873376881e+09,2.2873376881e+09,1.1672512876e+09,1.1672512876e+09
2020-03-15 15:50:00,2.7969650767e+09,2.7969650767e+09,9.6378738102e+08,9.6378738102e+08
2020-03-15 15:55:00,2.6916900688e+09,2.6916900688e+09,8.2498343414e+08,8.2498343414e+08
2020-03-15 16:00:00,1.9665611701e+09,1.9665611701e+09,8.7353146355e+08,8.7353146355e+08
2020-03-15 16:05:00,2.1429987520e+09,2.1429987520e+09,7.8582297753e+08,7.8582297753e+08
2020-03-15 16:10:00,2.1898809783e+09,2.1898809783e+09,8.9727210416e+08,8.9727210416e+08
2020-03-15 16:15:00,2.4282145115e+09,2.4282145115e+09,1.0230876942e+09,1.0230876942e+09
2020-03-15 16:20:00,3.2243552607e+09,3.2243552607e+09,9.6551984958e+08,9.6551984958e+08
2020-03-15 16:25:00,2.9300144958e+09,2.9300144958e+09,1.2427509997e+09,1.2427509997e+09
2020-03-15 16:30:00,4.4366334203e+09,4.4366334203e+09,1.3152461548e+09,1.3152461548e+09
2020-03-15 16:35:00,3.7831419207e+09,3.7831419207e+09,1.2738732692e+09,1.2738732692e+09
2020-03-15 16:40:00,3.7350444692e+09,3.7350444692e+09,1.3192294057e+09,1.3192294057e+09
2020-03-15 16:45:00,4.5913944325e+09,4.5913944325e+09,1.3915500724e+09,1.3915500724e+09
2020-03-15 16:50:00,2.0761197383e+09,2.0761197383e+09,1.8177611032e+09,1.8177611032e+09
2020-03-15 16:55:00,2.0841110201e+09,2.0841110201e+09,2.3951291708e+09,2.3951291708e+09
2020-03-15 17:00:00,2.2275304753e+09,2.2275304753e+09,2.3134534804e+09,2.3134534804e+09
2020-03-15 17:05:00,1.9352991253e+09,1.9352991253e+09,1.5304152009e+09,1.5304152009e+09
2020-03-15 17:10:00,1.9756443166e+09,1.9756443166e+09,1.4376144896e+09,1.4376144896e+09
2020-03-15 17:15:00,3.1051330105e+09,3.1051330105e+09,1.2605412954e+09,1.2605412954e+09
2020-03-15 17:20:00,4.7024085389e+09,4.7024085389e+09,1.6466082136e+09,1.6466082136e+09
2020-03-15 17:25:00,2.4762994219e+09,2.4762994219e+09,1.3954124128e+09,1.3954124128e+09
2020-03-15 17:30:00,2.1727776692e+09,2.1727776692e+09,1.4624546599e+09,1.4624546599e+09
2020-03-15 17:35:00,4.6229337371e+09,4.6229337371e+09,1.5497938499e+09,1.5497938499e+09
2020-03-15 17:40:00,1.0739633864e+10,1.0739633864e+10,1.7209093143e+09,1.7209093143e+09
2020-03-15 17:45:00,1.0196423478e+10,1.0196423478e+10,1.4955874814e+09,1.4955874814e+09
2020-03-15 17:50:00,8.0064447653e+09,8.0064447653e+09,1.3364556703e+09,1.3364556703e+09
2020-03-15 17:55:00,6.4136699264e+09,6.4136699264e+09,1.5305559797e+09,1.5305559797e+09
2020-03-15 18:00:00,5.9890850679e+09,5.9890850679e+09,1.6872218210e+09,1.6872218210e+09
