DATE,HUAT,HUAT_peak,ATHU,ATHU_peak
2020-03-22 10:45:00,1.2425758787e+10,1.2425758787e+10,1.9494070715e+09,1.9494070715e+09
2020-03-22 10:50:00,1.1840478921e+10,1.1840478921e+10,1.6603532956e+09,1.6603532956e+09
2020-03-22 10:55:00,1.0048918365e+10,1.0048918365e+10,1.7072071378e+09,1.7072071378e+09
2020-03-22 11:00:00,9.4398515087e+09,9.4398515087e+09,1.6648394432e+09,1.6648394432e+09
2020-03-22 11:05:00,1.2649762878e+10,1.2649762878e+10,1.6619924746e+09,1.6619924746e+09
2020-03-22 11:10:00,1.2983944619e+10,1.2983944619e+10,1.4442834350e+09,1.4442834350e+09
2020-03-22 11:15:00,1.3542240889e+10,1.3542240889e+10,3.1178707605e+09,3.1178707605e+09
2020-03-22 11:20:00,1.0494401893e+10,1.0494401893e+10,3.9782215514e+09,3.9782215514e+09
2020-03-22 11:25:00,7.0516989757e+09,7.0516989757e+09,4.4663802254e+09,4.4663802254e+09
2020-03-22 11:30:00,1.1003328521e+10,1.1003328521e+10,4.2808664086e+09,4.2808664086e+09
2020-03-22 11:35:00,9.7111035598e+09,9.7111035598e+09,3.4899237642e+09,3.4899237642e+09
2020-03-22 11:40:00,8.2680321549e+09,8.2680321549e+09,2.9546493483e+09,2.9546493483e+09
2020-03-22 11:45:00,7.7158337639e+09,7.7158337639e+09,2.5117841446e+09,2.5117841446e+09
2020-03-22 11:50:00,8.3587632323e+09,8.3587632323e+09,2.5928781164e+09,2.5928781164e+09
2020-03-22 11:55:00,8.2674235835e+09,8.2674235835e+09,2.6344794233e+09,2.6344794233e+09
2020-03-22 12:00:00,7.9494092896e+09,7.9494092896e+09,2.1530245064e+09,2.1530245064e+09
2020-03-22 12:05:00,7.6220283947e+09,7.6220283947e+09,2.5408128694e+09,2.5408128694e+09
2020-03-22 12:10:00,8.4203884036e+09,8.4203884036e+09,2.4854881934e+09,2.4854881934e+09
2020-03-22 12:15:00,8.7036604361e+09,8.7036604361e+09,2.1025192606e+09,2.1025192606e+09
2020-03-22 12:20:00,8.9544737033e+09,8.9544737033e+09,3.5749286629e+09,3.5749286629e+09
2020-03-22 12:25:00,1.0494218127e+10,1.0494218127e+10,4.6528174875e+09,4.6528174875e+09
2020-03-22 12:30:00,9.5461220221e+09,9.5461220221e+09,4.5951871175e+09,4.5951871175e+09
2020-03-22 12:35:00,9.0445366327e+09,9.0445366327e+09,4.4026881421e+09,4.4026881421e+09
2020-03-22 12:40:00,9.0405426100e+09,9.0405426100e+09,5.2601847057e+09,5.2601847057e+09
2020-03-22 12:45:00,8.8481857314e+09,8.8481857314e+09,7.4182287873e+09,7.4182287873e+09
2020-03-22 12:50:00,9.1224892670e+09,9.1224892670e+09,7.0025313368e+09,7.0025313368e+09
2020-03-22 12:55:00,9.1267361501e+09,9.1267361501e+09,6.8471871429e+09,6.8471871429e+09
2020-03-22 13:00:00,1.0065957728e+10,1.0065957728e+10,6.1383412340e+09,6.1383412340e+09
2020-03-22 13:05:00,9.5775336913e+09,9.5775336913e+09,5.7334142589e+09,5.7334142589e+09
2020-03-22 13:10:00,9.8298784657e+09,9.8298784657e+09,6.3103863004e+09,6.3103863004e+09
2020-03-22 13:15:00,9.4633301873e+09,9.4633301873e+09,5.7870564798e+09,5.7870564798e+09
2020-03-22 13:20:00,9.5552845198e+09,9.5552845198e+09,6.1252028474e+09,6.1252028474e+09
2020-03-22 13:25:00,9.2052529267e+09,9.2052529267e+09,6.4334351932e+09,6.4334351932e+09
2020-03-22 13:30:00,8.8356687884e+09,8.8356687884e+09,6.4174017262e+09,6.4174017262e+09
2020-03-22 13:35:00,8.8921197012e+09,8.8921197012e+09,6.3289457857e+09,6.3289457857e+09
