DATE,HUSI,HUSI_peak,SIHU,HUSI_peak
2020-03-31 06:05:00,1.7962351412e+08,1.7962351412e+08,2.7262844145e+08,2.7262844145e+08
2020-03-31 06:10:00,1.6919151203e+08,1.6919151203e+08,3.1010783739e+08,3.1010783739e+08
2020-03-31 06:15:00,2.9963805022e+08,2.9963805022e+08,4.3352203309e+08,4.3352203309e+08
2020-03-31 06:20:00,1.8270343106e+08,1.8270343106e+08,4.9217654555e+08,4.9217654555e+08
2020-03-31 06:25:00,3.0663648936e+08,3.0663648936e+08,6.2237576179e+08,6.2237576179e+08
2020-03-31 06:30:00,4.7167001923e+08,4.7167001923e+08,4.3524617561e+08,4.3524617561e+08
2020-03-31 06:35:00,2.2610413822e+08,2.2610413822e+08,3.9918950599e+08,3.9918950599e+08
2020-03-31 06:40:00,3.0933002580e+08,3.0933002580e+08,4.3415319109e+08,4.3415319109e+08
2020-03-31 06:45:00,8.1245250741e+08,8.1245250741e+08,3.9221773997e+08,3.9221773997e+08
2020-03-31 06:50:00,1.3137032126e+09,1.3137032126e+09,4.1103294006e+08,4.1103294006e+08
2020-03-31 06:55:00,7.8367615725e+08,7.8367615725e+08,3.4511424898e+08,3.4511424898e+08
2020-03-31 07:00:00,9.8973169783e+08,9.8973169783e+08,4.4942918658e+08,4.4942918658e+08
2020-03-31 07:05:00,1.5139827220e+09,1.5139827220e+09,3.7893153992e+08,3.7893153992e+08
2020-03-31 07:10:00,5.9053609456e+08,5.9053609456e+08,4.3493990585e+08,4.3493990585e+08
2020-03-31 07:15:00,4.5551860575e+08,4.5551860575e+08,4.3001513942e+08,4.3001513942e+08
2020-03-31 07:20:00,2.1328032497e+08,2.1328032497e+08,5.1086564072e+08,5.1086564072e+08
2020-03-31 07:25:00,2.3596381522e+08,2.3596381522e+08,3.8723310704e+08,3.8723310704e+08
2020-03-31 07:30:00,3.4665157606e+08,3.4665157606e+08,4.3064938100e+08,4.3064938100e+08
2020-03-31 07:35:00,2.0610270364e+08,2.0610270364e+08,3.8964576634e+08,3.8964576634e+08
2020-03-31 07:40:00,1.8730061665e+08,1.8730061665e+08,4.1388134083e+08,4.1388134083e+08
2020-03-31 07:45:00,5.6854452860e+08,5.6854452860e+08,4.4482160996e+08,4.4482160996e+08
2020-03-31 07:50:00,7.5096489561e+08,7.5096489561e+08,4.8393288650e+08,4.8393288650e+08
2020-03-31 07:55:00,6.2559386352e+08,6.2559386352e+08,4.9906531550e+08,4.9906531550e+08
2020-03-31 08:00:00,1.1251200117e+09,1.1251200117e+09,4.4878928037e+08,4.4878928037e+08
2020-03-31 08:05:00,1.6490287036e+09,1.6490287036e+09,4.4928046613e+08,4.4928046613e+08
2020-03-31 08:10:00,1.2220520320e+09,1.2220520320e+09,4.3898672126e+08,4.3898672126e+08
2020-03-31 08:15:00,1.3721652406e+09,1.3721652406e+09,4.8479201288e+08,4.8479201288e+08
2020-03-31 08:20:00,1.1835857787e+09,1.1835857787e+09,5.1997024517e+08,5.1997024517e+08
2020-03-31 08:25:00,4.8359591699e+08,4.8359591699e+08,5.2161841185e+08,5.2161841185e+08
2020-03-31 08:30:00,6.3717803527e+08,6.3717803527e+08,9.5005300279e+08,9.5005300279e+08
2020-03-31 08:35:00,1.1754989152e+09,1.1754989152e+09,1.1342951204e+09,1.1342951204e+09
2020-03-31 08:40:00,5.0969993360e+08,5.0969993360e+08,5.1844056792e+08,5.1844056792e+08
2020-03-31 08:45:00,1.1396175724e+09,1.1396175724e+09,4.6966923974e+08,4.6966923974e+08
2020-03-31 08:50:00,1.2245373490e+09,1.2245373490e+09,3.9367892481e+08,3.9367892481e+08
2020-03-31 08:55:00,9.1964955728e+08,9.1964955728e+08,4.7500691646e+08,4.7500691646e+08
2020-03-31 09:00:00,3.8598429617e+08,3.8598429617e+08,4.7268240147e+08,4.7268240147e+08
2020-03-31 09:05:00,5.9883633842e+08,5.9883633842e+08,4.5573650162e+08,4.5573650162e+08
2020-03-31 09:10:00,3.2460239601e+08,3.2460239601e+08,5.5003136693e+08,5.5003136693e+08
2020-03-31 09:15:00,3.4240381238e+08,3.4240381238e+08,4.9254322763e+08,4.9254322763e+08
2020-03-31 09:20:00,3.6958433550e+08,3.6958433550e+08,4.6402810543e+08,4.6402810543e+08
2020-03-31 09:25:00,4.4873231522e+08,4.4873231522e+08,4.9375159752e+08,4.9375159752e+08
2020-03-31 09:30:00,3.2695348252e+08,3.2695348252e+08,4.4268132947e+08,4.4268132947e+08
2020-03-31 09:35:00,8.6715220807e+08,8.6715220807e+08,4.2956418428e+08,4.2956418428e+08
2020-03-31 09:40:00,1.2036983368e+09,1.2036983368e+09,4.2168186747e+08,4.2168186747e+08
2020-03-31 09:45:00,6.8408993088e+08,6.8408993088e+08,4.5495100877e+08,4.5495100877e+08
2020-03-31 09:50:00,4.6715261249e+08,4.6715261249e+08,6.8718935107e+08,6.8718935107e+08
2020-03-31 09:55:00,7.9373614984e+08,7.9373614984e+08,6.3642337750e+08,6.3642337750e+08
2020-03-31 10:00:00,3.0669547078e+08,3.0669547078e+08,4.1196005825e+08,4.1196005825e+08
2020-03-31 10:05:00,2.5194275294e+08,2.5194275294e+08,5.7848435037e+08,5.7848435037e+08
2020-03-31 10:10:00,7.7735508472e+08,7.7735508472e+08,5.4336499498e+08,5.4336499498e+08
2020-03-31 10:15:00,9.7012599783e+08,9.7012599783e+08,5.6466464358e+08,5.6466464358e+08
2020-03-31 10:20:00,1.2290621551e+09,1.2290621551e+09,5.5196979545e+08,5.5196979545e+08
2020-03-31 10:25:00,1.3649444133e+09,1.3649444133e+09,6.8232582811e+08,6.8232582811e+08
2020-03-31 10:30:00,1.0962034619e+09,1.0962034619e+09,4.3272033094e+08,4.3272033094e+08
2020-03-31 10:35:00,1.2345850304e+09,1.2345850304e+09,4.9209058268e+08,4.9209058268e+08
2020-03-31 10:40:00,4.7441727149e+08,4.7441727149e+08,4.2989092432e+08,4.2989092432e+08
2020-03-31 10:45:00,3.9126767254e+08,3.9126767254e+08,5.8690344849e+08,5.8690344849e+08
2020-03-31 10:50:00,3.8413873400e+08,3.8413873400e+08,6.1408831678e+08,6.1408831678e+08
2020-03-31 10:55:00,2.4511290417e+08,2.4511290417e+08,5.8649373975e+08,5.8649373975e+08
2020-03-31 11:00:00,2.6513614611e+08,2.6513614611e+08,4.4978270459e+08,4.4978270459e+08
2020-03-31 11:05:00,2.5606540779e+08,2.5606540779e+08,4.8876065166e+08,4.8876065166e+08
2020-03-31 11:10:00,2.8895837100e+08,2.8895837100e+08,4.3314119184e+08,4.3314119184e+08
2020-03-31 11:15:00,4.8563888077e+08,4.8563888077e+08,3.0603275831e+08,3.0603275831e+08
2020-03-31 11:20:00,5.0079143698e+08,5.0079143698e+08,3.0783563810e+08,3.0783563810e+08
2020-03-31 11:25:00,6.2916339872e+08,6.2916339872e+08,3.6611190951e+08,3.6611190951e+08
2020-03-31 11:30:00,5.1635097626e+08,5.1635097626e+08,6.5505160695e+08,6.5505160695e+08
2020-03-31 11:35:00,6.5448908088e+08,6.5448908088e+08,7.5508623236e+08,7.5508623236e+08
2020-03-31 11:40:00,5.3766122240e+08,5.3766122240e+08,3.6251896375e+08,3.6251896375e+08
2020-03-31 11:45:00,5.5948613363e+08,5.5948613363e+08,2.9608325030e+08,2.9608325030e+08
2020-03-31 11:50:00,4.8190788789e+08,4.8190788789e+08,3.1346375412e+08,3.1346375412e+08
2020-03-31 11:55:00,3.7514544564e+08,3.7514544564e+08,3.4273257369e+08,3.4273257369e+08
