DATE,BEUK,BEUK_peak,UKBE,BEUK_peak
2020-03-22 13:45:00,6.1173805149e+08,6.1173805149e+08,8.1450623269e+07,8.1450623269e+07
2020-03-22 13:50:00,6.1765153559e+08,6.1765153559e+08,8.2733299297e+07,8.2733299297e+07
2020-03-22 13:55:00,5.7875467540e+08,5.7875467540e+08,7.1355313578e+07,7.1355313578e+07
2020-03-22 14:00:00,5.7141319944e+08,5.7141319944e+08,6.4818707457e+07,6.4818707457e+07
2020-03-22 14:05:00,4.7950291759e+08,4.7950291759e+08,7.2361859403e+07,7.2361859403e+07
2020-03-22 14:10:00,5.6391979912e+08,5.6391979912e+08,7.8112231617e+07,7.8112231617e+07
2020-03-22 14:15:00,5.7642910180e+08,5.7642910180e+08,7.0373032840e+07,7.0373032840e+07
2020-03-22 14:20:00,5.4668864408e+08,5.4668864408e+08,6.6754604742e+07,6.6754604742e+07
2020-03-22 14:25:00,5.4281290750e+08,5.4281290750e+08,6.2735733648e+07,6.2735733648e+07
2020-03-22 14:30:00,5.1927379584e+08,5.1927379584e+08,5.6995292686e+07,5.6995292686e+07
2020-03-22 14:35:00,4.2638494651e+08,4.2638494651e+08,8.5626801998e+07,8.5626801998e+07
2020-03-22 14:40:00,4.2372367020e+08,4.2372367020e+08,9.1038153323e+07,9.1038153323e+07
2020-03-22 14:45:00,4.3571540077e+08,4.3571540077e+08,8.9948355539e+07,8.9948355539e+07
2020-03-22 14:50:00,4.8865590056e+08,4.8865590056e+08,9.2356017885e+07,9.2356017885e+07
2020-03-22 14:55:00,4.2803359930e+08,4.2803359930e+08,7.5444123366e+07,7.5444123366e+07
2020-03-22 15:00:00,4.7590052517e+08,4.7590052517e+08,7.4915259588e+07,7.4915259588e+07
2020-03-22 15:05:00,4.9373694467e+08,4.9373694467e+08,7.8088226126e+07,7.8088226126e+07
2020-03-22 15:10:00,3.9922741538e+08,3.9922741538e+08,6.3989782968e+07,6.3989782968e+07
2020-03-22 15:15:00,4.1277860331e+08,4.1277860331e+08,8.2885201033e+07,8.2885201033e+07
2020-03-22 15:20:00,4.2290993133e+08,4.2290993133e+08,6.6692906014e+07,6.6692906014e+07
2020-03-22 15:25:00,5.1735092028e+08,5.1735092028e+08,6.5110355055e+07,6.5110355055e+07
2020-03-22 15:30:00,4.8042781496e+08,4.8042781496e+08,6.6748336479e+07,6.6748336479e+07
2020-03-22 15:35:00,4.7533850669e+08,4.7533850669e+08,9.9854723699e+07,9.9854723699e+07
2020-03-22 15:40:00,4.7057595269e+08,4.7057595269e+08,9.9114717879e+07,9.9114717879e+07
2020-03-22 15:45:00,5.0730859129e+08,5.0730859129e+08,9.0589577293e+07,9.0589577293e+07
2020-03-22 15:50:00,4.6801977060e+08,4.6801977060e+08,1.1020810478e+08,1.1020810478e+08
2020-03-22 15:55:00,4.9651017307e+08,4.9651017307e+08,7.5895275481e+07,7.5895275481e+07
2020-03-22 16:00:00,4.7023799618e+08,4.7023799618e+08,7.1459879471e+07,7.1459879471e+07
2020-03-22 16:05:00,5.0598574135e+08,5.0598574135e+08,7.3812035190e+07,7.3812035190e+07
2020-03-22 16:10:00,4.5552243459e+08,4.5552243459e+08,8.3812206191e+07,8.3812206191e+07
