DATE,DUEE,DUEE_peak,EEDU,DUEE_peak
2020-03-15 19:45:00,4.1719857014e+08,4.1719857014e+08,2.1760802399e+09,2.1760802399e+09
2020-03-15 19:50:00,1.3273373303e+09,1.3273373303e+09,2.1883929940e+09,2.1883929940e+09
2020-03-15 19:55:00,2.0426052340e+09,2.0426052340e+09,2.1224580705e+09,2.1224580705e+09
2020-03-15 20:00:00,1.4485491635e+09,1.4485491635e+09,2.2645923991e+09,2.2645923991e+09
2020-03-15 20:05:00,1.6673020652e+09,1.6673020652e+09,3.1269569218e+09,3.1269569218e+09
2020-03-15 20:10:00,7.7920307709e+08,7.7920307709e+08,2.9652168919e+09,2.9652168919e+09
2020-03-15 20:15:00,1.2769061591e+09,1.2769061591e+09,3.0305862100e+09,3.0305862100e+09
2020-03-15 20:20:00,1.2875439101e+09,1.2875439101e+09,2.6251752099e+09,2.6251752099e+09
2020-03-15 20:25:00,9.7794079809e+08,9.7794079809e+08,2.8170500821e+09,2.8170500821e+09
2020-03-15 20:30:00,1.0072514375e+09,1.0072514375e+09,3.0384482179e+09,3.0384482179e+09
2020-03-15 20:35:00,9.8662377660e+08,9.8662377660e+08,2.9698576892e+09,2.9698576892e+09
2020-03-15 20:40:00,1.4317818941e+09,1.4317818941e+09,3.0024789689e+09,3.0024789689e+09
2020-03-15 20:45:00,7.1514773130e+08,7.1514773130e+08,2.9748591540e+09,2.9748591540e+09
2020-03-15 20:50:00,1.9630342210e+09,1.9630342210e+09,2.5352710891e+09,2.5352710891e+09
2020-03-15 20:55:00,2.0185776987e+09,2.0185776987e+09,2.5447325736e+09,2.5447325736e+09
2020-03-15 21:00:00,1.5771336049e+09,1.5771336049e+09,2.4753394834e+09,2.4753394834e+09
2020-03-15 21:05:00,9.4214289830e+08,9.4214289830e+08,2.5005822856e+09,2.5005822856e+09
2020-03-15 21:10:00,7.0702078772e+08,7.0702078772e+08,2.5219513099e+09,2.5219513099e+09
2020-03-15 21:15:00,1.2502137676e+09,1.2502137676e+09,2.4410687980e+09,2.4410687980e+09
2020-03-15 21:20:00,2.2023675033e+09,2.2023675033e+09,2.2325873701e+09,2.2325873701e+09
2020-03-15 21:25:00,1.6027418883e+09,1.6027418883e+09,2.3182064483e+09,2.3182064483e+09
2020-03-15 21:30:00,1.0276239095e+09,1.0276239095e+09,2.5124701321e+09,2.5124701321e+09
2020-03-15 21:35:00,1.1790476796e+09,1.1790476796e+09,2.4141078350e+09,2.4141078350e+09
2020-03-15 21:40:00,1.9088465711e+09,1.9088465711e+09,2.2868423717e+09,2.2868423717e+09
2020-03-15 21:45:00,1.9936937910e+09,1.9936937910e+09,2.3245123296e+09,2.3245123296e+09
2020-03-15 21:50:00,1.8766891773e+09,1.8766891773e+09,2.3131360040e+09,2.3131360040e+09
2020-03-15 21:55:00,1.8146157464e+09,1.8146157464e+09,2.2073740060e+09,2.2073740060e+09
2020-03-15 22:00:00,1.6607724962e+09,1.6607724962e+09,2.4260657919e+09,2.4260657919e+09
2020-03-15 22:05:00,1.5722541272e+09,1.5722541272e+09,2.5207086032e+09,2.5207086032e+09
2020-03-15 22:10:00,1.3382723738e+09,1.3382723738e+09,2.3188509503e+09,2.3188509503e+09
2020-03-15 22:15:00,2.2391998512e+09,2.2391998512e+09,2.7388787784e+09,2.7388787784e+09
2020-03-15 22:20:00,2.9620720941e+09,2.9620720941e+09,3.5961596728e+09,3.5961596728e+09
2020-03-15 22:25:00,2.5353957211e+09,2.5353957211e+09,3.1294739247e+09,3.1294739247e+09
2020-03-15 22:30:00,1.9552207318e+09,1.9552207318e+09,2.5543240349e+09,2.5543240349e+09
2020-03-15 22:35:00,8.8767503801e+08,8.8767503801e+08,2.1954389105e+09,2.1954389105e+09
2020-03-15 22:40:00,7.3372600144e+08,7.3372600144e+08,2.1906070716e+09,2.1906070716e+09
2020-03-15 22:45:00,4.2309594431e+08,4.2309594431e+08,2.3084860993e+09,2.3084860993e+09
2020-03-15 22:50:00,4.0817307175e+08,4.0817307175e+08,2.1238803330e+09,2.1238803330e+09
2020-03-15 22:55:00,3.7360575392e+08,3.7360575392e+08,2.1456192141e+09,2.1456192141e+09
2020-03-15 23:00:00,4.4617809643e+08,4.4617809643e+08,2.0732055681e+09,2.0732055681e+09
2020-03-15 23:05:00,3.7684122778e+08,3.7684122778e+08,1.9184232706e+09,1.9184232706e+09
2020-03-15 23:10:00,3.9090809029e+08,3.9090809029e+08,1.8738130287e+09,1.8738130287e+09
2020-03-15 23:15:00,3.9423680858e+08,3.9423680858e+08,1.8160381326e+09,1.8160381326e+09
2020-03-15 23:20:00,3.8169464909e+08,3.8169464909e+08,2.1635774340e+09,2.1635774340e+09
2020-03-15 23:25:00,1.0179033972e+09,1.0179033972e+09,1.8496575660e+09,1.8496575660e+09
2020-03-15 23:30:00,9.3786961372e+08,9.3786961372e+08,1.7034918921e+09,1.7034918921e+09
2020-03-15 23:35:00,1.0190549228e+09,1.0190549228e+09,1.8562979172e+09,1.8562979172e+09
2020-03-15 23:40:00,8.9378601264e+08,8.9378601264e+08,1.9527113074e+09,1.9527113074e+09
2020-03-15 23:45:00,9.9553664241e+08,9.9553664241e+08,1.7586539904e+09,1.7586539904e+09
2020-03-15 23:50:00,1.0379424289e+09,1.0379424289e+09,1.5676726017e+09,1.5676726017e+09
2020-03-15 23:55:00,1.3965050302e+09,1.3965050302e+09,1.5015526155e+09,1.5015526155e+09
2020-03-16 00:00:00,9.4113579705e+08,9.4113579705e+08,1.8988147116e+09,1.8988147116e+09
