DATE,LVET,LVET_peak,ETLV,ETLV_peak
2020-03-15 16:15:00,7.2298001745e+08,7.2298001745e+08,1.4588498825e+08,1.4588498825e+08
2020-03-15 16:20:00,7.6733000166e+08,7.6733000166e+08,2.8910008106e+08,2.8910008106e+08
2020-03-15 16:25:00,7.6263316383e+08,7.6263316383e+08,2.1613993431e+08,2.1613993431e+08
2020-03-15 16:30:00,7.3765760634e+08,7.3765760634e+08,2.1321627139e+08,2.1321627139e+08
2020-03-15 16:35:00,7.3773864873e+08,7.3773864873e+08,1.3981906657e+08,1.3981906657e+08
2020-03-15 16:40:00,7.6075754172e+08,7.6075754172e+08,1.7572730389e+08,1.7572730389e+08
2020-03-15 16:45:00,7.5530608423e+08,7.5530608423e+08,1.8654249526e+08,1.8654249526e+08
2020-03-15 16:50:00,7.6169749909e+08,7.6169749909e+08,2.8014263614e+08,2.8014263614e+08
2020-03-15 16:55:00,7.7331097138e+08,7.7331097138e+08,2.0690725729e+08,2.0690725729e+08
2020-03-15 17:00:00,6.4804648702e+08,6.4804648702e+08,2.8417081030e+08,2.8417081030e+08
2020-03-15 17:05:00,7.5008326533e+08,7.5008326533e+08,1.4653022229e+08,1.4653022229e+08
2020-03-15 17:10:00,8.5582697078e+08,8.5582697078e+08,1.3410942750e+08,1.3410942750e+08
2020-03-15 17:15:00,7.5874991597e+08,7.5874991597e+08,1.2063054211e+08,1.2063054211e+08
2020-03-15 17:20:00,7.6599072998e+08,7.6599072998e+08,1.2719963241e+08,1.2719963241e+08
2020-03-15 17:25:00,7.6199684302e+08,7.6199684302e+08,1.8699253361e+08,1.8699253361e+08
2020-03-15 17:30:00,6.4258776433e+08,6.4258776433e+08,1.7476981079e+08,1.7476981079e+08
2020-03-15 17:35:00,7.6226567823e+08,7.6226567823e+08,1.8499426178e+08,1.8499426178e+08
2020-03-15 17:40:00,7.7697689376e+08,7.7697689376e+08,1.5623634282e+08,1.5623634282e+08
2020-03-15 17:45:00,2.7615529199e+09,2.7615529199e+09,1.3611852671e+08,1.3611852671e+08
2020-03-15 17:50:00,3.8273980435e+09,3.8273980435e+09,2.2936819658e+08,2.2936819658e+08
2020-03-15 17:55:00,3.8402774084e+09,3.8402774084e+09,2.0136184242e+08,2.0136184242e+08
2020-03-15 18:00:00,3.8092366708e+09,3.8092366708e+09,3.1367353584e+08,3.1367353584e+08
2020-03-15 18:05:00,3.7546248694e+09,3.7546248694e+09,2.9832276003e+08,2.9832276003e+08
2020-03-15 18:10:00,3.8441342213e+09,3.8441342213e+09,2.7895919409e+08,2.7895919409e+08
2020-03-15 18:15:00,3.8348140557e+09,3.8348140557e+09,2.7087110614e+08,2.7087110614e+08
2020-03-15 18:20:00,3.8492281230e+09,3.8492281230e+09,2.1579138172e+08,2.1579138172e+08
2020-03-15 18:25:00,3.8792232236e+09,3.8792232236e+09,2.1704001920e+08,2.1704001920e+08
2020-03-15 18:30:00,3.7663474995e+09,3.7663474995e+09,1.3318611227e+08,1.3318611227e+08
2020-03-15 18:35:00,3.8384400024e+09,3.8384400024e+09,1.9599820028e+08,1.9599820028e+08
2020-03-15 18:40:00,3.8311429930e+09,3.8311429930e+09,2.2108631498e+08,2.2108631498e+08
2020-03-15 18:45:00,3.8384670349e+09,3.8384670349e+09,1.9357262953e+08,1.9357262953e+08
2020-03-15 18:50:00,3.2943198164e+09,3.2943198164e+09,1.7423113839e+08,1.7423113839e+08
2020-03-15 18:55:00,6.6749975352e+08,6.6749975352e+08,2.4882224181e+08,2.4882224181e+08
2020-03-15 19:00:00,8.3288936019e+08,8.3288936019e+08,2.2448634227e+08,2.2448634227e+08
2020-03-15 19:05:00,7.3419195244e+08,7.3419195244e+08,2.1893864662e+08,2.1893864662e+08
2020-03-15 19:10:00,7.5238172180e+08,7.5238172180e+08,3.2727755019e+08,3.2727755019e+08
