DATE,DUEE,DUEE_peak,EEDU,DUEE_peak
2020-03-25 05:50:00,3.3554731538e+09,3.3554731538e+09,9.6757618038e+09,9.6757618038e+09
2020-03-25 05:55:00,2.3027644458e+09,2.3027644458e+09,8.4198859510e+09,8.4198859510e+09
2020-03-25 06:00:00,1.0332971146e+10,1.0332971146e+10,9.0641444611e+09,9.0641444611e+09
2020-03-25 06:05:00,7.2472566221e+09,7.2472566221e+09,9.8398592016e+09,9.8398592016e+09
2020-03-25 06:10:00,7.2363736652e+09,7.2363736652e+09,9.8284461647e+09,9.8284461647e+09
2020-03-25 06:15:00,8.2918020622e+09,8.2918020622e+09,1.0808967961e+10,1.0808967961e+10
2020-03-25 06:20:00,6.2735093496e+09,6.2735093496e+09,1.0945621856e+10,1.0945621856e+10
2020-03-25 06:25:00,1.4599754582e+09,1.4599754582e+09,1.1532664625e+10,1.1532664625e+10
2020-03-25 06:30:00,5.7645452470e+09,5.7645452470e+09,7.7056352350e+09,7.7056352350e+09
2020-03-25 06:35:00,4.2056922024e+09,4.2056922024e+09,3.4341321657e+09,3.4341321657e+09
2020-03-25 06:40:00,4.9143639772e+09,4.9143639772e+09,2.6587981627e+09,2.6587981627e+09
2020-03-25 06:45:00,1.0782346169e+10,1.0782346169e+10,3.2188997135e+09,3.2188997135e+09
2020-03-25 06:50:00,1.0825864140e+10,1.0825864140e+10,3.3399565264e+09,3.3399565264e+09
2020-03-25 06:55:00,8.0131417316e+09,8.0131417316e+09,2.7263099867e+09,2.7263099867e+09
2020-03-25 07:00:00,3.7434975150e+09,3.7434975150e+09,2.7288979157e+09,2.7288979157e+09
2020-03-25 07:05:00,4.7395926098e+08,4.7395926098e+08,2.7568447374e+09,2.7568447374e+09
2020-03-25 07:10:00,4.9999706102e+08,4.9999706102e+08,2.7169079725e+09,2.7169079725e+09
2020-03-25 07:15:00,4.4126896789e+09,4.4126896789e+09,2.7451784989e+09,2.7451784989e+09
2020-03-25 07:20:00,4.4559683697e+09,4.4559683697e+09,2.6083016366e+09,2.6083016366e+09
2020-03-25 07:25:00,4.8993553961e+08,4.8993553961e+08,8.8920925237e+09,8.8920925237e+09
2020-03-25 07:30:00,2.9118351072e+09,2.9118351072e+09,1.0917713844e+10,1.0917713844e+10
2020-03-25 07:35:00,1.9193423619e+09,1.9193423619e+09,1.1168358834e+10,1.1168358834e+10
2020-03-25 07:40:00,2.3884579352e+09,2.3884579352e+09,1.1166772127e+10,1.1166772127e+10
2020-03-25 07:45:00,2.6479857130e+09,2.6479857130e+09,1.1682617762e+10,1.1682617762e+10
2020-03-25 07:50:00,1.0502393623e+09,1.0502393623e+09,8.4587142185e+09,8.4587142185e+09
2020-03-25 07:55:00,2.6210412020e+09,2.6210412020e+09,2.7694985180e+09,2.7694985180e+09
2020-03-25 08:00:00,9.3915619378e+08,9.3915619378e+08,2.6489818666e+09,2.6489818666e+09
2020-03-25 08:05:00,4.7870602374e+08,4.7870602374e+08,2.9661319006e+09,2.9661319006e+09
2020-03-25 08:10:00,8.1123589875e+08,8.1123589875e+08,2.8461494970e+09,2.8461494970e+09
2020-03-25 08:15:00,1.8970558167e+09,1.8970558167e+09,3.2672497224e+09,3.2672497224e+09
2020-03-25 08:20:00,3.3989707371e+09,3.3989707371e+09,2.7092679566e+09,2.7092679566e+09
2020-03-25 08:25:00,2.9566540302e+09,2.9566540302e+09,2.6625990196e+09,2.6625990196e+09
2020-03-25 08:30:00,2.5058453039e+09,2.5058453039e+09,2.8302742989e+09,2.8302742989e+09
2020-03-25 08:35:00,1.8752641638e+09,1.8752641638e+09,2.8984760639e+09,2.8984760639e+09
2020-03-25 08:40:00,3.2019418518e+09,3.2019418518e+09,3.0588885691e+09,3.0588885691e+09
2020-03-25 08:45:00,3.1218226594e+09,3.1218226594e+09,3.0176378796e+09,3.0176378796e+09
2020-03-25 08:50:00,3.8627413749e+09,3.8627413749e+09,9.0134092427e+09,9.0134092427e+09
2020-03-25 08:55:00,5.0264770621e+09,5.0264770621e+09,1.1251066065e+10,1.1251066065e+10
2020-03-25 09:00:00,3.6393120265e+09,3.6393120265e+09,1.1744173140e+10,1.1744173140e+10
2020-03-25 09:05:00,2.9641270935e+09,2.9641270935e+09,1.1870225401e+10,1.1870225401e+10
2020-03-25 09:10:00,3.1651076719e+09,3.1651076719e+09,1.1784776385e+10,1.1784776385e+10
2020-03-25 09:15:00,6.6931972183e+09,6.6931972183e+09,1.1671304809e+10,1.1671304809e+10
2020-03-25 09:20:00,4.1261569677e+09,4.1261569677e+09,1.0630464316e+10,1.0630464316e+10
2020-03-25 09:25:00,3.4233682202e+09,3.4233682202e+09,2.8643250074e+09,2.8643250074e+09
2020-03-25 09:30:00,3.5338217089e+09,3.5338217089e+09,2.4558465439e+09,2.4558465439e+09
2020-03-25 09:35:00,3.6880503355e+09,3.6880503355e+09,2.6523871934e+09,2.6523871934e+09
2020-03-25 09:40:00,2.2340188618e+09,2.2340188618e+09,2.5284271040e+09,2.5284271040e+09
2020-03-25 09:45:00,4.5205179225e+09,4.5205179225e+09,2.4744003878e+09,2.4744003878e+09
2020-03-25 09:50:00,3.9425229689e+09,3.9425229689e+09,5.1325146938e+09,5.1325146938e+09
2020-03-25 09:55:00,2.5404910149e+09,2.5404910149e+09,3.0257790676e+09,3.0257790676e+09
2020-03-25 10:00:00,5.0755618325e+09,5.0755618325e+09,3.1022092156e+09,3.1022092156e+09
2020-03-25 10:05:00,7.2694699006e+09,7.2694699006e+09,2.8073170943e+09,2.8073170943e+09
2020-03-25 10:10:00,2.2574913751e+09,2.2574913751e+09,2.6970860333e+09,2.6970860333e+09
2020-03-25 10:15:00,2.6661235385e+09,2.6661235385e+09,3.0282107385e+09,3.0282107385e+09
2020-03-25 10:20:00,4.4931681450e+09,4.4931681450e+09,3.7548974576e+09,3.7548974576e+09
2020-03-25 10:25:00,8.7733649219e+09,8.7733649219e+09,1.0999544390e+10,1.0999544390e+10
2020-03-25 10:30:00,8.5687465790e+09,8.5687465790e+09,1.1562463331e+10,1.1562463331e+10
2020-03-25 10:35:00,1.0178924039e+10,1.0178924039e+10,1.1476570187e+10,1.1476570187e+10
2020-03-25 10:40:00,7.5323500341e+09,7.5323500341e+09,1.2178129156e+10,1.2178129156e+10
2020-03-25 10:45:00,1.6425222877e+09,1.6425222877e+09,8.1718255793e+09,8.1718255793e+09
2020-03-25 10:50:00,7.6478771996e+09,7.6478771996e+09,3.6895296575e+09,3.6895296575e+09
