DATE,ATHR,ATHR_peak,HRAT,ATHR_peak
2020-03-22 15:25:00,2.6196200259e+06,2.6196200259e+06,1.4836472524e+06,1.4836472524e+06
2020-03-22 15:30:00,2.5929118261e+06,2.5929118261e+06,1.4344686915e+06,1.4344686915e+06
2020-03-22 15:35:00,3.7466092029e+06,3.7466092029e+06,1.4560825675e+06,1.4560825675e+06
2020-03-22 15:40:00,2.3345705536e+06,2.3345705536e+06,1.5127038260e+06,1.5127038260e+06
2020-03-22 15:45:00,1.7755468457e+06,1.7755468457e+06,1.6142854811e+06,1.6142854811e+06
2020-03-22 15:50:00,2.1864165836e+06,2.1864165836e+06,1.7794292146e+06,1.7794292146e+06
2020-03-22 15:55:00,2.3055181616e+06,2.3055181616e+06,1.7200579388e+06,1.7200579388e+06
2020-03-22 16:00:00,2.2508450910e+06,2.2508450910e+06,1.4194492704e+06,1.4194492704e+06
2020-03-22 16:05:00,2.7206323717e+06,2.7206323717e+06,1.4903892416e+06,1.4903892416e+06
2020-03-22 16:10:00,2.2839008215e+06,2.2839008215e+06,1.4768362724e+06,1.4768362724e+06
2020-03-22 16:15:00,2.4288615355e+06,2.4288615355e+06,1.4447490116e+06,1.4447490116e+06
2020-03-22 16:20:00,4.5199057950e+06,4.5199057950e+06,1.4816723778e+06,1.4816723778e+06
2020-03-22 16:25:00,1.1618005986e+07,1.1618005986e+07,1.5131401785e+06,1.5131401785e+06
2020-03-22 16:30:00,6.1898656714e+06,6.1898656714e+06,1.4894559123e+06,1.4894559123e+06
2020-03-22 16:35:00,3.2069309479e+06,3.2069309479e+06,1.3819182331e+06,1.3819182331e+06
2020-03-22 16:40:00,2.7592510542e+06,2.7592510542e+06,1.3913846667e+06,1.3913846667e+06
2020-03-22 16:45:00,2.4908423860e+06,2.4908423860e+06,1.3845527721e+06,1.3845527721e+06
2020-03-22 16:50:00,2.0440119906e+06,2.0440119906e+06,1.3782775501e+06,1.3782775501e+06
2020-03-22 16:55:00,2.3977353084e+06,2.3977353084e+06,1.4662257902e+06,1.4662257902e+06
2020-03-22 17:00:00,2.8062874260e+06,2.8062874260e+06,1.6194011929e+06,1.6194011929e+06
2020-03-22 17:05:00,2.1340553596e+06,2.1340553596e+06,1.4816375676e+06,1.4816375676e+06
2020-03-22 17:10:00,2.1220701157e+06,2.1220701157e+06,1.4667130068e+06,1.4667130068e+06
2020-03-22 17:15:00,2.1659146324e+06,2.1659146324e+06,1.5384826542e+06,1.5384826542e+06
2020-03-22 17:20:00,1.9794907177e+06,1.9794907177e+06,1.4904563876e+06,1.4904563876e+06
2020-03-22 17:25:00,2.9191495027e+06,2.9191495027e+06,1.5172093286e+06,1.5172093286e+06
2020-03-22 17:30:00,3.6789600541e+06,3.6789600541e+06,1.5840428975e+06,1.5840428975e+06
