DATE,IRIE,IRIE_peak,IEIR,IEIR_peak
2020-03-15 16:30:00,6.3681854582e+07,6.3681854582e+07,3.9233237417e+07,3.9233237417e+07
2020-03-15 16:35:00,6.9224828918e+07,6.9224828918e+07,7.0520501694e+07,7.0520501694e+07
2020-03-15 16:40:00,8.2032740031e+07,8.2032740031e+07,5.0722716040e+07,5.0722716040e+07
2020-03-15 16:45:00,9.0776714371e+07,9.0776714371e+07,6.2540263368e+07,6.2540263368e+07
2020-03-15 16:50:00,9.3728364459e+07,9.3728364459e+07,3.5714840306e+07,3.5714840306e+07
2020-03-15 16:55:00,6.9792414656e+07,6.9792414656e+07,5.2541469505e+07,5.2541469505e+07
2020-03-15 17:00:00,6.6837981552e+07,6.6837981552e+07,3.4736652215e+07,3.4736652215e+07
2020-03-15 17:05:00,8.2255013870e+07,8.2255013870e+07,6.3545060775e+07,6.3545060775e+07
2020-03-15 17:10:00,7.1441023888e+07,7.1441023888e+07,2.8936427400e+07,2.8936427400e+07
2020-03-15 17:15:00,6.8354270901e+07,6.8354270901e+07,5.1390365539e+07,5.1390365539e+07
2020-03-15 17:20:00,5.6549608086e+07,5.6549608086e+07,3.5507414499e+07,3.5507414499e+07
2020-03-15 17:25:00,6.4627838408e+07,6.4627838408e+07,6.7931740518e+07,6.7931740518e+07
2020-03-15 17:30:00,9.5639958842e+07,9.5639958842e+07,2.7631082563e+07,2.7631082563e+07
2020-03-15 17:35:00,1.0145387239e+08,1.0145387239e+08,5.2408931174e+07,5.2408931174e+07
2020-03-15 17:40:00,1.0834221081e+08,1.0834221081e+08,3.5121974391e+07,3.5121974391e+07
2020-03-15 17:45:00,1.0206783859e+08,1.0206783859e+08,5.7523134476e+07,5.7523134476e+07
2020-03-15 17:50:00,9.0328302300e+07,9.0328302300e+07,3.1882836631e+07,3.1882836631e+07
2020-03-15 17:55:00,8.2485605203e+07,8.2485605203e+07,4.6778185074e+07,4.6778185074e+07
2020-03-15 18:00:00,9.3899939702e+07,9.3899939702e+07,2.7295888485e+07,2.7295888485e+07
2020-03-15 18:05:00,1.0019805165e+08,1.0019805165e+08,5.7023184971e+07,5.7023184971e+07
2020-03-15 18:10:00,8.2742323453e+07,8.2742323453e+07,3.4243312206e+07,3.4243312206e+07
2020-03-15 18:15:00,8.2077171565e+07,8.2077171565e+07,6.0479727921e+07,6.0479727921e+07
2020-03-15 18:20:00,8.1708523014e+07,8.1708523014e+07,3.2408569404e+07,3.2408569404e+07
2020-03-15 18:25:00,7.7405509022e+07,7.7405509022e+07,5.9565976229e+07,5.9565976229e+07
2020-03-15 18:30:00,7.2480650101e+07,7.2480650101e+07,3.2710374256e+07,3.2710374256e+07
2020-03-15 18:35:00,7.2007116895e+07,7.2007116895e+07,5.6615341429e+07,5.6615341429e+07
2020-03-15 18:40:00,7.7097309775e+07,7.7097309775e+07,3.0933742310e+07,3.0933742310e+07
2020-03-15 18:45:00,1.0155946589e+08,1.0155946589e+08,5.7164667792e+07,5.7164667792e+07
2020-03-15 18:50:00,1.1758248079e+08,1.1758248079e+08,3.7242307984e+07,3.7242307984e+07
2020-03-15 18:55:00,1.0830065964e+08,1.0830065964e+08,1.0711844456e+08,1.0711844456e+08
2020-03-15 19:00:00,9.8549984358e+07,9.8549984358e+07,3.8916498725e+07,3.8916498725e+07
2020-03-15 19:05:00,1.0105752270e+08,1.0105752270e+08,5.8718380296e+07,5.8718380296e+07
2020-03-15 19:10:00,7.8434555031e+07,7.8434555031e+07,3.5833694504e+07,3.5833694504e+07
2020-03-15 19:15:00,8.8317401091e+07,8.8317401091e+07,5.1519277376e+07,5.1519277376e+07
2020-03-15 19:20:00,9.4305977412e+07,9.4305977412e+07,3.1163290288e+07,3.1163290288e+07
2020-03-15 19:25:00,8.4968841796e+07,8.4968841796e+07,6.0840523115e+07,6.0840523115e+07
2020-03-15 19:30:00,7.3101928431e+07,7.3101928431e+07,3.6540340276e+07,3.6540340276e+07
2020-03-15 19:35:00,7.4948957909e+07,7.4948957909e+07,4.8994344572e+07,4.8994344572e+07
2020-03-15 19:40:00,8.3515443925e+07,8.3515443925e+07,4.2199946332e+07,4.2199946332e+07
