DATE,DEDU,DEDU_peak,DUDE,DEDU_peak
2020-03-15 11:25:00,1.7259626161e+10,1.7259626161e+10,3.0215542336e+09,3.0215542336e+09
2020-03-15 11:30:00,2.8067301743e+10,2.8067301743e+10,4.9216971656e+09,4.9216971656e+09
2020-03-15 11:35:00,2.0771595337e+10,2.0771595337e+10,4.2121266426e+09,4.2121266426e+09
2020-03-15 11:40:00,1.7176528830e+10,1.7176528830e+10,3.5468537574e+09,3.5468537574e+09
2020-03-15 11:45:00,1.5766034016e+10,1.5766034016e+10,4.0399339494e+09,4.0399339494e+09
2020-03-15 11:50:00,1.7329778803e+10,1.7329778803e+10,4.0547941875e+09,4.0547941875e+09
2020-03-15 11:55:00,2.0785705547e+10,2.0785705547e+10,7.8722988278e+09,7.8722988278e+09
2020-03-15 12:00:00,1.6515793246e+10,1.6515793246e+10,7.5513422778e+09,7.5513422778e+09
2020-03-15 12:05:00,1.5611808019e+10,1.5611808019e+10,4.0007262093e+10,4.0007262093e+10
2020-03-15 12:10:00,1.5239270248e+10,1.5239270248e+10,1.4284121959e+10,1.4284121959e+10
2020-03-15 12:15:00,1.3955169990e+10,1.3955169990e+10,5.3825354387e+09,5.3825354387e+09
2020-03-15 12:20:00,1.9012286773e+10,1.9012286773e+10,1.7759977986e+10,1.7759977986e+10
2020-03-15 12:25:00,1.9091218968e+10,1.9091218968e+10,3.7151058858e+09,3.7151058858e+09
2020-03-15 12:30:00,1.7765755922e+10,1.7765755922e+10,2.9767772044e+09,2.9767772044e+09
2020-03-15 12:35:00,1.7144454274e+10,1.7144454274e+10,1.7565692759e+09,1.7565692759e+09
2020-03-15 12:40:00,1.5856069053e+10,1.5856069053e+10,2.6495624490e+09,2.6495624490e+09
2020-03-15 12:45:00,1.7706075563e+10,1.7706075563e+10,5.7111154521e+09,5.7111154521e+09
2020-03-15 12:50:00,2.0215886737e+10,2.0215886737e+10,1.9518912202e+09,1.9518912202e+09
2020-03-15 12:55:00,1.7771409671e+10,1.7771409671e+10,3.9591825240e+09,3.9591825240e+09
2020-03-15 13:00:00,1.6587821956e+10,1.6587821956e+10,3.1431515113e+09,3.1431515113e+09
2020-03-15 13:05:00,1.3812869549e+10,1.3812869549e+10,3.9617094171e+09,3.9617094171e+09
2020-03-15 13:10:00,1.4857175356e+10,1.4857175356e+10,2.6424499914e+09,2.6424499914e+09
2020-03-15 13:15:00,1.7128203727e+10,1.7128203727e+10,6.0739283468e+09,6.0739283468e+09
2020-03-15 13:20:00,2.3261604650e+10,2.3261604650e+10,4.8719709059e+09,4.8719709059e+09
