Routing algorithm,Power consumption [W],Reliability score (Max),Reliability score (# above 60%),Mean latency (premium) [ms],Mean latency (assured) [ms],Premium SLA violations,Assured SLA violations,Time,Link usage
MORA,230555,1.3351802500000003,1,2,2,2,2,0.0,"[0.256421, 0.2401428, 0.05358, 0.0, 0.21416666666666667, 0.11765913333333328, 0.19179960000000001, 0.48113900000000004, 0.20193089999999997, 0.0, 0.1176576, 0.14315, 0.1934024666666667, 0.331394, 0.45586666666666675, 0.560598, 0.0045105, 0.10084459999999999, 0.359789, 0.117504, 0.16389600000000001, 0.2697808, 0.05441760000000002, 0.0, 0.10850879999999999, 0.06966000000000001, 0.14747539999999998, 0.14645613333333335, 0.0045105, 0.09192, 0.006810499999999999, 0.13475, 0.1551, 0.0, 0.1808838, 0.23241760000000003, 0.0512, 0.224092, 0.07354770000000001, 0.0, 0.0, 0.0, 0.5674270000000001, 5e-05, 0.0, 0.1250976, 0.189324, 0.17519999999999997, 0.34613333333333335, 1.0622, 0.23838226666666665, 0.006810500000000001, 0.480394, 0.0, 0.27979899999999996, 0.07653473333333334, 0.021549999999999996, 0.00465, 0.47153900000000004, 0.14260799999999998, 0.15505, 0.13630533333333333, 0.0, 0.0218895, 0.5972959999999999, 0.2539, 0.09799340000000001, 0.049429066666666674, 0.2794002, 0.2121769999999999, 0.0, 0.09060000000000001, 0.2588548666666666, 0.3833, 0.0, 0.0416992, 0.0, 0.0, 0.01616, 0.0, 0.0, 0.26645259999999993, 0.0, 0.17488019999999999, 0.0713573, 0.0, 0.028483400000000002, 0.331394, 0.20191173333333334, 0.0, 0.057137400000000005, 0.0]"
MORA,228857,0.0011299682249998884,0,2,2,0,0,91.95140194892885,"[0.18646299999999996, 0.27982933333333343, 0.0369485, 0.0, 0.24620679999999998, 0.2215493333333333, 0.09350779999999993, 0.18088949999999998, 0.12089779999999999, 0.18206199999999997, 0.0264355, 0.2976805000000001, 0.16445833333333332, 0.058595500000000085, 0.27796533333333345, 0.008800000000000018, 0.23013150000000002, 0.1526314, 0.011500000000000036, 0.4493926666666666, 0.12577600000000003, 0.19912000000000005, 0.1187938666666667, 0.0, 0.05949999999999992, 0.08088499999999998, 0.18982059999999998, 0.0754816666666667, 0.2300815, 0.025346000000000014, 0.07728149999999999, 0.28733050000000004, 0.15554999999999997, 0.0, 0.26007299999999994, 0.28232740000000006, 0.05070000000000001, 0.2047321333333334, 0.03392680000000002, 0.0, 0.0, 0.0, 0.002816000000000088, 0.0001, 0.0, 0.2089066, 0.3626149999999999, 0.3046499999999998, 0.23682400000000006, 0.4228999999999999, 0.18527999999999994, 0.23233150000000005, 0.20702999999999983, 0.0233605, 0.00020000000000003712, 0.058646066666666656, 0.24880000000000005, 0.027610500000000003, 0.129974, 0.15201599999999996, -5.684341886080802e-18, 0.15922746666666665, 0.0, 0.023068499999999992, 0.04468733333333322, 0.322479, 0.23788679999999993, 0.0658672, 0.19177333333333338, 0.3696839999999999, 0.0, 0.0933, 0.23036766666666667, 0.029138999999999977, 0.5775009999999999, 0.07048993333333332, 0.07820250000000001, 0.0, 0.02936500000000001, 0.0, 0.010591466666666669, 0.2679090666666667, 0.0266862, 0.12105866666666662, 0.1213967, 0.0, 0.018529000000000007, 0.06340600000000005, 0.2607944666666666, 0.0, 0.0574372, 0.613446]"
MORA,197924,0.046294901406249256,0,2,2,0,0,73.55079221725464,"[0.17960000000000004, 0.15719820000000004, 0.05975620000000001, 0.0, 0.23896853333333343, 0.1380409333333333, 0.12660479999999993, 0.49637700000000007, 0.12130999999999999, 0.09580800000000003, 0.0535833, 0.23925000000000005, 0.11616286666666661, 0.14126400000000008, 0.5415166666666668, 0.21090000000000003, 0.09466749999999992, 0.09707333333333334, 0.4008465, 0.11434933333333326, 0.26822866666666667, 0.22437400000000002, 0.03383166666666676, 0.05567939999999999, 0.12124329999999989, 0.029027599999999962, 0.1241426, 0.1370437333333333, 0.09466749999999993, 0.05932650000000003, 0.09696749999999996, 0.23925, 0.15489999999999995, 0.0, 0.18181040000000004, 0.22403240000000008, 0.04580000000000002, 0.20218613333333335, 0.06669570000000001, 0.28218000000000004, 0.0, 0.0, 0.5872200000000002, -1.1102230246251566e-20, 0.4232700000000001, 0.10275040000000005, 0.22163199999999988, 0.2942859999999997, 0.05853133333333343, 0.6860649999999998, 0.19452846666666654, 0.09691750000000006, 0.33327249999999997, 0.15949999999999995, 0.10245000000000004, 0.09332126666666665, 0.11666749999999998, 0.15579999999999997, 0.46593549999999995, 0.10300306666666664, 0.15494999999999998, 0.21821886666666668, 0.0, 0.026849999999999995, 0.4374213333333331, 0.004400000000000015, 0.11026959999999994, 0.041735666666666664, 0.14285140000000005, 0.153417, 0.0, 0.0989, 0.11567693333333336, 0.09589999999999999, 0.07112199999999996, 0.028739199999999982, 0.006579700000000015, 0.1517256, 0.028847000000000015, 0.5516099999999999, 0.008701866666666667, 0.24786693333333334, 0.0472192, 0.18547279999999988, 0.04756540000000003, 0.0, 0.02538200000000001, 0.1911835, 0.18557893333333322, 0.0, 0.08633919999999996, 0.15091200000000002]"
MORA,199645,0.30332556249999953,0,2,2,0,0,96.86546206474304,"[0.16900000000000007, 0.19229353333333352, 0.05525759999999999, 0.0, 0.23232820000000007, 0.20514273333333327, 0.14729280000000003, 0.43994300000000003, 0.11209359999999997, 0.011342000000000031, 0.054914899999999996, 0.26135700000000006, 0.08889886666666656, 0.06775000000000006, 0.2844320000000003, 0.05471400000000003, 0.0051999999999998905, 0.11271979999999991, 0.37225299999999995, 0.32253866666666664, 0.1044533333333333, 0.3092600000000002, 0.07387060000000009, -9.094947017729283e-18, 0.10280129999999985, 0.07742319999999997, 0.1749886, 0.10112440000000002, 0.000649999999999931, 0.09732000000000003, 0.002299999999999954, 0.255007, 0.15489999999999995, 0.0, 0.16397040000000002, 0.1577254000000001, 0.04910000000000003, 0.24203480000000005, 0.04935760000000002, 0.11633800000000002, 0.0, 0.0, 0.32645800000000025, -1.1102230246251566e-20, 0.17450700000000005, 0.08735040000000005, 0.36736199999999986, 0.2272319999999998, 0.2686000000000001, 0.8202999999999998, 0.13452626666666664, 0.0029500000000000645, 0.2625200000000001, 0.006271999999999957, 0.024257000000000063, 0.07193626666666661, 0.02169999999999997, 0.006271999999999969, 0.4294229999999998, 0.10891486666666662, 0.15489999999999998, 0.18716713333333337, 0.0, 0.02819999999999999, 0.15170933333333317, 0.283256, 0.1256886, 0.05524779999999998, 0.12653920000000002, 0.23511599999999988, 0.0, 0.11120000000000006, 0.17851466666666668, 0.140486, 0.37791599999999986, 0.05280379999999998, 0.03238180000000001, 0.1248306, 0.021343200000000014, -2.2737367544323207e-17, 0.004982333333333331, 0.21827119999999997, 0.08579880000000001, 0.11371253333333312, 0.08796810000000004, 0.0, 0.011520000000000008, 0.12984999999999997, 0.26031073333333343, 0.0, 0.12845879999999993, 0.4430906666666667]"
MORA,208030,0.0,0,2,2,0,0,92.63408017158508,"[0.16850000000000004, 0.13984533333333352, 0.060644800000000006, 0.0, 0.25145886666666667, 0.17469919999999994, 0.048271000000000085, 0.5113534999999999, 0.09586999999999998, 0.13494080000000003, -2.842170943040401e-18, 0.21027300000000004, 0.08393199999999994, 0.3287855000000001, 0.505336, 0.04129600000000002, 0.28404999999999986, 0.10111279999999999, 0.4258704999999999, 0.1677119999999999, 0.09699999999999999, 0.2500200000000003, 0.050764066666666774, 0.05717039999999999, 0.0474899999999999, 0.01384959999999998, 0.07473619999999999, 0.11544180000000002, 0.284, 0.06486000000000004, 0.13199999999999998, 0.20637299999999992, 0.15474999999999994, 0.0, 0.1899366, 0.2356618000000001, 0.06760000000000005, 0.2640786000000001, 0.050210000000000025, 0.23968666666666671, 0.0, 0.0, 0.26387600000000033, -1.1102230246251566e-20, 0.35953000000000007, 0.11695660000000009, 0.14189999999999983, 0.13214599999999976, 0.19733333333333344, 0.1752999999999998, 0.1732655999999999, 0.2862500000000001, 0.37297550000000024, 0.06021949999999995, 0.020548000000000066, 0.08207099999999991, 0.30219999999999986, 0.06041949999999997, 0.3251004999999998, 0.09484639999999996, -2.2737367544323207e-17, 0.2116522, 0.0, 0.026799999999999994, 0.49849066666666647, 0.04256099999999998, 0.13261619999999996, 0.021415799999999978, 0.25415513333333345, 0.2527199999999999, 0.0, 0.10680000000000002, 0.33288500000000004, 0.14645400000000006, 0.14516799999999985, 0.005908266666666654, 0.007451300000000009, -6.821210263296962e-18, 0.013300000000000013, 0.56025, 0.003472799999999998, 0.20087686666666665, 0.03256000000000001, 0.14500846666666647, 0.09193300000000001, 0.0, 0.0070000000000000045, 0.40138750000000006, 0.13014013333333352, 0.0, 0.07923999999999998, 0.2199759999999999]"
MORA,213005,0.0,0,2,2,0,0,69.84119081497192,"[0.17700000000000007, 0.2415965333333335, 0.07349040000000004, 0.0, 0.202436, 0.1197605999999999, 0.11960900000000006, 0.4192034999999999, 0.08508999999999999, 0.1399664, 0.039583999999999994, 0.11420650000000004, 0.07499413333333323, 0.48102400000000006, 0.42001066666666687, 0.07413600000000002, 0.004983999999999887, 0.1070776, 0.3710274999999999, 0.2257013333333333, 0.09769800000000001, 0.3059200000000003, 0.06787980000000012, -8.810729923425242e-18, 0.09569399999999989, 0.10080720000000001, 0.14081200000000002, 0.1517549333333333, 0.00043399999999994723, 0.06588320000000006, 0.0025999999999999843, 0.1133119999999999, 0.15029999999999996, 0.0, 0.19429439999999995, 0.1953872000000001, 0.07320000000000004, 0.16360133333333346, 0.053240000000000016, 0.16143066666666672, 0.0, 0.0, 0.3324190000000003, -1.1102230246251566e-20, 0.24214600000000008, 0.12787440000000008, 0.0012319999999997804, 0.44247199999999964, 0.21116866666666687, 0.4285319999999998, 0.25482433333333326, 0.0029340000000000963, 0.5434405000000001, 0.050839499999999954, 0.036968000000000056, 0.046321599999999914, 0.024533999999999865, 0.04988399999999997, 0.30496999999999963, 0.16892293333333333, 0.15051599999999998, 0.16134479999999998, 0.0, 0.0302, 0.2642753333333332, 0.10663199999999998, 0.08602559999999998, 0.053681066666666645, 0.23264800000000013, 0.2200959999999999, 0.0, 0.09079999999999999, 0.3044082666666667, 0.34838699999999995, 0.2697999999999998, 0.03987866666666665, 0.02577320000000001, -6.821210263296962e-18, 0.043567200000000014, 0.0, 0.007874399999999997, 0.17747146666666666, 0.02670000000000001, 0.2232010666666665, 0.08642640000000003, 0.0, 0.008740000000000006, 0.5008980000000001, 0.1552732666666669, 0.0, 0.07047999999999996, 0.37225800000000003]"
MORA,241330,0.0,0,2,2,0,0,114.96906590461731,"[0.3080520000000001, 0.20037240000000037, 0.057664800000000016, 0.0, 0.3077746666666667, 0.20139946666666664, 0.18315420000000002, 0.2941964999999999, 0.0942874, 0.12781679999999998, 0.0181864, 0.25675000000000003, 0.1694537333333333, 0.011100000000000068, 0.23500000000000024, 0.10694000000000004, 0.1285019999999999, 0.15604980000000002, 0.25978049999999986, 0.09433333333333327, 0.13400000000000004, 0.2805716000000003, 0.040103866666666786, 0.05726699999999999, 0.0745710999999999, 0.044627400000000025, 0.13469060000000002, 0.1258786, 0.12684999999999996, 0.08769170000000004, 0.0038739999999999847, 0.2567499999999999, 0.1554, 0.0, 0.22219280000000013, 0.27361760000000007, 0.08610000000000005, 0.29036413333333344, 0.03143680000000003, 0.04057666666666672, 0.0, 0.0, 0.26697000000000043, -1.1102230246251566e-20, 0.06086500000000008, 0.09068160000000007, 0.2903039999999998, 0.45236799999999966, 0.15486666666666687, 0.1748479999999998, 0.22194739999999985, 0.12940000000000013, 0.1520715, 0.06320999999999993, 0.053170000000000064, 0.10830853333333325, 0.14527799999999985, 0.06090999999999999, 0.3057179999999997, 0.07822333333333334, 0.029373999999999994, 0.25310306666666665, 0.0, 0.026175999999999987, 0.28119999999999984, 0.20727999999999996, 0.07790019999999995, 0.04207519999999999, 0.2435400000000001, 0.23223999999999986, 0.0, 0.10850000000000004, 0.21850073333333334, 0.023099999999999996, 0.3097199999999999, 0.03857973333333331, 0.02529380000000001, 0.11778559999999999, 0.044236800000000014, 0.5726700000000001, 0.023762866666666663, 0.29886039999999997, 0.1285718, 0.12013813333333305, 0.09105819999999999, 0.0, 0.013740000000000004, 0.022083999999999958, 0.26444553333333365, 0.0, 0.13181459999999995, 0.38366666666666666]"
MORA,204013,0.0275709420250001,0,2,2,0,0,67.19359397888185,"[0.18597299999999992, 0.2388497333333337, 0.0776632, 0.0, 0.24992893333333335, 0.17021573333333326, 0.10780640000000005, 0.35558200000000006, 0.08346730000000001, 0.13982559999999997, 0.02534700000000001, 0.17806400000000003, 0.0897189333333333, 0.44576400000000005, 0.6664180000000002, 0.09391200000000005, 0.03116849999999988, 0.13296933333333336, 0.3051099999999999, 0.26541599999999993, 0.13173333333333334, 0.3302600000000004, 0.07630046666666679, -1.3642420526593924e-17, 0.0731869999999999, 0.09387880000000001, 0.1183654, 0.12337999999999995, 0.031218499999999948, 0.07493480000000004, 0.007486499999999988, 0.17046399999999995, 0.15818400000000002, 0.0, 0.21191040000000017, 0.17221280000000003, 0.08370000000000005, 0.1798616000000003, 0.058947800000000036, 0.31657866666666673, 0.0, 0.0, 0.3304610000000003, -1.1102230246251566e-20, 0.4748680000000001, 0.12411760000000005, 0.01399999999999973, 0.35898799999999975, 0.10113333333333357, 0.43534799999999985, 0.17965093333333335, 0.03376850000000011, 0.40662999999999994, 0.04067999999999994, 0.04675600000000006, 0.08948793333333324, 0.04253199999999985, 0.043779999999999986, 0.20032599999999978, 0.16403759999999998, 0.13122399999999998, 0.14080213333333336, 0.0, 0.023613499999999996, 0.4014713333333333, 0.14933999999999997, 0.057279999999999956, 0.04367786666666666, 0.17090560000000016, 0.36287399999999986, 0.0, 0.09760000000000003, 0.23783200000000002, 0.202772, 0.383928, 0.06425879999999998, 0.01937830000000001, 0.0, 0.034458800000000026, 0.0031999999999999546, 0.019706666666666667, 0.15941146666666667, 0.03165999999999998, 0.13455759999999967, 0.09386960000000003, 0.0, 0.02546, 0.43696399999999985, 0.20061486666666678, 0.0, 0.11615999999999999, 0.2737953333333335]"
MORA,223969,0.0,0,2,2,0,0,71.68376302719115,"[0.1812999999999999, 0.16457360000000032, 0.07070669999999996, 0.0, 0.1768638, 0.19089733333333317, 0.09627260000000011, 0.43613499999999994, 0.08416000000000005, 0.12180479999999999, 0.037972500000000006, 0.18844650000000004, 0.1694568, 0.28391350000000026, 0.22559066666666677, 0.11905600000000004, 0.013199999999999878, 0.12307173333333335, 0.38262999999999986, 0.3465899999999999, 0.00933333333333336, 0.20352000000000034, 0.03260426666666679, 0.053281399999999986, 0.11651249999999987, 0.0407458, 0.13301259999999995, 0.12406366666666646, 0.013199999999999946, 0.07048000000000001, 0.013699999999999986, 0.2558964999999999, 0.15420000000000003, 0.0, 0.11023420000000007, 0.20738999999999996, 0.09670000000000005, 0.26747713333333356, 0.05851370000000003, 0.11268200000000018, 0.0, 0.0, 0.2654130000000002, -1.1102230246251566e-20, 0.16902300000000028, 0.04949420000000007, 0.2618759999999998, 0.3429799999999997, 0.4282480000000003, 0.5055999999999999, 0.2831517333333334, 0.014950000000000114, 0.24668950000000003, 0.09631349999999994, 0.059428000000000064, 0.07190086666666658, 0.019899999999999876, 0.030563499999999976, 0.2974209999999997, 0.16460513333333324, 0.1542, 0.2178054, 0.0, 0.016249999999999997, 0.17692866666666662, 0.19337299999999996, 0.09093259999999996, 0.016318466666666667, 0.2778425333333336, 0.1783819999999999, 0.0, 0.11559999999999998, 0.20697620000000003, 0.24780699999999997, 0.299312, 0.055795399999999946, 0.019783200000000018, 0.0, 0.03318720000000002, 0.534722, 1.5158245029548804e-18, 0.23535940000000008, 0.08458120000000001, 0.16934919999999956, 0.10315270000000004, 0.0, 0.02395999999999999, 0.27224850000000006, 0.20174900000000015, 0.0, 0.1533812, 0.5741193333333334]"
MORA,227355,0.0,0,2,2,0,0,86.70598793029785,"[0.16849999999999996, 0.19235960000000032, 0.05824569999999997, 0.0, 0.2264224666666668, 0.2080321333333333, 0.05233740000000006, 0.47463399999999967, 0.09960170000000002, 0.10815680000000003, 9.094947017729283e-18, 0.27415900000000004, 0.05192746666666659, 0.3024215000000001, 0.4873086666666669, 0.0006000000000000313, 0.23599999999999996, 0.1137076666666667, 0.45247599999999977, 0.13986399999999993, 0.16201800000000005, 0.26921760000000033, 0.10969440000000015, 0.05659539999999998, 0.06509999999999981, 0.04605299999999999, 0.0822487999999999, 0.14635386666666653, 0.2405, 0.0332817, 0.2432, 0.2693314999999999, 0.15420000000000003, 0.0, 0.21647939999999996, 0.17711520000000008, 0.10030000000000004, 0.25943933333333347, 0.047271499999999994, 0.3272966666666668, 0.0, 0.49835499999999994, 0.3187770000000001, -1.1102230246251566e-20, 0.4909450000000002, 0.1388074, 0.3657389999999998, 0.43282999999999955, 0.256504666666667, 0.13589999999999985, 0.1644374000000001, 0.24315000000000023, 0.3481434999999999, 0.020255499999999944, 0.00010000000000005827, 0.06967573333333327, 0.25999999999999995, 0.03163299999999997, 0.4217159999999997, 0.14315193333333326, 0.1542, 0.2510649333333333, 0.3322366666666666, 0.018969999999999997, 0.4824213333333332, 0.20583399999999996, 0.1278887999999999, 0.08090686666666666, 0.20486353333333346, 0.4183379999999998, 0.0, 0.1035, 0.1891969333333333, 0.12148200000000002, 0.24350700000000006, 0.08497406666666661, 0.02016620000000002, 0.0, 0.04240300000000003, 0.5659540000000001, 0.0028977333333333345, 0.25515300000000013, 0.022839999999999982, 0.15680353333333288, 0.09186030000000005, 0.0, 0.015877599999999985, 0.30820349999999996, 0.22805800000000023, 0.0, 0.10041999999999997, 0.3502346666666667]"
